sample	height&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar	height&neo_gra:neo_mar	Ne&met_zeb	Ne&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	Ne&neo_oli:neo_pul	Ne&neo_pul	Ne&neo_oli	Ne&neo_bri:neo_gra:neo_mar	Ne&neo_gra:neo_mar	Ne&neo_gra	Ne&neo_mar	Ne&neo_bri	Ne&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri	mig&met_zeb&neo_gra	mig&met_zeb&neo_mar	mig&met_zeb&neo_oli	mig&met_zeb&neo_pul	mig&met_zeb&neo_oli:neo_pul	mig&met_zeb&neo_gra:neo_mar	mig&met_zeb&neo_bri:neo_gra:neo_mar	mig&met_zeb&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&neo_bri	mig&neo_oli:neo_pul&neo_gra	mig&neo_oli:neo_pul&neo_mar	mig&neo_oli:neo_pul&neo_gra:neo_mar	mig&neo_oli:neo_pul&neo_bri:neo_gra:neo_mar	mig&neo_pul&met_zeb	mig&neo_pul&neo_bri	mig&neo_pul&neo_gra	mig&neo_pul&neo_mar	mig&neo_pul&neo_oli	mig&neo_oli&met_zeb	mig&neo_oli&neo_bri	mig&neo_oli&neo_gra	mig&neo_oli&neo_mar	mig&neo_oli&neo_pul	mig&neo_bri:neo_gra:neo_mar&met_zeb	mig&neo_bri:neo_gra:neo_mar&neo_oli:neo_pul	mig&neo_gra:neo_mar&met_zeb	mig&neo_gra:neo_mar&neo_bri	mig&neo_gra:neo_mar&neo_oli:neo_pul	mig&neo_gra&met_zeb	mig&neo_gra&neo_bri	mig&neo_gra&neo_mar	mig&neo_gra&neo_oli	mig&neo_gra&neo_pul	mig&neo_gra&neo_oli:neo_pul	mig&neo_mar&met_zeb	mig&neo_mar&neo_bri	mig&neo_mar&neo_gra	mig&neo_mar&neo_oli	mig&neo_mar&neo_pul	mig&neo_mar&neo_oli:neo_pul	mig&neo_bri&met_zeb	mig&neo_bri&neo_gra	mig&neo_bri&neo_mar	mig&neo_bri&neo_oli	mig&neo_bri&neo_pul	mig&neo_bri&neo_oli:neo_pul	mig&neo_bri&neo_gra:neo_mar	
30	9.19995814812667	1.97235255489691	0.928780548635202	1.26358335286698	1.00899966453069	0.608509272925885	0.842565620135318	0.946892367630977	0.413361163228824	1.57037399553558	2.27501984745678	0.771277111261089	1.0774717594816	0.478862990888527	0.574649910850402	0.4885595233156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.397717923270358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.268665909322875	0	0	
31	9.19994105216984	2.69164017995535	0.891303910854791	1.24076280828725	1.22001585470197	0.200568226760908	0.563755472316832	0.184067619185118	0.727612367918464	0.19304429512449	1.31049223248556	0.476944713757022	0.494223504833862	0.319262695681191	0.557005123640492	0.385899219649702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.538891927623722	0	0	0	0	0	0	0.0906427631348323	0	0	0.331181205394276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32	9.1999052689035	3.19973279328436	1.12758692848401	1.28821126946241	1.24143847007114	0.474021343599187	0.7178965268038	0.564561725504061	0.248731204594713	0.529417977599762	1.78762317188319	0.692535372968973	0.787388975471813	0.576917838468668	0.357671129767403	0.930272680191481	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2399003509757	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235383279596866	0	0	0.145634497981837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180564507628096	0	0	
33	9.19990571320841	2.8296915482535	0.829099852942654	0.988825701580637	0.834071377891344	1.67751216791244	0.55301265140084	0.490880682114185	0.364806186334654	0.553991652428637	1.9964255295086	0.712777907597069	0.962743747563304	1.82833251504411	0.90503277351409	0.663622323002142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41902621210012	0	0	0	0	0.0518290264843937	0	0	0	0	0	0	0	0.220297184113872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.291823676982502	0	0	
34	9.19998022478803	2.54207740274144	1.31955463044143	1.42854782252348	1.34338199548798	2.00555053694071	0.85507232428106	0.438934260604821	2.11367815386886	0.695283916989206	1.78854349933212	1.23811833857636	1.14287930612212	1.0691611699589	0.591571926355034	1.05121699104795	0	0	0	0	0	0	0	0	0	0	0	1.78240035460322	0	0	0	0	0	0.18568575208468	0	0	0	0	0	0	0	0	0	0.440174841138858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35	9.19991648326974	1.98131617255983	1.03549827195903	1.25026844584091	1.10996881500367	2.18946531223974	1.10232715993581	0.571210217433578	0.430478124392447	1.09587511169333	4.07800610443697	1.18845674781179	1.42770236372255	0.523491994335895	0.79891392607332	1.21004913636161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285498445466149	0	0	0.141872058251743	0	0	0	0	0	0	0.406222662322977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36	9.1999982864631	2.39211098109336	0.476885859125127	1.61731040605389	1.53596761602913	0.582047181279276	1.12952581754583	0.794398749709908	1.09587215902599	1.18402523916799	3.87809763999424	1.06440262832241	1.88402647942994	0.618293237313369	1.09429642444291	2.32688923039661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.718140679024272	0	0	0	0	0	0	0	0	0	0.203294707787421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	9.19998414293296	1.81760967695134	0.72131816608933	1.80088406843373	1.5416785488059	1.46659656761596	1.02920983872335	0.991200383667894	0.58170335476584	4.13340724474396	2.72050870878763	1.40610722688874	0.871144695921204	3.92808022277136	1.54965259135719	1.66943089257979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184944563977287	0	0	
38	9.19994263242608	1.46106200539449	0.635268996130215	1.33686834196055	1.2348841753475	0.847524456249976	1.04073565911556	0.758745646555017	0.815472253372007	0.547092516030686	1.65999853074957	1.05961154237438	1.75217725944429	0.960568653189879	0.428427983561485	0.42106959660149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240593727056284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39	9.19996107747557	1.48546257933576	0.447574718594226	1.3446122249584	1.10979472887898	1.63185426707674	1.0265436311068	1.38483563311749	0.648777643485265	1.10465321309841	1.2043906919897	1.09792284864702	0.993838292355368	0.887962233236067	0.586513867070897	0.813821289327866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43985628527323	0	
40	9.19998210378433	1.89139833547321	0.468074496492428	1.85530586390408	1.71699529454198	1.05291395156398	1.35668682824095	1.37595332851513	2.39525295508164	0.673961536185536	1.15182329676885	2.32655910330013	1.58586660228625	1.88488748289416	2.08656215411136	2.32368453004177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136143097828877	0	0	0	0	0	0	0	0	0	0	0	0	0.0426204978303815	0	0	0	0	
41	9.19994208906262	1.63117561061974	0.412601473408334	1.58624166294148	1.05583613850061	0.715547002887745	1.11388360663347	1.2917511046726	0.841608640710926	1.62025680697855	1.0640787644944	1.44530333843583	0.621125243450376	1.27696983805077	0.415578610242922	1.26166317151625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421196777660322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42	9.19996827985496	1.6103186730813	0.810233784799367	1.01978826577851	0.929748168841121	0.840099827723511	0.802181274860567	0.671127209348062	0.641296100806098	0.536414304165599	2.8593000914344	1.09870240348497	0.88740265548872	0.362901673094292	1.77119639251665	0.478630159577342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119197006746657	0	0	0	0	0	0	0	0	0	0.144478590949357	0	0	0	0	0	0	0	0	0	0	0	0	0.388551645445765	0	0	
43	9.19991384081049	2.09441372399129	1.09021712651047	1.72758053917199	1.71128471533483	0.323867321597977	1.03760628316858	0.464059477474017	0.34545957680288	0.415438394990775	1.06991813600467	0.697042999471964	0.326211010427483	0.41079118601672	0.959130971422101	0.587589027673602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0434198409314721	0	0	0	0	0	0.216650138322339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204827805217913	0	0	
44	9.19992652029713	2.19025669263253	1.00204008739993	2.08975999009855	1.85548921239033	0.246198649412564	1.05958859146572	0.504410129385011	0.257978708729812	0.175696926588595	0.350265531458463	0.771403855562141	0.390969511001351	0.525784212692799	0.229121449755858	0.827304937506178	0	0	0	0	0	0	0	0	0	0	0	0	0.198048686833104	0	0	0	0	0	0	0	0	0	0	0	0.0804432811466815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238947748147656	0	0	
45	9.19993559434017	1.61634280194876	0.116108641842743	1.55499539278378	1.44097699843901	2.7028733720309	1.224873229771	1.56386580368222	2.83166661796779	1.30238731520943	1.75769162993748	1.2623597295659	1.26706266163976	1.43962377224086	0.6266669698276	0.871892551820542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64911488968011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46	9.19996773319353	1.7543517534783	0.3868932897857	1.69646475785132	1.15085046912526	2.41175612288328	1.2110961513679	1.35870470202301	2.17152692626107	2.37004003574396	1.92058180901926	3.36707487879372	0.661170314082353	1.5358075413064	1.50166854295853	1.67576155253439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0192977873475927	0	0.0649891301987138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.440138896093271	0.134867828196844	0	0	
47	9.19998714332274	2.41440391745954	0.552873543672161	1.26826662647948	1.24484681213638	0.337024885724233	0.697453427121813	0.401551879062551	0.264085733282414	0.462294505743967	1.63297116174565	0.363589517862868	0.297741419386211	0.389800925090601	0.533190902444524	0.29898377666431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.686402953364691	0	0	0	0	0	0	0.150702415631589	0	0	0.358362740671926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0351911218644659	0	0	
48	9.19991881843971	1.79953208432221	1.06124794912448	1.26482198645612	1.25787772876247	0.641803649601048	1.15536030357294	0.395299745835328	1.08355173226494	0.894005352551368	3.18007313878945	1.56317819952396	0.70854393702384	0.618853757657637	0.460676269486032	0.799505746565011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186307811377147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49	9.19998958332696	1.80871260670841	0.617148669740935	1.38930130848957	1.37566401392714	0.7940207131684	0.979121851339181	0.841082440926749	0.812723717564891	0.305243810923131	2.18886909456751	0.690906144776651	0.966270726582942	2.01262224494447	0.304557284480527	1.02881002847129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31107181117094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
50	9.19992257305921	1.66260521446409	0.519928250410396	1.53327330697855	1.4106968667382	1.00902078727547	1.10033952088426	0.878870830495505	0.486198327920706	0.56599068709926	1.28506714092488	1.08683805715469	0.86283287929074	0.646241355642655	0.421476052446068	0.502472181912095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40484478669214	0	0	0.161273415519334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0351746600515078	0	0	0	0	0	0	0	0	0	0	0	0	0	
51	9.19993890788601	2.15016252280824	0.64193615670373	1.62631353284258	1.22361014827281	1.46481700051559	0.773157941778019	1.18586302144652	2.1957555030286	1.09581402585733	5.07850037378063	1.52746951505008	0.666899266111042	1.32931645986153	0.445369496212383	0.844264895093775	0	0	0	0	0	0	0	0	0	0	0	0.276464486315184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52	9.19994021418587	2.22450711405567	0.528512032572131	1.58644861605371	1.38157766859728	1.30700469827628	1.08182022263249	1.31290192116519	1.30869059735455	1.49507225381535	2.14585984464665	1.63461592354506	0.542324542627208	0.622179985539611	1.77836802215685	1.99091011013729	0	0	0	0	0	0	0	0	0	0	0	0.403167974979949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
53	9.19997633085134	2.04789658023836	0.970682591235438	1.95799763383327	1.58100940041596	0.373098332365945	0.961688511418268	0.495697291871596	0.564660065813343	1.18121256675869	0.681142917673536	1.35372209113978	0.941929206709489	0.412229143847058	0.741136035226732	1.26441537751628	0	0	0	0	0	0	0	0	0	0	0	0	0	0.377090015749937	0	0	0	0.186624107225569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54	9.19999562244118	2.27036527165268	0.356490643997226	1.82551944859356	1.54990750139368	1.2841157022122	1.04905941225911	1.15920872897629	3.37479989195293	2.1484418622679	2.04868117267957	2.7406925607132	2.09197994126416	1.73813742087267	0.814800677211774	1.48180292454999	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0526127493385463	0	0	0	0.692174088464632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55	9.19997146394832	2.04857103873012	1.14761325846121	1.97620341793987	1.76488982634498	0.713748859534504	1.36529018827415	0.747170268123841	0.802402142697774	0.717624018316466	0.66285219263765	1.11917559834283	0.805056857575835	0.796926118633447	0.405969046115268	2.36533829484527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127511108471504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56	9.19996795724348	2.19156417947516	0.503204597594477	2.10682844772341	1.40956710395297	2.04366526219499	0.95622050526903	1.34114065169253	2.6057594074751	1.32083596244756	1.34622866377423	3.0015820173925	0.446896313982636	1.03335001008408	0.867135954116024	1.39732693487791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.688750962271808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
57	9.19992837398886	1.51046342335031	0.665704610342551	1.4894333627638	1.3087941576355	1.25093306556215	0.94803392586559	0.614101440498864	1.36459991021607	0.335382133460568	0.690377013540632	0.544329019250075	0.805791209625638	0.485497475115439	0.356396639786527	0.612751503480148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.548492619851743	0	0	0.188907004790879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
58	9.19999348616669	1.48702401805925	0.267807674699377	1.43191944287481	1.18566256635994	0.840202682056408	1.01769226131442	0.886361411887128	0.674498353112387	0.880146009651163	1.06050312788101	0.810753690582769	0.572496009040124	0.602832504971578	0.588648958989005	0.663651243249476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.837321512582989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0167556349864251	0	0	0	0	0	
59	9.19999321722452	2.17082714603692	0.761841380213752	1.36586561042439	1.07375272284813	1.61099033295954	1.10912262128365	1.12611387740023	0.958120486619328	1.60637399462588	2.71674489920404	1.9100570975235	1.31175357589963	0.547466897865189	0.794025954172322	1.71989687633124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0597562566984871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.592415902807601	0	0	
60	9.19992725090458	1.82878430520735	0.43571899573512	1.81156988493874	1.49241562812953	1.6852763238693	1.04100777129105	1.02851639302521	1.53825908418688	1.79665650703457	5.74934669812316	2.02029516343915	1.59478774849488	2.72382541749363	1.38620396025728	1.6676891115431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.320405492084173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
61	9.19995977616306	1.92987901176832	0.672913018298383	1.86328440147966	1.55923036905976	0.878908159026761	1.35160198215467	1.15683823546882	0.769869512000608	1.14315168118112	2.52655233162513	1.47507453919447	1.26603312930527	1.50748689516381	0.771134903661093	1.78697383742804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.309050005290989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62	9.19999388358751	1.9716137894058	0.976058419555137	1.82023188719271	1.64125890278975	2.82362634765465	0.774368772417393	0.915518249881731	1.44627249217785	0.468159144309633	1.91078191744616	1.49125342054293	1.88293907332763	0.649402622114398	0.945747946358105	0.882184308066963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144555850834814	0	0	
63	9.19994352252872	2.13505347792028	0.910111590366193	2.13091445486711	1.27206002365653	1.0815338071411	1.28421424364699	1.58567991138311	1.71204351330293	1.54986482274112	1.39450675753351	2.96723577422386	1.32907640484032	1.39083399175515	0.729726335662134	2.23875125788858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0307340152148175	0	0	0.141772807323464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
64	9.19999927551795	1.91575098850261	0.660195581301727	1.34153268896121	1.04059447258478	0.431422235112118	0.861614292419469	1.28672219918009	0.490417946912446	0.364760505351097	1.98180283478577	1.22823787153085	0.473144326222874	0.826412250599091	0.615672276322523	0.618933113687839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233532352400176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.473470689013583	0	0	
65	9.19997814466114	2.08753139475729	1.09755419600716	1.6297999506158	1.41818224744472	0.829775169204561	0.79334310441254	0.4701673770731	0.812008195252175	0.931924526107474	1.50141077920437	0.8877569046061	0.468883658689702	0.271394172085758	0.290525386265286	1.00109641694856	0	0	0	0	0	0	0	0	0	0	0	0	0	0.773632784151346	0	0	0	0.148849766940381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
66	9.19998546304731	2.14522596485948	0.890943082942824	1.60665210950851	1.17676929288782	0.615012749548749	0.943695186212357	0.625449787111973	0.723948032637833	0.977627001840883	1.74652995692572	2.4501671451237	0.682605965008113	0.397694183879091	0.558709283848078	0.92350609286625	0	0	0	0	0	0	0	0	0	0	0	0	0	0.805592381486688	0	0	0	0.264636192147436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
67	9.19994687416912	2.01556970443756	1.08359273378671	1.9364926821706	1.74626296277056	0.579316779714178	0.776365332017044	0.650132475353718	0.262207820849916	1.04337393557277	0.561894728611059	1.02490711153797	0.276106087506993	0.232850188545437	0.40362776924618	0.676187069969437	0	0	0	0	0	0	0	0	0	0	0	0	0.0519019583517393	0	0	0	0	0	0	0	0	0	0	0	0.0462966776142551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0139854943049043	0	0	0	0	0	0	0	0.199357341663317	0	0	
68	9.19991804514468	1.56121045693105	0.613895383395756	1.33898221303886	0.801622185477656	2.86460914571117	1.00690298328456	0.599594483063554	0.591567174724713	2.38183672990681	2.59519619552168	1.74084922692286	0.863448393363049	1.43190837755594	1.13956934800179	0.861157049468853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242363203994246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
69	9.19991696054972	1.66518337547962	0.252301431884885	1.62843610313001	1.54133771878677	0.373902309905785	0.909726837718742	1.44168694958291	1.14253528541127	0.920624503422834	1.65686648020122	0.515141413811711	1.06592194853706	0.651827609859172	0.915203106060253	0.658298093280795	0	0	0	0	0	0	0	0	0	0	0	0	0.0313450573590366	0	0	0	0	0.552160430425663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
70	9.19999589540257	1.99651073932398	0.880006910828042	1.6501923790239	0.976004848002169	1.15284811942267	0.959808038190711	0.701680684645026	0.920201070405113	1.00681473306083	2.659397292139	2.57842035290017	0.464087199201978	0.608618124614985	2.18642902516961	1.1806337937713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115052218034093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.310507216092413	0	0	
71	9.19993198249185	2.24178704826848	1.06638613003306	1.37347604953799	1.3645584675772	0.480501477574633	1.08309452648817	0.604600636646611	0.712847106133261	0.472529455615472	2.60898711312169	0.724284456954216	0.851645029061888	0.654288776895656	0.553260152136987	1.59923493613323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143585107845911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.354110573463907	0	0	
72	9.19998896258426	2.18685067574412	0.903360199008282	1.36254744891118	0.9679995960089	1.49322453473358	1.02248042562086	0.799657266804435	0.981681216356829	2.28544225048722	3.67945608767355	2.42012768359684	0.644444234057897	2.43802242173713	0.883825765183213	1.52625093030723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226825703748354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.377412488564458	0	0	
73	9.19997864144268	2.07266233444284	0.837057786944806	1.47553259600398	1.40311277354154	1.11373857769711	1.04673473498506	1.20923893712727	1.19802108171015	1.85145171850164	2.11290822126212	1.13041729114083	2.80585445272161	1.46515305285411	1.79535049931113	1.33083213930238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117636830917145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.305323326083732	0	0	
74	9.19999577419686	2.51942476961946	0.433497060755274	1.52729799508071	1.30678620449881	1.12303723243819	1.20773882586574	1.57156536076356	2.41255951450045	1.91211277411718	2.94085832378166	2.66710311070068	4.29513585598198	1.72300945109527	0.836677832528412	2.05849687789117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.509136509879462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0519309991265193	0.427931204544959	0	0	
75	9.19996781385368	2.0102518872951	0.895794176607631	1.68370655273019	1.48427561288308	1.08213805822454	1.30186952270576	0.931025689493291	1.22592467503188	1.12924773456098	0.981079305597166	2.68251997225325	1.42876664934251	0.97451082924617	1.09826831558169	2.15462713144909	0	0	0	0	0	0	0	0	0	0	0	0.00447255228027806	0	0	0	0	0	0	0	0	0	0	0	0	0.20496406452339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.299234804187426	0	0	
76	9.19997687223855	2.21124853748849	0.830609468636453	1.338255245329	1.33723366844509	1.35429404055615	1.20892659435328	1.25976927490154	0.449777847957013	0.480633560848143	2.25225851385165	1.06982565344069	1.03920731659836	0.861063564698069	1.54768396052836	1.77656522905104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230217349837112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.265184030178704	0	0	
77	9.19990685240583	1.76365530349362	0.99183570980438	1.40503524683273	1.2537883852861	0.665940895778945	0.870655062681007	0.508860434391887	0.344943992209432	0.587237212034057	1.03354527926436	0.954854537679965	0.577888876457249	0.41258971716749	0.199524518483976	0.28835761695431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152003734455374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00520365555100859	0	0	0.178288959876967	0	0	
78	9.19990883627838	1.63195912566302	1.0619723189237	1.35229549757364	1.30864159281348	3.60101567018999	1.11035227987295	0.755940475372588	0.889530915974451	0.530779574818614	1.16362042708269	1.12792710330645	1.18568210867627	2.19398107276237	0.580655027373406	1.10311798598912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219879729582481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
79	9.19994991055885	1.76021982408848	0.722617523862715	1.71958524573627	1.61021735456671	0.847508024887686	1.15349411579481	0.775592823901758	0.482293910950321	1.50845225436831	1.23722557288059	0.811410218384428	0.329800775033441	0.668220486102371	0.54281902203879	1.15534731290808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32904328283825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
80	9.19995013128029	2.08681764482844	0.0304267739801945	0.793618980717356	0.504096845374576	4.20858993560777	1.07107038948469	3.24709556901452	1.82780271069159	2.79083796535843	4.34595717153585	3.17463745723343	3.24808601985922	1.5478733733941	2.36881206147489	1.58259263539793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0152816589373246	5.10487106148106	0	0	0	
81	9.19996411297149	1.85344129807902	0.742455054035379	1.74894582504155	1.40453148747928	0.369365915027574	0.91540045254822	0.611705553844648	0.809448711956999	0.631967555962833	0.959807158596563	3.04819338522919	0.619632782793398	0.323429903889609	1.56344153466693	0.70982394201428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138573871541677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294398981049226	0	0	
