sample	height&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_gra:neo_mar	height&neo_bri:neo_oli:neo_pul	height&neo_oli:neo_pul	Ne&met_zeb	Ne&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	Ne&neo_gra:neo_mar	Ne&neo_mar	Ne&neo_gra	Ne&neo_bri:neo_oli:neo_pul	Ne&neo_bri	Ne&neo_oli:neo_pul	Ne&neo_oli	Ne&neo_pul	Ne&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri	mig&met_zeb&neo_gra	mig&met_zeb&neo_mar	mig&met_zeb&neo_oli	mig&met_zeb&neo_pul	mig&met_zeb&neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_oli:neo_pul	mig&met_zeb&neo_gra:neo_mar	mig&met_zeb&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_gra:neo_mar&met_zeb	mig&neo_gra:neo_mar&neo_bri:neo_oli:neo_pul	mig&neo_mar&met_zeb	mig&neo_mar&neo_bri	mig&neo_mar&neo_gra	mig&neo_mar&neo_oli	mig&neo_mar&neo_pul	mig&neo_mar&neo_oli:neo_pul	mig&neo_mar&neo_bri:neo_oli:neo_pul	mig&neo_gra&met_zeb	mig&neo_gra&neo_bri	mig&neo_gra&neo_mar	mig&neo_gra&neo_oli	mig&neo_gra&neo_pul	mig&neo_gra&neo_oli:neo_pul	mig&neo_gra&neo_bri:neo_oli:neo_pul	mig&neo_bri:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_oli:neo_pul&neo_gra	mig&neo_bri:neo_oli:neo_pul&neo_mar	mig&neo_bri:neo_oli:neo_pul&neo_gra:neo_mar	mig&neo_bri&met_zeb	mig&neo_bri&neo_gra	mig&neo_bri&neo_mar	mig&neo_bri&neo_oli	mig&neo_bri&neo_pul	mig&neo_bri&neo_oli:neo_pul	mig&neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&neo_bri	mig&neo_oli:neo_pul&neo_gra	mig&neo_oli:neo_pul&neo_mar	mig&neo_oli&met_zeb	mig&neo_oli&neo_bri	mig&neo_oli&neo_gra	mig&neo_oli&neo_mar	mig&neo_oli&neo_pul	mig&neo_pul&met_zeb	mig&neo_pul&neo_bri	mig&neo_pul&neo_gra	mig&neo_pul&neo_mar	mig&neo_pul&neo_oli	
491	9.1999114593638	1.96716778966123	1.6918230918577	1.55765528861967	0.557927200096293	1.92692509885747	1.37290628772008	1.00825459292915	1.94364718935751	1.67433683785372	1.46889232700975	2.61327075995526	1.3911827867459	0.633528966232185	1.11610506475724	2.26316095282374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
492	9.19992065640466	1.81613598941595	1.68442507153211	0.957774327632001	0.00968456228197135	4.16651546890137	1.22815733926665	4.83781822726901	4.09492958470953	4.50688041169454	5.1477646676362	22.1630292033855	5.5596260094752	4.10521108004041	4.76900071357621	1.76192511525623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262435076791426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
493	9.19994833490223	1.7488242287168	1.35717928197023	1.25800266296401	0.285131357467904	1.33794083076582	1.14815935897475	4.35429014034728	1.65762759317893	3.01385844731904	2.12491828709032	2.14088996112854	1.56592395466962	2.01408569826181	2.48949599466415	1.53478759041703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00958401203089924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
494	9.19996013967449	1.7168637444708	1.28730176044123	0.929063252320859	0.648310101666225	1.60260666730163	1.31145099633891	2.87840006535607	3.99189729432758	2.27554338141681	2.21367265877291	2.18497365690861	1.3195543826068	0.894528422271884	1.62473303030802	1.82749157697993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
495	9.19995760433126	2.34104778870989	1.5775172731355	1.28286534313196	0.271960676556643	3.29121609251716	1.24873438893562	6.16910155718577	5.67807023713364	1.52374033114094	2.56472048240953	11.1293161151981	1.61024831987048	5.54609675284104	6.06828348478543	3.28221050512065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
496	9.19996652372598	1.5191251198347	1.35416910096706	1.10144608535847	0.78051220705421	0.871133316099831	1.00446602981193	1.20142447849487	1.07447403901264	0.587513771657247	0.975803423863275	0.515467666496822	0.798827387676281	1.12241824368682	0.410832568369387	0.472421656310933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
497	9.19996571483937	1.85244455613209	1.60448740579041	1.38240362048792	0.350869850791633	1.35640389359194	1.31887334040173	0.922427686187249	3.44880411438518	2.35358777149483	0.877622999584575	1.60882241475624	1.69274261921439	1.07797789328766	2.36865685801629	1.51848339311016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0139477610279407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
498	9.19993646010868	1.93532121476859	1.5446619898949	1.11108630183432	0.450319744761014	1.83728052463725	1.18586813359546	2.17195272132909	2.18911342109172	3.90758629236651	1.75194745990963	2.39853721838542	1.5204999357493	1.52882432797769	1.60408528885568	1.55217494822424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
499	9.19995781727763	1.83963691133876	1.69469662275603	1.15991345359892	0.400206185586507	2.21530878935828	1.32451319028739	2.27245225727276	0.73146849565416	0.900477174972828	2.51502030086761	0.744617498781032	0.983381725686391	0.747381137386442	0.641360700100877	1.72134396129261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0271761666321442	
500	9.19997979940338	1.76332139408927	1.42785353771664	1.29280878044535	0.259511954745416	1.265776503194	0.883906675383876	2.63869646297401	0.840332893289735	1.23308419858652	3.00778340681134	2.30913578626533	2.02145312412805	0.940407392168465	1.91625779198926	0.964630129246266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
501	9.19996005495222	2.31996013396519	2.03103882043245	1.28338958700598	0.0974856992239016	1.20803828568752	1.24218002145147	1.32666771506772	2.88623034236759	1.17005953950246	1.90185482263715	1.96221028922484	3.07430053798209	0.663118649059625	1.51841307018936	2.68216704901929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0569377276223269	0	0	0	0	0	0	0	0	0	0	0	0	
502	9.19998840748665	1.85027830383584	1.49981072184793	0.828135965247341	0.195193264360251	0.723565639085468	1.1217234616748	0.801601310758375	1.70248957156446	2.19594157982775	1.98186757541829	1.55580433702278	1.63900725760781	2.60248021296415	0.812014677997535	1.17891001879487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.717207309733887	0	0	0	0	0	0	
503	9.19999040089924	1.69883695387629	1.07906535466651	0.768069161387935	0.334370072107625	4.39973917024037	0.996490765463313	2.69884800921336	2.39219985443233	1.39360760174698	1.7344146077847	0.758551933409583	1.01451688362323	4.81924755952016	2.82656307315474	0.997023713856339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0287792517741156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0575078778815678	0	0	0	0	0	0.24364977727515	0	0	0	0	0	0	
504	9.19993373885599	2.40843114242443	1.45274043653313	0.815602741342138	0.604884184079507	0.90064490042147	1.32295470585772	3.15430191933889	1.47530279751404	1.02036678127509	2.20684008632982	1.794556231764	0.915301913613917	1.17949123698549	2.46643751342613	2.24186242282446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196083987069179	0	0	0	0	0	0	
505	9.19998795326869	2.01179395833478	1.90445924899543	1.56459595821028	0.738913654749166	2.65429337132536	0.910774230780437	1.41114701337123	1.53090184314231	3.80198627257495	1.2540479632412	2.02386684642743	0.98385448852851	1.13187512910618	1.01845420408347	1.65724320225491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0924434586349578	0	0	0	0	0	0	
506	9.1999771586346	2.24018122301524	2.16931987068751	1.62818401277009	0.670283575493581	1.02564661345957	1.0067532584196	1.01990445450304	0.882875814548871	0.71986080206088	1.23351973767784	1.52442672942951	0.998474513289689	1.69124086407945	1.74555828776168	1.71789748768307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0689238661154236	0	0	0	0	0	0	0	0.10987879309993	0	0	0	0	0	0	
507	9.19992385815124	2.33100395277223	1.80187156808276	1.0124185706847	0.733314388300103	1.29667192077539	0.890546012658103	1.15288530711596	1.54641220933128	0.99277566373934	1.83031122236028	0.706181270959023	0.584619815281053	2.28601931504359	0.642952226348251	1.98039592478708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0996358187376318	0	0	0	0	0	0	0	0.546681693924093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072937027411928	0	0	0	0	0	0	
508	9.19993371096513	2.30206672423664	1.91732109221483	1.72592911922389	0.640200517623589	2.95276759719194	1.11156235774948	0.91326558023715	3.41399942080135	2.35939964371573	1.44509497965401	2.54871420739483	1.56713919232251	1.15150240110351	0.785347716001329	2.05290214231628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0704799341704191	0	0	0	0	0	0	0	0.0544574524303236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
509	9.19996725735222	2.09449136906053	1.65468761261901	1.08116300614478	0.902006474224838	0.970963204151182	1.10352407598343	3.136172022141	1.50757634908491	0.875864953395588	1.91329388914197	0.646188929080696	0.432789051240097	0.946574315887229	0.89589201837555	1.08989321974791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136414492009122	0	0	0.274119004611211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
510	9.19994538589343	1.70150651071926	1.45554521276987	1.40554772191298	0.541636973498447	0.934811453703064	1.05486852144424	4.03835509637134	1.01579890152354	3.58643289800574	0.93111651023762	3.09369318624706	1.12551423933445	2.08296162577746	0.692512949748237	1.14652614201769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0592380164444265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
511	9.19993251990411	1.65390219052475	1.58070370514623	1.36782535211526	0.830112230877083	1.17836640281818	1.19381933358205	0.94740577561936	0.319820756539061	0.56826840636369	0.734296640000095	0.837984667440562	0.73845273021727	0.465938704198142	0.731784043318968	0.854430158609579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
512	9.19996743230815	1.88971023114134	0.838760443955274	0.660890007760418	0.239629289992019	5.89523701589998	1.0375537298337	4.07231047777409	4.54346672891518	2.17955963434849	2.92966460036545	3.14321549328851	4.41784721149969	3.34784543268214	1.72589743536513	1.02240864187739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.579596809801175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
513	9.19991747259629	1.84351496568715	1.4578349274601	0.822920555715612	0.220592852296089	1.34570207647512	1.22441153882404	1.48787966792365	2.53593301235629	3.77119277270348	1.87011259216431	1.5127874968325	2.43288693943929	1.99095101658166	1.09503594215782	2.14378276402257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208311299154866	0	0	0.191292715314281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
514	9.19994733887933	1.48624204525245	1.17725236493987	1.16229862473293	0.72514281936372	1.34932399822773	1.29899275123047	2.55688364117177	1.77871366772164	2.2244013681872	1.11722615881176	2.17618852337404	0.865446517723034	0.972513275140747	1.93976830985955	1.2813876474787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
515	9.19997939825539	1.50065536181462	1.14623251864135	1.05514128886819	0.478236846955351	0.379039471947813	1.10875146015717	2.09090096774246	1.2401576619469	1.12713856699239	1.20065743858741	0.733451877805476	1.66066843301719	2.32645429652514	0.717346799507729	1.1748585113677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
516	9.19998853017162	1.66699162029743	1.58571654013296	1.26195182658984	0.499398888138423	1.45348329285858	1.07236037337874	2.76875253651683	1.05022308851092	1.56681245910177	1.27404645573308	0.905260587977626	1.14645865880717	0.641707458996021	1.74654489067573	1.21839516183075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
517	9.19991167747171	1.62651154223583	1.37370183703445	0.938367471120501	0.0151895888488262	0.896909473723769	1.29654878321938	1.24951584977429	3.81262056536581	11.9564097416395	2.75930197430192	3.23245279969985	1.62231049432097	3.10355583256209	3.50167545525364	1.8285674323491	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027025534214793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146135205620588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
518	9.19993125737459	1.64564102815614	1.47376740576475	1.02370403186983	0.31211565893046	1.60579863946151	0.897776540742697	1.20460873904441	0.487906279831962	2.59167955997555	1.7924437600356	0.564399335988717	0.958427419006053	1.69475837397611	1.46874472512106	1.09448681657131	0	0	0	0	0	0	0	0	0	0	0	0.552969534762308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
519	9.19992582753442	1.8406421317827	1.64625647661125	0.957734083074982	0.434760481735799	0.509858807311702	0.997878768446861	1.30558983282231	1.15756751746923	0.92876409126407	2.00649490533028	0.890407799993097	1.31681480816396	2.22894698455057	1.30768275405234	1.75752374739426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
520	9.19998631760216	1.92094131730272	1.68593727959853	1.23628177271203	0.361596541885985	1.29869880603424	1.02123495292333	1.03596793468346	1.3421245607974	4.7551903012613	3.18378206072435	1.97001516364213	1.44145689866494	1.46630492337614	1.19264000672104	1.304162857564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
521	9.19997898499538	1.94299824781545	1.91713657620596	1.35912216531124	0.124196677122245	1.20862595292811	1.10732337633426	0.835239276848028	1.18108581618633	2.73745864836465	0.942968502574039	0.732512261245553	3.05318602572779	1.45548382154095	1.76457868015562	1.78868984877514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0373178933995361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21361839604465	0	0	0	0	0	0	
522	9.19991364015029	1.87096741082258	1.11315078878115	1.0731244871446	0.359278250390139	2.6137340102254	1.24780141329295	6.26627109891267	2.2578955208638	2.5347962288086	2.52287534307666	1.71221159064148	2.02456243344285	1.37326034342689	6.03962989520335	1.53963856328786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0505089136990461	0	0	0	0	0	0.190767254972232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
523	9.19997500774035	1.73544654828769	1.67289453017641	1.19734812854034	0.272849279943568	1.31643783982904	1.06362601733706	3.14837413761467	1.33922829391384	0.71028751465705	1.73832629544719	0.951343079356221	2.7599299368639	3.65355080984884	0.992774114388796	1.24752066378746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0532247138663144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
524	9.19996935542809	1.59918371924316	1.53649509544372	1.07848447252098	0.57840954530569	0.526575522444617	0.971945608327147	0.617575591461164	0.574424320710153	0.667783413684651	1.34209749522926	0.730129098016098	0.792873963473884	0.608062114801683	0.346571759776404	0.662539668904347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01109495792187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
525	9.19995494360338	1.94702245281313	1.68667266164882	1.4218466524164	0.63909214537957	0.899672585712807	1.04937940232516	1.13050585000278	0.650923719493133	0.970323779995925	1.4646840775864	0.982703998873053	1.66082829534236	1.33310786138533	0.52663312492624	1.06680822126613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00219748970132372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
526	9.19993763398704	1.59255686010192	1.23887117049979	0.988943170700229	0.22253949011254	1.71278129458004	1.04195460860472	1.36254607780253	1.64809696267663	0.942494065876697	2.20184821698259	1.47556594611522	1.45645903050869	1.50547089177132	1.62420899038368	0.732490731051335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188468132595791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
527	9.19991626098875	1.7983880946124	1.57327888270398	1.4213486327518	0.399557786302643	0.762735532650231	1.43034489657257	1.09028845791512	0.821045446535576	0.950075004238123	2.65750758882687	1.16447058496938	1.50363421086349	1.51436684529117	0.840656745838024	1.80657126376835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.785079468711752	0	0	0	
528	9.1999597744561	1.76129498509823	1.50020714909513	1.22936499114072	0.380860464476471	1.22352232517555	0.99883948573448	1.38850514157137	2.31641797336537	0.465068366933947	2.48510313840183	0.608916126326546	0.910163946563996	2.55776199494149	2.75993764779795	1.01884484952655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100363445794375	0	0	0	0	0	0	0	0	0	0	0	0.194059150427707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.337300654102945	0	0	0	
529	9.19990460331651	1.64579535329398	1.53979679168092	1.12969734137973	0.44406490119456	2.32317079084829	1.11629035446629	1.38857363090455	2.11911540329956	3.08766162709624	1.45815355674945	7.52383146357467	2.23631596673007	1.5618022223084	0.474109763825217	0.779994952622565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
530	9.19994785533158	1.94681215586399	1.84166768146862	1.52835668935746	0.639081410622073	1.19018127110299	1.14527002530763	0.967842213650391	1.47242209860096	1.14128845084253	0.615134856740421	0.769224167483034	1.5515911082142	1.1825298787514	0.475071037970926	1.36471814787419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00869847323617026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
531	9.19991672953402	1.76606168256458	1.2073048089073	1.0266352287524	0.577673888902795	0.803249450431796	1.10386164662529	1.08449920853291	2.13444390679656	1.79099499162925	1.06644461365495	2.27466309723348	1.27992149253099	1.64040480652426	1.46955313119753	1.03826428992316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.641022257704306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
532	9.19999573424994	1.93902800230609	1.63494964665508	1.42994604832585	0.191852712553316	3.44700979448336	1.44083999924902	6.95926354846488	3.06137915033991	2.19832816958103	1.53140343211856	4.39393026175934	2.40789576577781	3.06359325498876	4.48686526071911	2.27811022933551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0517688230795271	0	0	0	0	0.199375237932987	0	0	0	
533	9.19994143472431	1.62401926505131	0.961522378620539	0.747312197897308	0.447222970887602	2.48569068732543	1.39073521404904	3.47174333871788	0.865681629542405	3.34070266338114	3.02332375202923	3.3960421550461	1.52502342426134	1.44638128263868	2.55775928288431	1.55250725190305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
534	9.19991162763933	1.69146306893736	1.47745428297388	0.562849310359298	0.352007729634087	1.50218596068423	0.890469117913542	1.23012508399511	0.349207654205928	1.03038708680477	2.37060971834225	1.44733269471937	0.768472350580874	1.18543266748471	0.768681707263918	0.818270172413245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203862452311678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
535	9.19993352737343	2.05367679308073	1.42926821787222	1.17596001299898	0.237390618658175	0.81105219026784	1.21799101844297	1.0626081784956	0.546030659021301	1.09820842401599	1.99377974490977	0.49858276574414	1.82241992772116	0.714791150401804	1.45356921140035	1.9006588562341	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0942563066384389	0	0	0	0	0	0	0	0	0	0	0.127618705266161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
536	9.19991503432683	1.86077091289823	1.48732716773288	1.03461011936952	0.504907026376849	1.41370736679878	1.29790445768594	1.3063580398093	1.04155618910757	1.46652450924963	1.68153370190678	1.57215984925404	1.16084820335631	2.97436411016886	1.61760485177927	1.37550416625048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
537	9.19998368074232	1.53618444906409	1.43949284528487	0.947645378915905	0.401966042474625	0.420733010817987	1.11699846095875	0.538323191557216	1.59348556160167	2.24065647103724	2.00512349549743	1.5849416263161	1.10365634279058	0.53613128687794	0.987821307589189	1.13634503618587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0165778129660748	0	0	0	0	0	0	0	0	0	0	0	0	0	0.403825549384451	0	0	0	
538	9.19998451874261	1.91935021584238	1.74133177931589	1.24139191633832	0.466475313524152	1.78903782771206	0.909215306844482	0.942604112101347	2.31474066740285	2.93527049196452	2.31122431736491	3.5114138271075	1.48073886093091	2.98953597718619	2.49377853967875	1.40838377252254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0825775084583325	0	0	0	0	0	0	0	0	0	0	0.05086876040138	0	0	0	0	0.158617699391725	
539	9.19990579314265	1.68554135564364	1.2317926996716	1.09375515170677	0.626016038885404	4.35975041209737	1.14570306504349	4.20532936630854	2.31404981933557	2.09612387669022	2.49853495758718	1.5059136649651	1.43860444295661	3.38948342491943	1.73072100229451	1.3919543867191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.671051587357738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104642333751599	0	0	0	0	0	0	0	0	0	0	0	0	
540	9.199924470603	1.94958555826326	1.66863543541771	1.13845696031767	0.0510360879736503	0.695080886885614	0.860445743163922	1.81353934156688	1.73385190343906	1.68140067462437	1.92328068265495	1.33162573839965	3.03577369958599	2.31510659477637	2.16973969823704	1.29545471742355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5142271553092	0	0	0	0	0	
541	9.19996140481595	1.77780259870915	1.70060278449428	0.809176047133498	0.162449004760913	1.0374674349733	1.28100838464517	0.701925662396662	1.61190304804729	0.830298055444563	2.27567178158221	0.638735679582306	2.35052542005338	0.714293099410207	1.0900467496245	1.46597590477979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
542	9.19994738954471	1.77174339076868	1.56321263274926	1.24458629729024	0.70814162351121	0.982449281519607	1.05820622993054	0.733962810481415	1.11428438611272	0.77391031182021	1.40852680585723	0.335666777754776	1.24505645217297	1.01964013230445	0.820201267743086	1.58320057200902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
543	9.1999431535927	1.6323908834069	1.14200266488159	1.062173816105	0.739634635053762	1.37058697104217	1.01820295564984	3.19088444113787	1.39302679114681	1.38776900999729	1.81978120769396	0.890746640394032	0.88460934180789	0.459540876957689	0.570217712858986	1.3037197709252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
