sample	height&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_gra:neo_mar	height&neo_bri:neo_oli:neo_pul	height&neo_oli:neo_pul	Ne&met_zeb	Ne&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	Ne&neo_gra:neo_mar	Ne&neo_mar	Ne&neo_gra	Ne&neo_bri:neo_oli:neo_pul	Ne&neo_bri	Ne&neo_oli:neo_pul	Ne&neo_oli	Ne&neo_pul	Ne&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri	mig&met_zeb&neo_gra	mig&met_zeb&neo_mar	mig&met_zeb&neo_oli	mig&met_zeb&neo_pul	mig&met_zeb&neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_oli:neo_pul	mig&met_zeb&neo_gra:neo_mar	mig&met_zeb&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_gra:neo_mar&met_zeb	mig&neo_gra:neo_mar&neo_bri:neo_oli:neo_pul	mig&neo_mar&met_zeb	mig&neo_mar&neo_bri	mig&neo_mar&neo_gra	mig&neo_mar&neo_oli	mig&neo_mar&neo_pul	mig&neo_mar&neo_oli:neo_pul	mig&neo_mar&neo_bri:neo_oli:neo_pul	mig&neo_gra&met_zeb	mig&neo_gra&neo_bri	mig&neo_gra&neo_mar	mig&neo_gra&neo_oli	mig&neo_gra&neo_pul	mig&neo_gra&neo_oli:neo_pul	mig&neo_gra&neo_bri:neo_oli:neo_pul	mig&neo_bri:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_oli:neo_pul&neo_gra	mig&neo_bri:neo_oli:neo_pul&neo_mar	mig&neo_bri:neo_oli:neo_pul&neo_gra:neo_mar	mig&neo_bri&met_zeb	mig&neo_bri&neo_gra	mig&neo_bri&neo_mar	mig&neo_bri&neo_oli	mig&neo_bri&neo_pul	mig&neo_bri&neo_oli:neo_pul	mig&neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&neo_bri	mig&neo_oli:neo_pul&neo_gra	mig&neo_oli:neo_pul&neo_mar	mig&neo_oli&met_zeb	mig&neo_oli&neo_bri	mig&neo_oli&neo_gra	mig&neo_oli&neo_mar	mig&neo_oli&neo_pul	mig&neo_pul&met_zeb	mig&neo_pul&neo_bri	mig&neo_pul&neo_gra	mig&neo_pul&neo_mar	mig&neo_pul&neo_oli	
1799	9.19999715237662	1.91466525437669	1.60646754925834	1.10251627195976	0.72120151433332	1.24667408102419	0.963784476533249	0.921798052781664	0.550839314442687	0.924246478526246	1.73056248747359	1.30155401814071	0.798865186135948	1.89494254027245	4.14838426581167	1.15833463038297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0944595507144892	0	0	0	0	0	0	
1800	9.1999076737532	1.60897190117775	1.42213115828959	1.39011067471203	0.736386133537318	0.812823705426487	1.14653982922024	0.591834380686932	0.674678891045436	0.261891018377086	0.639190879522804	1.03617566390519	1.01637406614094	0.237779194140153	0.683910092431885	0.671534516621304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0363649674002195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1801	9.19994268560472	1.85882478138056	1.69917150985893	1.37206486116455	0.800501272633465	0.652611102827516	0.961488409820713	0.874030195282115	0.574574100191178	1.57972537053298	1.22965965936512	0.703409610540969	1.55858238872931	2.40461346590209	0.585537059287604	1.56492142103145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128239668741568	0	0	0	0	0	0	0	0	0	0	0	0	0.179179785672969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0340527294952541	0	0	
1802	9.19995382459414	1.47161023279999	1.32269823269987	1.07318059691449	0.662236189362966	0.492775187563132	1.07359122906107	1.94315990706177	3.58134640217151	0.94838382218827	1.6414532183284	2.94526946879827	0.538939601314536	1.41524894204457	0.454151357035605	1.54865404187779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1803	9.1999200852492	1.52674281792296	1.38443039201426	1.10788105299947	0.611545737675147	0.748247549951992	1.34635855680893	0.925375274707106	1.08313394688562	0.50342695690332	1.3147804781251	2.65592002152119	1.05722825588822	1.85697871454279	2.20642386821071	1.63625453939358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01422614147704	0	0	0	0	0	0.137681663077226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1804	9.19992836463411	1.92224841583043	1.75755243884558	1.22874310703365	0.199620563200802	2.58891069190118	1.33201199186574	2.56402641374856	3.47293620420464	2.88819262923607	1.38468193946714	5.23531231215777	3.70536673005246	3.36506566225083	1.15277045440085	2.08208418916505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1805	9.19998780791259	1.84172497078674	1.7309637181811	1.19475109074911	0.564334068692764	1.08059350418643	1.28704470277385	0.977329308618141	1.79243347101638	3.33341188622722	1.78680679025229	1.15121207145671	1.28040677438459	0.731788673354319	0.717241641196616	1.68825717456804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1806	9.19992091073314	1.84361416112105	1.66157539941947	1.3997979652834	0.131805866282211	1.11837393751366	1.48575627984826	2.04874102604157	2.55724469393321	3.27110425150285	1.00543808571554	1.51915589301165	2.538261894574	0.598739194489932	2.80011938615398	1.60834022128189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1807	9.19997255262836	2.1228977084901	1.83650986543325	1.18900167497517	0.280732306621199	2.31344392148177	1.11288152755319	2.07630416916381	0.716243402420976	1.5792402049097	3.42931389479299	0.397416225553209	1.70720815871172	1.30395154739163	1.64031741458304	2.03800182821535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1808	9.19997467945924	1.79340589201343	1.33918330639826	1.21937437447612	0.606194973427129	1.49125611839547	1.44025545205657	1.53791834306149	2.67716313291985	0.707736480602492	1.76467971885994	1.00397285058111	1.34556705860302	1.87839870292679	0.716570685142696	1.62198869394523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0632093647177907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1809	9.19993735501612	1.80310164391001	1.44118661996201	1.07857284611498	0.315795223259147	4.27027977458752	1.38565053260673	2.57474711145846	2.87510125320587	4.00276811106335	2.19233227255874	0.874331275824394	1.94244245999418	1.69463268859715	1.83936528049623	2.08452419404535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1810	9.19994195691298	1.60362842276931	1.58899761247222	1.0261319841654	0.57889535766142	1.6484619230897	1.05839665638817	1.26497261973775	3.35191257095174	1.78399940951545	1.16211888554354	1.38303525976023	0.903882571095557	0.905107734823867	1.35203280837239	0.798352009159949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0385889516848647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1811	9.1999305649446	1.81003562456214	1.58105875246506	1.2425730246586	0.700944487026592	1.23919069331649	0.954256583561941	0.970966069974635	0.276569375396855	0.836201690591028	0.682657329051533	0.433882851165543	0.807028192297232	0.530412890917119	0.764223709010845	1.07070323783841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.798137096479509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1812	9.1999549463007	1.73130036385904	1.48737733970794	0.915008074374698	0.356289510075674	1.46449092484475	1.04289556718239	2.50083784190598	3.31351062716085	1.52705168104738	1.90124047257377	1.25842798240363	1.28370868092297	2.78578244628836	2.48334433118036	1.72840013384144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1813	9.19999815834303	1.66822603018593	1.30243669477789	0.904245162752479	0.423196034121359	2.13569600025685	1.13891544134597	3.93126902973022	1.95739699492952	2.93545743105121	3.46668186287109	2.04214386629397	1.4504127716824	1.83355309934434	1.59966903874686	1.42158331701139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0618196015044236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0502407478231747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1814	9.19997356324156	2.00846333261448	1.66877203304612	1.10009114827559	0.4315337260302	1.71970836457882	1.12418913738485	1.49833570302235	1.39489898851448	1.23188226564269	2.14471678987919	1.58765120676716	1.92870607013655	4.56011324283956	2.3022970898768	1.70646969357818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120784560562432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1815	9.19997604970446	1.55947737501803	1.40889428728832	1.21937616315431	0.588331777812028	1.69348544598257	1.25008831549183	3.07426268162752	0.919090891140744	1.50391879219298	1.64227150848067	2.53955024688365	3.02553377569487	1.3270055879079	1.44298346966998	1.81673307483081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1816	9.19995590436282	1.86145761405848	1.5878305829927	1.16917887323653	0.597203317870592	1.34655392988682	0.854138922698067	1.13503869115437	0.657189679720042	1.33415311110773	0.876529911877963	0.979193878529567	0.903927642144285	0.529661831951128	0.622259340105957	0.915869699906429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145766482364367	0	0	0	0	0	0	0	0	0	0	
1817	9.19991360545841	1.94979325333783	1.88458389784978	1.43569058984257	0.840761714150042	2.34375904752075	1.0434967604473	1.52020342089026	1.01303103388323	2.01284029892923	1.5668500944144	0.875227635239615	1.22911331787623	2.19947830543269	1.24626788107361	1.40582081528618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0520075523145003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1818	9.19999305831443	1.91949301997839	1.7182598921084	0.898161326875861	0.439292265508339	1.41489247565954	1.07710380359786	4.37225480378816	1.00763404512167	3.25588837526672	2.10418585036159	3.26331128564866	1.36578512400624	4.39721494835715	2.43170416907185	1.64616356132629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1819	9.19998331362964	1.704125379484	1.65752168760426	1.1343666769487	0.138387330411132	1.78494514539798	0.871392362100241	1.27089889853369	1.31279001740514	1.24891827183307	2.52480633245634	1.12971274146402	1.69658248264372	0.564737017628289	7.13909367039615	1.1559142871766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1820	9.19993397145226	1.69401949833501	0.913613353221578	0.870866984957612	0.65569682588501	2.17395008297341	1.16506153203316	4.76642812910332	1.582898680512	1.66256654101817	2.02318285501333	3.44718905390959	1.49031995489639	1.84893854022791	2.52642898872211	1.06822672546925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1821	9.19996862267914	1.74076493800375	1.35106876497969	1.04265026538777	0.132493721254779	4.75103420347834	1.26737981495601	1.57320289253917	0.897367809430881	2.18926025568296	1.65794811488468	2.89161875583352	0.992844081960139	1.21400350733643	3.48122195197213	0.878042452462723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.858590579594066	0	0	1.26738436373601	0	0	0	
1822	9.19990362806804	2.28595172638292	2.05700399631293	1.24390455378618	0.301731140100454	1.19771122891495	0.967812232171608	1.29968392826976	2.18287738289955	1.47707974479106	2.35069338380112	0.849400005195062	1.76249660153148	1.87371665482291	2.15031671607965	2.20844624863482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00197182414659514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1823	9.19995867186447	2.02288258283682	1.46505134920426	1.438062734674	0.735405005262361	0.50386221753756	0.937793742247732	3.44552211600357	0.813637686641263	0.465872960395329	1.58783909286497	1.39316892012085	0.899813494114431	1.00598644106316	3.25786657589253	0.878417451687713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1824	9.19992036475354	2.11191952374359	1.68654826310906	1.30308855108291	0.637678198003325	1.72640985906936	1.11777975543493	2.45446637696386	2.80773213947979	1.88126871519443	1.84125743571369	4.59469728090441	1.49302641899032	1.60099866266123	1.23720794694931	2.45268200184015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1825	9.19990418516303	1.75166941185617	1.51637919696555	1.27917800223854	0.960485211166209	2.40954305405635	0.907661309902694	1.93781615232072	0.795021813521047	2.14072544658702	0.995049639747386	1.12953775348453	0.839906163264414	1.843764722836	3.90039306606631	1.62718757798642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1826	9.19993530824324	1.71508026544966	1.20587184695178	0.980816137287983	0.121508159491753	3.85278911311966	1.01728953680535	2.24687715869662	2.91643267737617	2.45827446419731	1.85553651074473	4.59752618901213	3.70900454531078	3.55192259863821	2.64018936995141	1.25145865178474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1827	9.19993460847127	2.04963469711069	1.50309603439298	1.16062508456061	0.0692943709868444	2.57878634449219	1.10401167030386	1.36003142799271	1.87350305293589	2.659682530356	1.64576147785624	1.21781678574913	2.8004865106662	2.56071408335932	0.874970693850253	1.78057647306808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1828	9.19995942732614	2.02544149638105	1.91458025560725	1.26204483607643	0.36460058865267	1.36344002444546	1.39835324749331	1.58345007787607	1.62177645027217	0.885126829432432	1.63714885011484	1.76071533487025	3.17453072469393	1.61120006259601	1.22510474456237	2.40396173241115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1829	9.19994484865266	1.88512093177125	1.41154144366177	1.07439139611525	0.534088200433251	0.685630577029452	0.881017527317875	0.825413228367311	0.478268333894147	0.19291270790305	0.739725373635616	1.39173219066242	0.869545437962427	0.93987355929943	1.18698921239529	0.988487885835855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111925090992069	0	0	0	0	0	0	0	0	0	0	0	0.554578283457679	0	0	0	0	0	0	0	0	0	0	0	0.288925832609353	0	0	0	0	0	0	0	0	0	0	
1830	9.19993710383433	1.87920136942874	1.30288924530083	0.727723468597827	0.347133805218267	0.834660715204086	0.868015302770919	2.29809006301774	1.31716400762567	0.894483549902564	1.68453147851887	0.840533913727299	1.84684191860506	1.57979178171266	3.71549647017379	0.565646353824316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.295526354892389	0	0	0	0	0	0	0	0	0	0	0	0.322273625607639	0	0	0	0	0	0	
1831	9.19994584488525	2.00632449005609	1.4107599570423	1.19530186137375	0.630413836018477	1.16504642888918	1.01844797055403	1.29200907408405	0.737923819856037	0.420154965467861	1.85034487352105	0.508558521769591	0.933603972032691	0.741897368160662	1.8793262076063	1.23799899575159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375742865073157	0	0	0	0	0	0	0	0	0	0	0	0.354188151836232	0	0	0	0	0	0	
1832	9.19991389216352	2.14765503208517	1.53583130166349	1.39546334367005	0.564778863553988	1.19795117295827	1.04960027290934	2.10173467442472	1.31386926434932	2.01084125764133	1.98667289763606	1.42758669375977	1.67201465179547	1.31859023777558	1.50645988520682	1.65751139795577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214184700361622	0	0	0	0	0	0	
1833	9.19997036086867	1.76278322858941	1.68779289677248	1.00284079133569	0.0502395570529725	4.36642457924037	1.4144499938772	2.46529721213126	3.55864833109368	3.69541905696092	2.7182091471802	2.15662564302076	3.50490071926081	3.04962387855905	2.20384525342028	2.83557509251857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1834	9.19999766730659	1.71900258155537	1.71885312747319	1.12358840578362	0.592277591234344	1.27576322418875	1.21659549093415	2.31197451060918	1.65982102888879	0.650613435360434	1.64191997330471	0.665800419223464	1.4158302977758	1.07368891109616	1.79707783171774	1.44172266681903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1835	9.19990301308449	1.72908691790364	1.57797039919144	1.264934225703	0.174759135606447	2.81794212704664	1.33069515622672	1.5737016052727	1.03452758376327	2.45136231089396	1.7970478199403	0.799275965829486	2.78401278971272	0.872263611707926	2.76336496921708	1.48900679228947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1836	9.19997605641835	2.18767880505462	1.77206477275598	1.20622445884699	0.642827180878291	1.58938413393614	1.09935078541716	0.936221916570871	1.75265438370996	1.40539605762039	3.4935256423536	1.25702004054119	1.08917602693363	1.93397217375917	1.47478382126318	1.39126493212463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180915003282535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1837	9.19996494793299	1.96508665682824	1.62120689119847	1.12185802628239	0.405996369013898	0.789270025763323	1.33075889655493	1.75118111732959	1.4496373720017	0.73498992584063	2.28806482770015	5.89856212979216	0.816341282066371	3.1228198786479	1.98548707974054	2.2487344561708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270685701215748	0	0	0	0	0	0	
1838	9.19998951357977	1.94841799409546	1.13481644865281	0.569627444792998	0.287261084107359	2.73230327363243	0.955851534074613	1.89333604640215	0.980879340251002	0.55667650604605	2.28893071489429	1.50149825107878	1.12494927594889	1.07396574526659	0.375005247539531	1.38368898709138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174224980395995	0.170184750861872	0	0	0	0	0	0	
1839	9.19998955327384	2.09817988895115	1.32034556099125	1.07691039289036	0.382055972035543	2.37766561144558	1.18911091245675	2.49942015257637	3.17054690776739	2.77027745406882	3.64727142464217	1.43850724479221	1.00337533530567	1.93181802762929	4.80249236799938	2.30113876617444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.335628766088807	0	0	0	0	0	0	
1840	9.19994985515456	1.95331324548178	1.71925809646447	1.48938484254808	0.705986595814517	1.4582724180913	1.10238301736944	1.03090625554404	0.683063092752176	0.884026487628991	0.719934316953381	0.9944603845331	1.11118506778561	0.65580611598533	1.32037713364594	1.7304401018322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1841	9.1999654713974	1.89267188044936	1.42398440056152	0.984339743189229	0.294687442375125	2.93205322331593	0.971197820974825	2.93025560438729	1.31028224845248	1.00054491773532	3.56662316202777	5.06675660204545	1.52027709528554	2.4729276822099	0.774929403065022	2.27764795042424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0286652626961954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1842	9.19999552062941	1.61020312578052	1.25332949232212	1.05204194039192	0.371482783752814	1.09160524682438	1.16891951655578	1.73495865333701	2.25481001045293	2.23142116560426	3.50783955112733	2.19909368824963	1.20337451875991	1.5937773072272	3.29199625879475	1.53976914682239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1843	9.1999575566484	1.62764118439212	1.51219455428746	0.962466797148066	0.465614618767501	0.662427497136296	1.12391251516929	0.785394286653154	1.13139728768442	1.2311043195599	3.14333237858759	0.630458392988286	1.4490963257788	0.678699775862658	0.756045356099437	1.03071044057238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261257823298872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1844	9.19996363259832	1.66555975945998	1.38598157472383	1.21823841797635	0.857019234732811	0.561846725111513	0.965908447911992	1.65906192732203	1.18355703397697	1.04000251652351	1.08163472437062	1.54916850833711	0.732263626168048	0.910740113369942	1.18515710859396	0.841186279023591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0235411456727256	0	0	0	0	0	0	0	0	0	0	0	
1845	9.19999803767345	1.81269219758903	1.50452232864663	0.722364461132387	0.0910622185849641	1.92350009970211	1.11092716865052	4.09018583061559	2.64226987594267	3.26528123783031	3.12843845256011	1.91931898785019	1.4763125635219	1.99796609682218	1.43423706401077	1.71819272034394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1846	9.19993456143598	2.0770619616579	1.95019495310637	1.24977160090035	0.25458785450308	1.14676415646725	1.26489349865672	1.98314374955019	0.932495024349452	0.429008345681337	2.1361945593487	4.16050334814958	1.36657187671404	2.53983285750357	1.87160664973923	2.09031577355322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.365018483927972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1847	9.19994038290618	2.09479717419683	1.86419379502607	1.13242110935779	0.109730218186776	3.14907387487972	1.30701080406031	2.71641382111225	2.23789938136689	1.26197847948469	2.26401134610042	3.18873816650095	2.15163382046394	3.04011917136595	2.31080331003601	2.55033622481165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1848	9.19999223506048	2.10330735260612	1.73135344220505	0.753351678132153	0.448861836874299	2.12514017673552	1.48155521850437	3.60273209477695	1.91253414682979	1.16250926804658	4.93639924638268	0.893415419009723	0.540161451134629	1.48367137246543	1.13127083797876	2.02235281214569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.324309987031806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1849	9.19995942027559	2.07709569052897	2.07602738542704	1.25516948194475	0.346871240227371	1.19199069640887	1.34256331219245	4.69917194030697	3.26345896512815	4.77023127495729	2.19776214567014	1.88245377253277	2.67595304970562	2.09213067459693	2.74279432435027	3.05986532428487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1850	9.19998178315566	1.7994746815755	1.7866561190927	1.63900925953666	0.32916869943289	0.483333808785835	1.23298735578708	1.55830382769739	2.58369454108774	1.51541862650281	0.908189229426324	1.25616315366174	2.58844229913087	1.06395478387629	1.37778960203237	1.40491365463224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0552697738124114	0	0	0	0	0	0	0	0	0	0	0	0.31510691854362	0	0	0	
1851	9.19996579397857	1.80620536831461	1.7293161328837	1.13767741403786	0.351565721489759	1.6048634446112	1.08725224938962	1.97338166368133	3.8533437299743	1.99220023048115	2.69608731929916	2.00068870160202	2.01354769030103	1.44628530705736	2.10653707375503	1.77629032509224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
