sample	height&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_gra:neo_mar	height&neo_bri:neo_oli:neo_pul	height&neo_oli:neo_pul	Ne&met_zeb	Ne&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	Ne&neo_gra:neo_mar	Ne&neo_gra	Ne&neo_mar	Ne&neo_bri:neo_oli:neo_pul	Ne&neo_bri	Ne&neo_oli:neo_pul	Ne&neo_oli	Ne&neo_pul	Ne&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri	mig&met_zeb&neo_gra	mig&met_zeb&neo_mar	mig&met_zeb&neo_oli	mig&met_zeb&neo_pul	mig&met_zeb&neo_gra:neo_mar	mig&met_zeb&neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_gra:neo_mar&met_zeb	mig&neo_gra:neo_mar&neo_bri	mig&neo_gra:neo_mar&neo_oli	mig&neo_gra:neo_mar&neo_pul	mig&neo_gra:neo_mar&neo_oli:neo_pul	mig&neo_gra:neo_mar&neo_bri:neo_oli:neo_pul	mig&neo_gra&met_zeb	mig&neo_gra&neo_bri	mig&neo_gra&neo_mar	mig&neo_gra&neo_oli	mig&neo_gra&neo_pul	mig&neo_mar&met_zeb	mig&neo_mar&neo_bri	mig&neo_mar&neo_gra	mig&neo_mar&neo_oli	mig&neo_mar&neo_pul	mig&neo_bri:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_oli:neo_pul&neo_gra:neo_mar	mig&neo_bri&met_zeb	mig&neo_bri&neo_gra	mig&neo_bri&neo_mar	mig&neo_bri&neo_oli	mig&neo_bri&neo_pul	mig&neo_bri&neo_gra:neo_mar	mig&neo_bri&neo_oli:neo_pul	mig&neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&neo_bri	mig&neo_oli:neo_pul&neo_gra:neo_mar	mig&neo_oli&met_zeb	mig&neo_oli&neo_bri	mig&neo_oli&neo_gra	mig&neo_oli&neo_mar	mig&neo_oli&neo_pul	mig&neo_oli&neo_gra:neo_mar	mig&neo_pul&met_zeb	mig&neo_pul&neo_bri	mig&neo_pul&neo_gra	mig&neo_pul&neo_mar	mig&neo_pul&neo_oli	mig&neo_pul&neo_gra:neo_mar	
31	9.19995490089918	1.93711261808395	0.320739871350894	1.21525238639512	0.321402510025709	3.36944522328125	1.29110731437445	8.55224797305274	3.79355048553337	3.30697574274066	3.99715924085973	1.32772165510981	1.42255165364993	2.14474715067342	3.49736915208366	2.37428291369519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32	9.19990138141516	1.88205151449363	0.494905283320938	1.04698264716533	0.672374204944996	0.817040502795805	1.00854758343673	3.56193153980158	2.4078471454322	1.37052962803443	1.28590496453191	1.54970364708554	0.980449637372073	1.28271126932822	1.83375400283133	1.52053135874371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0634306464157302	0	0	0	0	0	0	0	0	
33	9.19996051810978	1.67004305392808	0.641216776865073	1.1561791868156	0.696745878784002	2.08081613843772	1.14788974228485	3.43960438074528	1.55742747616514	1.61547052501774	1.56885460554233	1.94485525645973	1.36884476775896	0.664333309311166	1.27183616147758	0.894897291951379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0729876206504693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34	9.19996990936454	1.83133480400094	0.447920347772719	1.21069020043662	0.541774357226768	1.84607035098549	0.942047364621053	3.03396983497515	1.45999531600369	0.925960181674519	1.83360654933124	1.29901057904073	1.80127215595837	2.20649420745518	0.665206918171381	1.04577023020857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41984342577225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149709569956966	0	0	0	0	
35	9.19991625294778	2.05582147345141	0.462631035096736	1.30060483058922	0.722666775793045	2.39982299900278	0.851243103018874	3.66392057316818	1.67494972369904	4.00463828957721	1.33550708421978	2.25108119578261	0.989594646455454	1.93651628940857	0.599616040385318	1.42539585369159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241148221413081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.331057857505141	0	0	0	0	0	0	0	0	0	0	0	0	0	
36	9.19991487058451	1.93133104585705	0.6304539393813	1.02561415873939	0.699252351793563	0.790305599298213	1.07454071124598	4.5928555492902	0.725595799906553	0.308967628853479	1.78947496424122	2.32104952984519	0.636982053077787	0.955140129108846	1.68814718319978	1.31449302457711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.402852390698272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	9.19995509454706	2.00246998455893	0.591340706053613	1.27593569367029	0.672914241309107	1.29961886357168	1.22421728829429	4.21626095069813	1.70833115657806	1.77640925708687	1.23468633989211	1.63780926436067	2.02217476115467	3.00699940579669	1.10848137716712	2.23215280109394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234041758589055	0	0	0	0	0	0	0	0	
38	9.19993709626523	2.16954782724112	0.230044188998479	1.23701487230368	0.387082908957437	1.35443371537887	1.04243722550557	5.23193509842341	1.48712647034604	4.4129137183237	2.06724235794345	0.836459912494025	1.47145960690766	1.55755796660828	2.92161943896135	1.67243001491885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0955472542050406	0	0	0	
39	9.19997672854797	2.37909397204939	0.650613355302465	1.153321756371	0.726496939433454	2.75879054853624	1.23979002594637	18.7273745438117	2.85345963458935	2.10081127122962	2.96208429793643	3.73444696996664	2.32981389776787	2.96470958002338	4.50344125604401	2.65512797113804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40	9.19991774006595	1.89559436745512	1.3099897332137	1.75051520862176	1.33855302661922	0.51009316352644	1.00544037511952	2.24852831501427	0.766362097271994	0.786378291630879	0.60229835838198	0.305472263634818	0.421643811651204	2.04655932651692	0.473510188094309	1.06170745260603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103915392369843	0	0	0	0	
41	9.19992348928901	2.31209425890524	0.634097350069597	1.27109703483734	0.853028499929606	1.65616403063109	1.19833751118709	3.75628108848869	1.3676485427317	1.21692162973618	2.14004618479126	1.34622705576377	1.13620174354103	2.59013228205785	3.9807818428187	1.73504287959012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30343039888594	0	0	0	0	0	0	0	0	0	0.542091395791739	0	0	0	0	0	0	
42	9.1999513146005	1.92955214802523	0.449793495131711	1.08883631530011	0.477710297699341	5.47497121548184	1.53556294940145	10.6257035920302	2.55485983730765	2.90585030638459	1.45163166840991	4.48184488395162	6.29164088101618	4.35846921452057	2.7913102973144	2.82713174141879	0	0	0	0	0	0	0	0	0	0	0	0	0.456816434184034	5.64035524282304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43	9.19998553344921	2.42358289072764	0.0193816726786719	1.31787280871708	0.475125531960948	2.77470590918952	1.13929899876025	7.88576219812234	1.13621696055755	1.09048007652031	2.33400942801875	2.93899745784762	1.58868818102625	1.45691303947586	2.81298494238221	2.75466087331491	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214074804740096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44	9.19999177454805	2.47945619240212	0.179216430664222	0.865777548450846	0.652597772046433	1.14389594394486	1.08357301801504	3.9037757336914	2.75623625489506	1.46004194394419	1.68338166722757	2.80226013724259	0.709055137731781	2.90743090435886	1.69289602472701	1.72722495654412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.746104490519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45	9.19997538108971	2.40173421219852	0.276572429510258	1.22429334537198	0.591777249208838	1.42708934470868	1.04246703902091	3.21488232919087	1.5025152471603	1.19217105221093	1.3618577193586	1.09024588969535	1.5205302096915	1.58127311716376	1.06059365908918	1.5714815146042	0	0	0	0	0	0	0	0	0	0	0	0.195974558703615	0.56001191991462	0	0	0	0	0	0	0	0.151223438942015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46	9.19999050224554	2.37493090999171	0.599093582109517	1.34975286436864	0.928793200914864	0.761871323988973	1.15668507345516	3.69233201143731	0.918230915093631	3.50157902920201	1.54203698042695	2.09830039186942	0.862958566305819	1.50833909028589	2.19354500745058	1.64287991008076	0	0	0	0	0	0	0	0	0	0	0	0.235789161917289	0	0	0.495553134262258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47	9.19995614169864	1.95193940395578	0.547233979689318	1.22770720561841	0.646006667958012	3.98307101109646	1.03528131616628	4.50836867836304	1.33985826433903	2.1496780393524	2.23680581502513	2.15659808885981	2.09087640726709	1.78124400920048	0.82861509962327	1.74395948592953	0	0	0	0	0	0	0	0	0	0	0	0	0.408990161763629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0428445301840313	0	0	0	0	0	0	0	
48	9.19999527696572	1.83575613980867	0.604000565016717	1.25772228327409	0.954349813003289	1.28137761353912	1.05342769111951	3.11379250974012	1.75537452076994	0.849256716765568	1.98822850929332	0.574615745550476	0.385993727285667	0.858272078659968	0.513183472496988	0.773619802998754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141239134296858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187934601124744	0	0	0	0.128230064044806	0	0	0	0	
49	9.1999795791518	2.32613821450855	0.729294120776184	1.16886947849346	0.767292927901816	0.795125337637906	0.854805592650182	3.57914708683778	1.81935135008802	0.423164029359811	1.22981288729664	1.13873599397799	0.54441021204024	2.57372338657959	0.769188445497457	1.39876009601488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.635476941899056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
50	9.19991606007246	2.03114348418179	0.654297607777017	1.10237689586853	0.918042091587142	0.412584579440803	0.794395512864776	1.95861117549256	0.889495347764684	0.801460329346629	1.27980478894973	0.465017651492513	0.761834304897883	0.84113635041114	0.814266517477988	1.4200323646645	0	0	0	0	0	0	0	0	0	0	0	0.427514670595224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51	9.19993799549376	2.02517647029992	0.545958340666571	1.17514638273191	0.57039651298807	1.66748690793771	1.05268626007872	6.58327518396104	1.3090981719189	0.872981940716325	1.3193695322547	0.500309580655044	1.24768330877186	0.861423305608366	2.61075357460758	1.6204936715046	0	0	0	0	0	0	0	0	0	0	0	0.192025459820594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52	9.1999974077306	2.32454806553225	0.10869965308117	0.902220239826012	0.668253207242865	1.15787284479435	1.21413402670413	5.48655856106704	1.71885405180671	1.66387257980448	3.26929471690989	4.29046743148236	0.714901876878876	2.9994193557596	2.46065484044427	2.54616258239721	0	0	0	0	0	0	0	0	0	0	0	0.0434136367772668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
53	9.19995934859776	2.56719232346458	0.371878967025789	1.73187907317102	0.619839656350387	1.65782241032424	0.84827416344972	4.17671760609933	2.89885175371833	1.81950931374308	2.71076430735234	0.569435163409402	1.05476973478793	2.2742260812439	2.1001406439352	1.42780030575518	0	0	0	0	0	0	0	0	0	0	0	0.141844160051881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0715664345637989	0	0	0	0	0	0	0	0.58531504001371	0	0	0	0	
54	9.19990164989246	2.34319603707712	0.604046543183392	1.24914542264586	0.628229274003945	1.71742917725315	0.927889860084846	3.61173630206681	3.17345444812578	1.73617779792226	1.37907393045953	0.776912895467638	0.862170396117644	0.530168951847772	2.35726269714686	1.92695744952172	0	0	0	0	0	0	0	0	0	0	0	0.506493860726183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294704250035975	0	0	0	0	
55	9.19992833667411	2.17491682468291	0.33895017831715	1.36284285902497	0.609619993742942	3.24173535550622	1.10093066049519	4.11244964029932	3.06101320276265	3.19170454743765	1.50266605268992	1.32666439882201	0.947253342980129	1.24998405579193	1.02347141778785	1.79971968050577	0	0	0	0	0	0	0	0	0	0	0	0.131097330370501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0298577402837183	0	0	0	0	
56	9.1999918148641	1.79115390590584	0.127525664990302	1.04224925015544	0.81447006904338	4.15776602588699	0.952350799579329	6.66305947349672	1.57615187966233	2.69292243990718	2.17286015217141	3.03247894289768	0.607752179076365	4.29027844598773	3.2080279259526	2.09069257460027	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000724242868120924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
57	9.19995238308759	2.42826989738493	0.688725438953581	1.25552162873882	0.697403894585801	2.24447056475841	0.965557763947721	3.81163095300202	2.17299475252911	0.74794585074861	1.88334707416034	1.31562693207383	1.26994089804215	2.58021388597943	1.35653784481034	2.78621372937494	0	0	0	0	0	0	0	0	0	0	0	0.393149825452239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230765034080492	0	0	0	0	0	0	0	0	0	0	0	0	0	
58	9.19991094361542	1.6712807075159	0.480918568526425	0.986613158481807	0.580313535425839	1.82930238219529	1.19618337653474	4.84215215572196	2.57546746121162	2.12768138064451	1.28036273481937	2.51946285407688	1.00816610700725	1.51836065518716	1.07973789323551	1.64098260492187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
59	9.19998106799172	1.70500324003622	0.622875633271997	1.22616795208447	0.718553421644705	0.432406536291434	0.983409112633964	2.30987068532633	1.31626525338546	0.545646017293719	0.776928429454082	0.484140050608906	1.16308153661465	0.308071838371009	0.421724824963559	1.1242991892519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130760295777391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
60	9.19990766450836	1.69710383383232	0.505813436991465	1.2069697696715	0.806167604357491	0.465646795629964	1.05711942832421	3.27301240803033	0.986188000749982	0.32390040709965	1.16838858477746	0.681668237727615	0.913108398891671	1.54672335322099	0.733605609423633	0.864871877662406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
61	9.19993381921526	1.71350236413326	0.272509407444532	1.14172839011164	0.696794104881142	4.42768495852584	1.19971791629698	5.9541477241767	2.30400700082622	1.44333401669325	1.7496415360514	1.7586840620772	0.938150636854713	1.70823942259625	1.22846912492307	1.39244308582392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62	9.19996666208099	1.72261414805441	0.464831480714745	1.33260100977589	0.553506037201573	2.40154419829486	1.38183055681463	3.84951596403002	1.60334046844032	1.66267588046875	1.66281659219718	0.480003962361954	1.57406200324608	1.51275951443417	2.53281113122604	2.23597993988897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63	9.19990767148693	2.14970133872967	0.679663184312013	1.2825753790529	0.90903388656155	1.33215937425627	0.990971697445909	2.07781850069092	0.977416400615186	0.825673567752823	1.37610280413874	1.21664468757319	2.64885655682489	1.02728593878893	0.92207631745515	1.93272560667033	0	0	0	0	0	0	0	0	0	0	0	0	0	0.664730584310015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00843870306849054	0	0	0	0	0	0	0	0	0	
64	9.19993712998687	2.09889117339621	0.820423486611284	1.26835810076555	0.952420398917024	1.84105180926365	0.889162183708677	2.91012171181675	2.51133290642792	2.35803747898974	1.52154920890431	1.46015290004285	2.83672946944977	2.1675146970595	2.34074682041537	1.31906202354331	0	0	0	0	0	0	0	0	0	0	0	0	0.14093072540601	1.09384846884532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
65	9.19991922387791	2.1901727687178	1.08180679080798	1.50015998908115	1.15948790370253	1.46709052791765	1.27929710758871	5.96412330070606	1.76439194304063	1.22246279334392	2.08864348128592	0.68360667931473	0.694081746994053	0.80216431826029	3.31160798953744	1.78656103928285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
66	9.19993145327978	1.90792655081349	0.41759877815266	0.981440032610531	0.549920842050655	1.42408468637228	1.28763293560798	4.23391165021657	1.60354203805723	0.625678507168594	2.85126180265456	0.936265273144468	0.961080020817297	0.761047024324608	1.25028817641619	1.42414375388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
67	9.1999185660055	2.00050433958573	0.785606479485017	1.65207602372871	0.798063774010574	0.617404922159585	0.855492640611725	3.81292914250245	0.74214874166571	0.92995462192029	0.632755880678777	1.10853672109024	0.912778274564809	0.578398629152049	0.376802151191102	0.937743572238434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0775183266848467	0	0	0	0	0	0	0	0	0	0	0.153429615090968	0	0	0	0	0	0	0	0	0	0	0.318254222355192	0	0.433834333143883	0	0	0	0	0	0	
68	9.19997261856287	1.68425285151242	0.569652522697293	0.875245207784645	0.675479119414206	0.885326283052728	0.945857071711263	3.57740704089263	1.4041306755638	1.18656042720255	1.66692456901542	1.84054905550412	0.989047878007691	2.73317027611903	0.565510328819138	0.741128078705223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.256552429296009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
69	9.19997473236416	1.91783566467307	0.149361543847299	1.26835331775387	0.362572892288277	1.52994344088348	1.06039925630034	20.0513061214506	0.977214334338731	1.03796529678162	1.88532324797086	3.4058205514198	3.94346840334327	1.89913280887305	1.24846479196538	2.12848044474554	0	0	0	0	0	0	0	0	0	0	0	0.0854117471569199	0	0	0	0	0	0	0.062844159708084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
70	9.19996667600888	2.30783431979782	0.739316543414848	1.34535723999249	0.974811262879319	2.41778506628082	1.08208510373372	5.64234880097922	1.00254264201241	4.64310789549718	1.73466705517643	2.10984106836154	0.824426757564022	1.66841000859425	2.01600909131211	2.50511620531477	0	0	0	0	0	0	0	0	0	0	0	0.128162736545009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
71	9.19991844227722	2.29861956680665	0.432889513966627	0.961729458021596	0.65376512467952	1.40134401493381	0.809242563694352	4.42531126248343	2.3431692549778	2.59888342410362	1.45158564437133	1.90265913177368	0.832233828570795	0.795559761414445	0.583799120441566	1.22347235765432	0	0	0	0	0	0	0	0	0	0	0	0.300826808954205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
72	9.19998997163756	2.43076556951821	0.624886798257878	1.06881196482025	0.648669045837933	1.68301908990675	0.883561420000636	4.77827727254389	1.04985509211995	0.648090253969059	2.38144559954738	1.92799770251956	0.882418321604045	1.22075304630821	0.690760993176063	1.75971382814105	0	0	0	0	0	0	0	0	0	0	0	0.548014880323628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
73	9.19990850921279	2.55207369098899	0.428137338004729	1.08784885298252	0.741607807515313	11.8374624511079	1.20217987654901	3.22156763305542	1.03927231153821	3.80478706718308	2.15003648743699	1.08530336079751	1.40480175783108	1.94158451963326	1.94253122249549	2.40582395572237	0	0	0	0	0	0	0	0	0	0	0	0.539730373329801	0	0	0	0.00348298859069542	0	0	0	0	0.00860707946878834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
74	9.19990828029824	2.32708070851814	0.497214412664912	0.978504031973311	0.832833219972884	0.646857736584372	0.844922609084478	2.67155070466582	0.911212395074687	1.58237245510944	2.15015867731301	0.706888284974014	0.368799778708457	3.85947738070842	2.08269177544501	1.1329835083852	0	0	0	0	0	0	0	0	0	0	0	0.796328769362739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
75	9.19994144941501	2.34475297734539	0.624317465633466	1.11278672611291	0.646299042255238	0.940748788531156	1.06006020530809	3.15950603946994	1.88418503050811	1.65158613176287	1.4511991059134	0.636855420737251	1.4805046055922	2.7908494998593	1.386844938215	1.54463687231047	0	0	0	0	0	0	0	0	0	0	0	0.273638796511057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76	9.19996660044551	2.85383900295303	0.738793668268406	1.2686452994155	0.742418933946949	1.74105296120073	1.00151454218168	2.40030083729294	0.82962903616637	0.79318365991987	1.72367830508836	0.976973976697793	1.35847299598239	1.35963379461701	1.70657388117026	1.83120690543282	0	0	0	0	0	0	0	0	0	0	0	0.885094883583117	0	0	0	0.0050617790730442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
77	9.19991909774889	2.49319315455094	0.657757056694013	1.50700263911646	0.707161834485416	1.75245110255996	1.2418865377457	4.02416179713498	1.81494400402825	1.37632557189146	1.93469722585531	2.82978675130276	2.09140438422193	3.25890144672781	3.29355591298042	2.67949590697046	0	0	0	0	0	0	0	0	0	0	0	0.171989715113153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
78	9.19990200980417	2.44938543629678	0.329119661915223	0.835940334508955	0.396668253845206	1.22690814321923	0.714288125684678	3.08146443539915	1.14962348202554	1.12664613064703	2.18889839457722	0.950286725094578	1.0113463454242	1.00617652780617	0.84767286154989	0.870723084274068	0	0	0	0	0	0	0	0	0	0	0	0.77605027580025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.397150658886993	0	0	0	0	0	0	0	0	0	0	0	0	0	
79	9.19997823329359	2.04062333075074	0.214182021241934	0.632077987840308	0.61639854254041	3.0505034211021	0.906429241551138	4.93288158694307	3.71800289694017	1.04565533646938	2.81779730244529	1.45190751722042	2.63331698916925	2.1555605202924	3.42357381164384	1.79326383866687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
80	9.19999625012462	1.89630323298415	0.447710108148089	1.08984834130165	0.533703048109997	2.43686372611855	0.99736438624381	3.16910940966597	1.82518200850671	0.961280235023658	1.7841988897746	3.17251844912783	1.62127931312039	1.39097355487359	1.999833242007	0.971810935177201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206838123514853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
81	9.19999565765981	2.27547316627302	0.926484580871786	1.68760343588136	0.959392685161386	2.04441156531163	1.29142658350122	2.65837003356612	1.61552541703928	3.01422565799823	1.68244327147878	1.48877225682454	0.751340450318822	2.08179745017013	3.55697204134756	2.68701870943779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0201464111103882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153803984838419	0	0	0	0	0	0	0	0	
82	9.19994176507487	2.08354156928435	0.433851566716418	1.30867229585872	0.61823986379682	2.43165116033919	0.877313069791872	3.34265384994449	1.29566167680878	0.939171544685498	1.51349738376718	1.33732448901326	1.71664033268798	3.73003413970373	3.52112236811898	0.991329531735056	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10276485925575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
83	9.19992792782314	1.91019067002581	0.60434878389406	1.18751454333607	0.623600819779153	2.10889833959807	1.11971871248481	3.43213154192445	1.19155925408896	1.56698261679766	1.59162953819716	1.42838443478839	0.986049127920232	2.07065089047825	1.06042923491204	1.19288010574868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
