sample	height&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_mar:neo_oli:neo_pul	height&neo_oli:neo_pul	height&neo_bri:neo_gra	Ne&met_zeb	Ne&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	Ne&neo_mar:neo_oli:neo_pul	Ne&neo_oli:neo_pul	Ne&neo_oli	Ne&neo_pul	Ne&neo_mar	Ne&neo_bri:neo_gra	Ne&neo_gra	Ne&neo_bri	Ne&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri	mig&met_zeb&neo_gra	mig&met_zeb&neo_mar	mig&met_zeb&neo_oli	mig&met_zeb&neo_pul	mig&met_zeb&neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra	mig&met_zeb&neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_mar:neo_oli:neo_pul&neo_bri:neo_gra	mig&neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&neo_bri	mig&neo_oli:neo_pul&neo_gra	mig&neo_oli:neo_pul&neo_mar	mig&neo_oli:neo_pul&neo_bri:neo_gra	mig&neo_oli&met_zeb	mig&neo_oli&neo_bri	mig&neo_oli&neo_gra	mig&neo_oli&neo_mar	mig&neo_oli&neo_pul	mig&neo_pul&met_zeb	mig&neo_pul&neo_bri	mig&neo_pul&neo_gra	mig&neo_pul&neo_mar	mig&neo_pul&neo_oli	mig&neo_mar&met_zeb	mig&neo_mar&neo_bri	mig&neo_mar&neo_gra	mig&neo_mar&neo_oli	mig&neo_mar&neo_pul	mig&neo_mar&neo_oli:neo_pul	mig&neo_mar&neo_bri:neo_gra	mig&neo_bri:neo_gra&met_zeb	mig&neo_bri:neo_gra&neo_mar	mig&neo_bri:neo_gra&neo_oli:neo_pul	mig&neo_bri:neo_gra&neo_mar:neo_oli:neo_pul	mig&neo_gra&met_zeb	mig&neo_gra&neo_bri	mig&neo_gra&neo_mar	mig&neo_gra&neo_oli	mig&neo_gra&neo_pul	mig&neo_gra&neo_oli:neo_pul	mig&neo_bri&met_zeb	mig&neo_bri&neo_gra	mig&neo_bri&neo_mar	mig&neo_bri&neo_oli	mig&neo_bri&neo_pul	mig&neo_bri&neo_oli:neo_pul	
30	9.19997473215806	1.77013717403449	1.76027847876705	0.676154792318942	1.12847169489229	0.678285011455745	0.903159013297196	0.61323392396854	0.564234849699793	0.50805184276579	0.865131676454349	1.96564803907432	2.3361083971536	0.974325565164643	0.456052019908621	1.07916145222583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.295673398095509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31	9.19995977730091	1.49183354972743	1.37823515193864	0.471740674536392	1.37415941624112	0.239611863408086	1.00626905763662	1.2256063739859	0.523405237762964	0.818994574088497	0.980183818215803	0.486927588103213	0.997396996249444	2.6062161602196	0.304269596254124	0.606692386033867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165879025941147	0	0	0	0.333559660722068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32	9.19995719976416	1.40435947834207	1.25250444499578	0.708705942517675	1.20277147550347	0.226562055378548	1.10107356679609	0.611359006266813	0.413419914261052	0.302138057043196	0.294965640827817	0.474126949566571	0.642477238232143	0.534169573357097	0.318810355460892	0.501760625982112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.468504115334285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33	9.19998516833322	1.47681069973038	1.34109143208348	0.776848248960397	1.25223071108745	0.755091449865083	0.911917743740662	0.996105549895781	0.318702754893153	0.859200941904458	1.19949845266852	0.395480268801452	0.909017668185676	0.500285994192437	0.705786023260445	0.437721533523142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237885579711845	0	0	0.0426772318666021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0666050982739135	0	
34	9.19994655690137	1.75111246573266	1.71293626141086	0.529654729813287	1.53851635759679	1.38000375711646	0.90522512489028	0.594178235224956	0.928196226254798	0.600210931193713	2.00976440038978	0.754849104778339	0.740608180983747	0.401761425888514	0.301395010798626	0.975261109466931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.400665394644937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35	9.19998774578569	1.53712315196616	1.39290865410763	0.394980297624965	1.26622223455178	2.53134361346754	1.02288116772716	1.75880480614137	1.47706373837432	0.331025653666935	0.748395127058308	1.19164068715583	1.28811845685557	0.832608812447369	0.348420187985606	0.457666403117238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.372694501688729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36	9.19994673976929	1.78369042205517	1.7503481693051	0.920661749088406	1.4620153808309	1.62871943397457	1.16459081132858	0.627132507759217	0.648731748115718	1.26892416089668	0.650210372752726	2.67376965652351	1.23571240779161	2.04130392227881	0.435897588899172	1.56010221264447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094262824873668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0562703965556765	0	
37	9.19995464471807	2.03340978937684	1.67583218488244	0.428921500516437	1.63852759186935	0.932962076530863	0.945196004881784	1.376242076523	0.751623249045446	1.19691929954329	1.80049782725971	0.747083026931805	1.60216370923243	0.723473459625863	0.888562996439825	1.46114166515683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.985866551078415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115626444998669	
38	9.1999616916343	2.00197386292607	1.89681318963786	0.601858013925845	1.55645679021931	1.8709365703134	1.19870545744236	1.03455057009282	0.937120456033343	0.824968395000001	1.57548328162992	0.746942336272089	1.16498691657711	2.16558017148885	0.214584325646127	1.05615833923612	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284839601823258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39	9.19995017463213	1.64955725776917	1.62009949974216	1.05778219239397	1.15294471476222	0.729070204056293	0.926488239508977	1.09989512553107	0.4231541104358	1.2583093621946	0.701990592202691	0.353518479071707	1.23307091162352	1.13162949837252	0.34377526412759	1.05727093352645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18753525001087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0274053896212499	0	0	0	0	
40	9.19995773595191	1.82313315771342	1.80435595386558	0.792161121991181	1.42349014765706	0.421920510073211	1.05319985722895	0.695690339432761	0.782423026175042	0.787115905898917	0.460849766982782	2.81893565261118	2.74931843334813	0.66056897219044	1.43644927237603	1.40485457208354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308224207213349	0	
41	9.19991641555263	1.47656543399617	1.39476536468735	0.675020079123452	1.11293283919199	0.511176275221457	1.20069321048288	0.982114215193199	0.505319575632891	1.58835156397647	1.37061869109103	1.2627111799914	1.55088208383753	0.439144973424509	0.434629955638744	0.880844428436911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.398468135822995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42	9.19993261981217	1.86466310877737	1.81063344758489	0.546070296872546	1.3822023702171	1.18355671463088	1.17888687917308	0.669774870814741	0.927846970529997	0.819024763756547	0.4267398942043	0.36573903785579	1.95532898544833	0.773882769958934	0.542855918790721	1.22917509896429	0	0	0	0	0	0	0	0	0	0	0	0	0	0.286315004813621	0	0	0	0	0	0	0	0	0	0.189429276860036	0	0	0.0948092609256577	0	0	0	0	0	0	0	0	0.00412543572407984	0	0	0	0	0	0	0	0	0	0	0.000460606334498578	0	0	0	
43	9.19995841884733	1.7288159020814	1.59405643095594	0.810886313457125	1.24472294588092	0.391221992266317	0.995894960787337	1.23114091245865	0.571821261804519	0.805260702234322	0.771996562038134	0.925093239287828	1.79096334692579	0.488124391678879	0.46099653223667	0.863433144855708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.368239320640847	0	0	0	0	0	0	0	0	0	0	0	0	0.305761995312719	0	0	0	0	0	0	0	0	0	0	0	0	0	
44	9.19995426076841	1.70551105955224	1.27244668068464	0.291429361191019	0.910099339111699	1.74801949286251	1.24548769225696	1.60505174410352	1.35761579791447	2.10780608265632	1.87983154807421	1.92546731066296	2.67470798251879	2.96446326713114	0.802886041873881	1.73454266060136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74786046362655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00429741990126182	0	0	
45	9.19996280616672	1.90235599074623	1.75996355306638	0.777373441213099	1.67963024172268	0.871630813188987	1.16024147229175	2.16163617005969	1.30979932984153	0.992635016398035	0.691146206330889	0.637166640871472	0.978602919957704	0.843476301423736	0.886397493787614	1.46728734200389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.287823182368852	0	
46	9.1999038782779	1.74552608291732	1.69218641636715	0.387550895475749	1.03672397045741	1.01538244504859	1.15852002389836	1.09763113849565	1.71299669362817	0.935853282047992	2.3591114198292	1.44114052208031	1.76544973392688	1.65064939035705	0.902532295808149	1.3689185880108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.588920106869909	0	
47	9.19997938111749	1.58670054353777	1.28538771983068	0.888982989593746	0.975396860706479	0.566134585953628	1.10204087414267	1.07405911328863	0.891004906007756	0.895148244132413	0.565566655576471	0.897764851062704	1.8020216588106	1.26025007175816	1.69124116365362	0.726273045823299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37171613182278	0	
48	9.19995825206327	2.04110381726035	1.9178151448279	0.91646630154694	1.20122366794176	0.789395028220893	1.14842154187672	0.902479280594907	0.932780124271621	1.5615798353557	0.688517162623696	1.47911659955501	1.92047524624127	1.52988632594438	0.924515004836067	1.30102611688708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.342417085567673	0	
49	9.1999891063396	1.64617534991846	1.61644675279176	0.865644332753116	1.41012651362196	1.57498941201531	1.07728581888898	0.4353351466216	0.759131553050816	0.927573664954879	0.379711319786731	0.500591692567355	1.31224758841933	0.945082257668195	0.867689658660168	1.52745488974162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279821814730871	0	
50	9.19994817117262	1.72959899826169	1.60894243935981	0.398426058373023	1.34215312153811	0.790793667549562	1.14833196141643	0.582867929168539	1.59338067524841	0.853456228598475	0.983190672180571	1.12064023853114	1.21516841901974	0.798208031663963	0.707853234586381	1.45279054766639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118213372639066	0	0	0	0	0	0	0	0.638334480319724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0292563585264655	0	0	0	0	0	0.000750350435200056	
51	9.19990916814435	1.75594322626889	1.73899589243791	0.579739239720223	1.09443970555712	2.07659488921125	1.07969785962968	0.928567407821342	0.815469703971077	1.29001459912396	1.74770004588281	0.90531164393157	1.96182085185176	1.71133542462305	0.787549566733622	1.4279607605414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029088873565157	0	0	0	0	0	0	0	0.522877867916258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52	9.19995172583496	1.8450408471014	1.79468149646236	1.25510718804483	1.67969275004883	0.749904575376932	0.856327699757808	1.07919943000014	0.40540013203433	0.479081084692919	0.521798615862873	0.445513823324649	0.579346163475393	0.57231151179753	0.447511467076483	1.03935910076449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175020646816433	0	0	0	0	0	0	0.0174672770482102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
53	9.19995812756326	1.99740820060405	1.98226897010862	0.981934455727298	1.59449579818082	6.9082952164409	0.962933218877264	1.26022001614691	1.12296957704105	0.718641774165119	0.487457908844578	1.3697985500085	1.30538579345905	0.646423752173025	0.923628371891409	1.89400218563736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00318399169984498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.372160782154498	0	
54	9.19994342654313	1.97661647355986	1.92496400608858	0.934010852384315	1.06149625966632	1.04309689367061	1.27375038097474	1.38671104298432	1.13018359255466	1.31789453660174	1.52619414706081	1.35786314127798	1.89427412032241	2.18482922098686	1.45951677333202	1.87985926762495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65296331743919	0	0	0	0	0	0	0	0	0	0	0.281307141917937	0	
55	9.19994745130687	1.72401203220277	1.63111006961494	0.786312407030897	1.29318758965915	1.21839050641997	1.05248891636961	0.722641477050202	0.669423297505584	0.769774172158327	1.56103208480031	0.942597601960335	1.38802501519793	1.22576033540893	0.984923862437981	0.921494173222513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.436259870498548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0401184279593364	0	
56	9.19995348135582	1.67791718407334	1.50760072819821	0.913906507545047	1.46417327861975	0.488601108731829	1.02041350434619	1.92497319208947	0.478797162368399	0.843401363725336	0.470613551954937	0.517636069839718	0.463590677464629	0.316772296307851	0.558690928679872	0.606147631874392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.348975919325179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
57	9.19997195306855	1.58999832231358	1.55991172420051	0.628046775198926	1.4476827850222	1.85196724624897	1.25317755107045	1.74203066336248	1.13762531173442	1.11900295403375	1.23108209937993	2.04292519664725	0.97124909744879	0.977853120856124	0.719946445513265	0.953667410044139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.265498238174292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
58	9.19996054974759	1.68067480803261	1.58330289175922	0.698970752876256	0.946271246381524	0.503348612172802	1.0699972444962	0.9234971354283	1.13660399593049	0.825388781562116	1.02845990910714	1.07326020805493	2.22059633496012	0.575869068235126	1.01257804127746	0.696988262881437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.567033493527165	0	0	0	0	0	0	0	0	0	0	0	0	0.25263081524203	0	0	0	0	0	0	0	0	0	0	0	0	0.305891163179935	
59	9.19998963129438	1.69623984449831	1.59178093262805	0.995487458775418	1.47269798714576	1.04575753582053	0.936017084493101	1.19874334116652	0.432837870332081	0.776265551316486	0.403529451951299	0.879904564222927	0.507695191138681	0.581664397320748	0.376691594988291	0.740536041151395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246047408823313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
60	9.19995754390537	2.23400253079958	2.07093588697713	1.265865089325	1.482071946523	0.709209179609909	0.911482030190803	1.63363244113594	0.464352445037672	0.58906555850398	0.867340902403609	0.373880532946428	2.70226316124436	0.497255658121512	0.752978001624438	1.4291715536803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0492065682342535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246199442222585	0	
61	9.19997149953419	2.08380029309768	1.82330446525738	0.833515006711406	1.65050932044406	1.77729964334032	1.03190023105181	1.59990441661976	0.833244352517962	0.950339033659253	1.48044697778229	1.58533989039018	0.905305283828619	0.745350346219509	1.67508136641952	1.17121567850956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052598200098753	0	0	0	0	0.319407905129708	0	
62	9.19999237667312	2.00925641629476	1.68576275944156	0.920351953692525	1.17442881438287	4.7026510487207	1.11103063809751	2.27857879287473	1.5874063413234	1.55300151310214	1.4622020972024	2.65796022115539	1.70492482273782	1.25335386263075	2.93837247907498	1.54581739630536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020295017749096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.256326997258487	0	
63	9.1999727187064	1.53116687951755	1.48404801841697	0.663128126560942	1.37931468905601	0.705161651223704	1.2566765077583	0.37036814733386	0.624922873138282	1.00124423705053	0.459486665774244	0.629349331205292	0.670915987156313	1.08566977179008	0.267786850510867	0.657457472405793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.409817483191654	0	0	0	0	0	0	0	0	0	0.348204521634742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
64	9.19994612430606	1.89355339174917	1.89055248825544	0.327006282286367	1.36827634015333	1.56197525921372	1.0280154645415	2.4913693153016	1.40546282802413	0.696237327585174	2.60183986446544	0.967105627156601	1.89510149450978	1.75291806087255	1.28338183357184	1.55383971295477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.289610285139509	
65	9.19993622310957	1.59362101642443	1.58996281550265	1.08063130177208	1.42206488682015	2.13453807713599	1.27068892909105	0.54099272360757	0.56489484971897	0.462784345665278	1.88839589731449	0.686942683269328	0.858418887398429	1.13481157095595	0.530243370516881	1.32088915616631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264006001725399	0	0	0.14431328619154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183913487970134	
66	9.19990821301553	1.67749191222513	1.5901822599823	0.851462944932614	1.48589047703314	1.09318514843394	1.12782076410105	1.09600816252504	0.523071023945586	0.872942333126502	1.07316406162368	0.436880194583948	2.11786937146917	0.982786461316429	0.576626382394075	0.889881582588718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.291422566771777	0.00455692861995356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00345876965369133	0	0	0	
67	9.19998820433295	1.5714438777805	1.42833945446747	0.6466929406981	1.32419572576333	0.480652182109932	1.03985318574308	1.69883206234335	0.862386233034621	0.944723883713257	0.641461314246773	0.542757056534035	1.21350208018297	0.618954267139375	0.136065257259639	0.720690326246618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14306494494732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
68	9.19994793960783	1.53060528304187	1.4187972473895	0.374931569464912	1.27655973515017	1.90804107335813	1.1699375023641	0.843544289927974	1.20416799398358	2.46200585316678	1.55128853655439	1.11209118872423	1.65719544161642	1.10394931034959	0.84901579294553	0.613401213122036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.437077076912274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
69	9.19994049611094	1.45432162292879	1.34085649184323	0.348193230220908	1.23585365009934	2.26132926759318	1.17380943448921	1.03495312872129	0.806339768165605	1.42673914519205	0.820433640697322	0.921455550731617	1.94265938515801	2.06919905213002	1.10320044546516	1.18851880804357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.623752529459955	0	0	0	0	0	0	0	0	0	0	0	0	0.187116333469158	0	0	0	0	0	0	0	0	0	0	0	0	0	
70	9.19991305525638	1.91448368434279	1.51085637960912	0.341442922245486	1.42516951695944	0.988933206608889	0.88726201992162	2.838253964529	0.806601846267372	0.860034498296752	0.97865848082376	1.34470718630214	2.11014039618109	1.81939997323668	0.296293548315499	1.154975367945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.462882520971962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
71	9.1999203645711	2.03132107563376	2.01762603065927	0.959706981254966	1.71261733190242	0.571153825509046	1.09958630335239	1.26337846646729	1.00910697250328	0.468082622601092	0.492486331042189	1.20701446947801	1.48329717445547	0.414927817344711	1.42532343575164	1.50941910755105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33674536368968	0	
72	9.19991383680516	2.08267058683962	1.97264712187131	1.04267474639019	1.21995083766711	1.00847926961364	1.34360267933414	1.84817802551962	1.31810946538777	2.45404871218511	0.535828293892203	0.960848143597571	4.37559937670523	1.87801386869427	1.23880333096465	2.23721592846568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303899207460309	0	
73	9.19992603800864	1.7837407345083	1.70224710585829	0.737004917936959	1.27105694758713	1.97689352076532	1.01416942017081	0.752666058018425	0.692654864565867	1.06907096330253	1.84110176666844	2.25143939245385	0.992353580880535	1.52996819581032	0.61957865229747	1.73059698737011	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138251794806235	0	0	0	0	0	0	0	0	0	0.264513699062165	0	0	0	0	0	0	0	0	0	0	0	0	0.325071295005831	0	0	0	0	0	0	0	0	0	0	0	0	0	
74	9.19996647783724	1.94067718568727	1.90062157287536	0.653705109098913	1.32880996929375	0.952925170778582	1.06150446973442	0.882518430275187	1.02868099561828	0.808640411885717	0.765661241410842	0.799026844365183	1.22687869238051	0.415872578724873	0.632985847792644	1.04269438926112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.250598486025951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
75	9.19993596950732	1.87574196367456	1.81924827345019	0.285895944564911	1.62697431823121	0.732473528921351	1.51641247079008	1.04207944110894	2.14555712743286	2.07558364729051	5.73784880484645	3.16765067242428	1.46586212552953	2.06601267323902	2.40897318259501	1.90891339185781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42967048124087	0	
76	9.1999408145849	1.69604403008192	1.54736535158851	0.925797558229206	1.38318610921571	0.748484679532569	1.00393895536813	0.533996999309698	0.393886407711245	0.546898008734218	0.58897602033774	0.702579917910265	1.02047142743264	0.224352964860076	0.477283285995869	0.810386100534496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.477655353229895	0	0	0	0	0	0	0	0	0.284111407999026	0	0	0	0	0	0.100501991767678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
77	9.19995924220105	1.88979253961366	1.61873756646539	0.972085216515979	1.35899522721475	0.252168472281146	0.941545532395811	0.868464866548468	0.223329235629187	0.270018779544857	0.236357260980419	0.881585747980403	0.721573451918448	0.146247668350155	0.562807761172665	0.42151831970477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0879202187574618	0	0	0	0	0	0.162810052884856	0	0	0.239490428644849	0	0	0	0	0	0.126433233158623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.658295227725318	
78	9.19998316078859	1.89946786389149	1.60533563267699	0.514359706316515	1.01141173908191	1.88000716917004	0.97120449755093	1.59306381381224	1.17410876282277	1.21899553076281	0.663692946338733	1.98930412583219	1.66585146319827	0.771506176346897	0.35395510825614	0.914834941495824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288312474976528	0	0	0	0	0	0.146964149367005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244899255671141	0	
79	9.19996498019267	2.04118131909957	1.62236195247514	0.868925969871525	1.51726189808286	1.05307321739657	0.988561399326825	2.24509834033763	0.63795449257068	0.696152956417999	1.44240298263459	1.11118844053589	1.40391157916876	2.10023087651077	0.646534882337959	1.65306925529265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275009890979912	0	0	0	0	0	0	0	0	0	0	0	0	1.73893191027887	0	0	0	0	0	0	0	0	0	0	0	0	0	
80	9.19994684265834	2.20915519789792	1.89469140031077	0.810863607441823	1.75024494402471	1.17487668787505	0.931934868362054	1.15686193695472	0.571289615893534	1.05706532772511	1.21920864144875	1.22237300810731	1.86409216078725	2.79500825577758	0.770207906579865	1.83238934063464	0	0	0	0	0	0	0	0	0	0	0	0.10302726123171	0	0	0	0	0	0	0	0	0	0	0	0.520358283502023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0465949658963081	0	0	0	0	0	0	0	0	0	
81	9.19991631659898	1.638121921723	1.63465371220783	0.976745385363799	1.23785418312337	0.907894665958926	1.37542217457755	1.29909972812148	0.590896834292853	0.997601041891392	1.89054665967888	2.08637021391577	1.47191721311248	1.01342256824485	1.10288812577121	1.05792961680897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.287788971100462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00276849771437365	0	0	
