sample	height&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_oli:neo_pul	height&neo_bri:neo_gra	height&neo_oli:neo_pul	Ne&met_zeb	Ne&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	Ne&neo_mar	Ne&neo_bri:neo_gra:neo_oli:neo_pul	Ne&neo_bri:neo_gra	Ne&neo_bri	Ne&neo_gra	Ne&neo_oli:neo_pul	Ne&neo_oli	Ne&neo_pul	Ne&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri	mig&met_zeb&neo_gra	mig&met_zeb&neo_mar	mig&met_zeb&neo_oli	mig&met_zeb&neo_pul	mig&met_zeb&neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra	mig&met_zeb&neo_bri:neo_gra:neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_mar&met_zeb	mig&neo_mar&neo_bri	mig&neo_mar&neo_gra	mig&neo_mar&neo_oli	mig&neo_mar&neo_pul	mig&neo_mar&neo_oli:neo_pul	mig&neo_mar&neo_bri:neo_gra	mig&neo_mar&neo_bri:neo_gra:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_gra:neo_oli:neo_pul&neo_mar	mig&neo_bri:neo_gra&met_zeb	mig&neo_bri:neo_gra&neo_mar	mig&neo_bri:neo_gra&neo_oli:neo_pul	mig&neo_bri&met_zeb	mig&neo_bri&neo_gra	mig&neo_bri&neo_mar	mig&neo_bri&neo_oli	mig&neo_bri&neo_pul	mig&neo_bri&neo_oli:neo_pul	mig&neo_gra&met_zeb	mig&neo_gra&neo_bri	mig&neo_gra&neo_mar	mig&neo_gra&neo_oli	mig&neo_gra&neo_pul	mig&neo_gra&neo_oli:neo_pul	mig&neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&neo_bri	mig&neo_oli:neo_pul&neo_gra	mig&neo_oli:neo_pul&neo_mar	mig&neo_oli:neo_pul&neo_bri:neo_gra	mig&neo_oli&met_zeb	mig&neo_oli&neo_bri	mig&neo_oli&neo_gra	mig&neo_oli&neo_mar	mig&neo_oli&neo_pul	mig&neo_pul&met_zeb	mig&neo_pul&neo_bri	mig&neo_pul&neo_gra	mig&neo_pul&neo_mar	mig&neo_pul&neo_oli	
106	9.19996312938355	2.64695543940175	1.49923985887473	1.41209750763678	0.654859805474275	1.17535296986739	0.927438047547939	0.559544077842197	2.15248012572813	1.65244034757338	2.17927146789457	3.0932871840135	1.50929183831247	1.94639894845338	1.1430963853851	1.92511287641129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294030117489048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
107	9.19990836743817	2.50019742907197	1.03839526177024	0.955330221357718	0.707321111776805	0.628349256396442	0.761942197223058	0.339999013155877	1.67749454820341	0.588542752131625	0.276054056583812	0.413953903907452	0.480405621871708	0.409581975129855	0.884933982496004	0.296331178688051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17630015601692	0	0	0	0	0	0	0.053045056135203	0	0	0	0	0.0763575743946879	0	0	0	0	0	0	0	0	0	0	0	0.0614849282189239	0	0	0	0	0	0	
108	9.19996504012986	1.86276123075649	1.46142166255239	0.837765915181137	0.523099082125274	0.687062801848164	0.748716137338257	0.620931482761771	0.896712657067675	3.47861640552117	1.52795742333029	1.35603964268825	0.856053680678036	0.96878805997505	0.55076052338813	0.649007442613322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211904535529296	0	0	0	0.165361008467415	0	0	0	0	0	0	0.00445744091885599	0	0	0	0	0.219096249869533	0	0	0	0	0	0	
109	9.19997458457351	2.19476212176024	2.03967028446488	1.85986148521275	0.611246548734034	1.10468752675652	0.86358724172996	0.318987642373087	0.789657894055421	0.594724202844694	0.829427691125101	1.36668968469599	1.15252332831012	1.45849300120811	0.364015733523343	0.864383445286533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131088783368439	0.392622681634289	0	0	0	0	0	0	0	0	0	0	0.376334957250926	0	0	0	0.0638970728869959	0	0	0	0	0	0	0	0	0	0.0276693937519882	0	0	0	0	0	0	0	0	
110	9.19994347565945	2.54797029001072	1.54216685657008	1.49485693353442	1.06742489775567	1.08883297923045	0.856978932001518	0.429458103409047	2.00465958209206	0.295471591631394	0.539845206217878	0.978454368356864	0.334442127464601	0.802811015687004	0.324938712843626	1.29730692592075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.646782773566503	0	0	0	0	0	0	0	0	0	0	0	0.145232568093724	0	0	0	0.0140182639428501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
111	9.19996737808176	2.48179376281436	1.51721793553073	1.15526090589984	1.12646005705291	0.62675634471139	0.765822613848962	0.383836121997942	1.6691467833411	0.678239692490346	0.240491348009333	0.283150804673501	0.328876110113378	0.725072531368689	0.260340762535179	0.586850897490254	0	0	0	0	0	0	0	0	0	0	0	0	0.0280499699945306	0	0	0	0	0	0	0.484202051336355	0	0	0	0	0	0	0	0.184189737243143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
112	9.19997471184431	2.63146382130733	1.52659885830406	1.43563029861475	1.07525529975794	0.170256595167576	0.881034798132108	0.347779592116797	1.33474570875673	0.740112767526059	0.323309493040699	0.672362640252559	0.61888435441967	0.712933631931017	1.01252624541433	0.997261021764126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.347593157998038	0	0	0	0	0	0	0	0.0975537727972563	0	0	0	0.0339336775597764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
113	9.19999378317354	2.55178810927464	1.54024775107392	1.23773304479509	0.988070528642662	0.548668277624902	1.02636609431167	0.290043633098865	2.01735861178706	1.0873844814297	1.14357802213513	0.707960223197431	0.49090575753746	0.240629206736977	0.298738151311802	1.14810109121579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.415672237065123	0	0	0	0	0	0	0	0.335522484658704	0	0	0	0.048570878641956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
114	9.19996340458831	2.58162515919855	1.33135199128173	1.29052693591545	0.955744529745018	0.439380115586067	0.647276844712228	0.197763574191335	1.49587179577782	0.333511589257542	0.931555201329534	0.342278196394765	0.445678532687017	0.422258125872674	0.253777108757869	0.522751263305221	0	0	0	0	0	0	0	0	0	0	0	0	0.0425189071381567	0	0	0	0	0	0	0.257600271657322	0	0	0	0	0	0	0.0426009525085891	0.152421338936137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
115	9.19993927018051	2.71105967691049	1.38574991945967	1.10009851385967	0.788150126819229	0.530531436813773	0.736960682719382	0.213533222367128	1.1734640135856	1.13720752838879	0.43367652629611	0.492535203147194	0.70045182054069	1.01159732011475	0.306676980192808	1.00898378821755	0	0	0	0	0	0	0	0	0	0	0	0	0.0285869029798105	0	0	0	0	0	0	0.299970085054405	0	0	0	0	0	0	0	0.19807337326389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
116	9.19990880359891	1.8710180841166	1.46662662753465	1.07407785151286	0.0606977998694328	1.8082619165301	1.14563319148724	1.46321676595164	3.69607543860188	3.3388926837059	1.49947676617857	0.551959878511398	2.67016840515313	1.46912935303531	2.72373068484982	1.93579005758354	0	0	0	0	0	0	0	0	0	0	0	0	0	0.418267414667474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
117	9.19998830992353	3.12744035601493	0.908965835339811	0.75868286616874	0.357654038691911	0.732666140301617	1.06339428231974	0.836448053216139	2.92212335426699	2.09705038138312	0.626720628015209	1.11188897288947	1.39605200347707	1.19960770504358	1.27489565069793	2.44021548079391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.305349180879033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176247667526293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
118	9.19992985364933	2.7524900879506	1.18355728405849	1.07063642227793	0.671598263924909	2.21911613332406	0.802787130432381	0.181029207273693	2.17773881167218	0.876240197052246	0.358790866931881	0.822784039409859	0.636521778512833	0.53849942817064	0.881756676219487	1.28099759841149	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0572033359306653	0	0	0	0	0	0.187061262079259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157168763069925	
119	9.1999854071085	3.04198628186147	1.33460212640747	1.20845006814562	0.681974013155651	1.79306195075048	0.625523789806967	0.290232021526677	1.43037684303844	0.568331443150274	0.609485442897947	0.568208332799389	1.07886131644786	0.523051341759882	0.373665699703834	1.49250346012469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203777200126557	0	0	0	0	0	0	0	0	0	0	0	0.145605647698906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120	9.19991843405571	2.09076812955575	1.99914533601648	1.80431641397175	0.718469930755604	0.360705623650473	0.888745766132918	0.264285199106637	0.595290640427495	0.569027764418822	0.541904104029903	0.384539384116469	0.474647092282415	0.877173113764442	0.321517378581105	0.917471484928352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0644167490708936	0	0	0	0.072871330947887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.342136751430231	0	0	0	
121	9.19998547438824	2.02249381690039	1.6821072076679	1.64084449765384	1.06375272316405	0.77321396320964	1.31861013657752	0.611594201620657	1.70242612069639	0.848800307363076	0.498969294475201	0.867399528631315	0.568590531554946	0.982176675186591	2.26413725184241	1.99301312462822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232179148447249	0	0	0	
122	9.19991422741766	1.77407756559489	1.58349654989646	1.08143514263871	0.428860129613727	0.806914068942424	0.919787168701625	1.40537950772863	1.58504306051233	1.27113487093591	2.90606422368184	0.822437847812481	1.33987584413422	1.25227758257231	0.667552491003618	1.31828002172028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.647316587076218	0.0855451273164339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123	9.19999222035756	2.09105003117496	1.48976289394841	1.42403188236064	0.816723416683242	0.831039105326278	1.27047510283787	1.0605788884439	3.0835363440185	0.531059236135419	0.544742734268073	1.56705004895126	1.13091158969985	1.00364863501748	0.96061136111157	1.75806787605282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188698141093127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124	9.199930989387	1.67743124476477	1.53978009226461	1.32676055584174	0.435216392013066	1.01645364884723	1.11601259744235	0.759374697597908	1.42272557904848	1.10439702542298	1.06649232049454	2.36122762092281	0.7472782457821	0.86498619344787	1.56914209859494	0.655577415597868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100134716337819	0	0	1.00050704550666	0	0	0	
125	9.19991099104027	1.91585207565864	1.38747292991032	1.29683147295682	0.691069945785542	0.541239044815865	1.06035618308093	0.858460604006253	1.75415788725824	0.762310449993377	0.254199833740117	0.826209563021922	0.838697076225813	0.603635558562935	0.626122709879192	1.25190888271231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143433596648866	0	0	0	0	0	0	
126	9.19995125272429	1.88816843400532	1.51140749260897	1.2719069924465	0.678147589978683	0.882857052417025	1.1707747712347	1.73831397292949	1.55657742681794	2.99930352857255	1.21261166941024	2.33795659801085	0.856585081764109	1.57999909032623	0.832719284740399	0.942239397247614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
127	9.19994295362963	1.74101310670421	1.63669637980448	1.57556972919991	0.111936356161926	2.00931900534159	0.965660858649722	1.30253229554411	1.03854796492789	0.777435012347797	1.39875383098934	1.10720390768869	1.76135805838389	1.02827600868602	1.45155863568487	1.26839134843157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
128	9.19998428864488	2.24226047601066	1.78964352946159	1.74168077529719	0.371209785539956	0.654539858445688	0.996573465817083	0.859420827075011	1.47792340995468	0.856352520440817	0.619017664908923	0.535798873545504	1.4172449497258	0.855690139986851	1.18373930131175	1.3439283241108	0	0	0	0	0	0	0	0	0	0	0	0	0.038777384621157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0590652444197631	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00140234429631353	0.17477021314242	0	0	0.673069744172534	0	0	0	
129	9.19990592311275	2.1437906118091	1.21921206010605	1.1779158003695	1.10110650081226	0.341195447617855	0.800522470177764	0.312007461789508	1.56429320319788	0.726943049063198	0.220901094588057	0.633117493169586	0.165572092649262	0.252970975333624	0.977779039185319	0.429814847816215	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0802582597239462	0	0	0	0	0	0.480432144792565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147460006831507	0	0	0.090394186759818	
130	9.19996902356921	2.45337413850272	1.46732280264858	1.37795607647113	0.935799378314623	1.07814691104417	0.887608445798382	0.240254771521237	1.15255908817066	0.819103710422169	0.677057715879469	0.443778039298184	0.450267234964864	0.502022779709875	0.585113782431361	0.494592983411976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.436425418810533	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0237098173224631	0	0	0	0	0	0	0	0	0	0	0	0	0.254715933500235	0	0	0	
131	9.19994670010668	1.86959380552085	1.32402274059042	1.23015562459407	0.53031230104099	0.706128404850846	0.811737258733191	0.19589767450555	1.94014836137084	1.03665904536203	0.257584374564996	0.823462286107342	0.653334321688595	1.06440197932291	1.03645496232446	0.730412682991848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.357803441252403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84217916550374	0	0	0	0	0	0	0.513182485867661	0	0	0	
132	9.1999066368226	2.13008238433587	1.77162829211846	1.09067388999983	0.701355652591901	0.975852468368901	1.22805966079142	1.42876760260228	1.69044209447933	1.93006906460517	0.672302049626413	1.60805171071788	0.882981781935906	2.37882798287889	0.626189682845592	1.65966045540389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.404329550301461	0	0	0	
133	9.19994637524739	2.26750728096583	1.04612719100484	0.969250689611034	0.581845286051102	0.984955774956243	0.849810364694673	0.360674171300892	2.1636944413158	1.22757565646493	1.60441568097237	0.810418466961405	1.00844886091956	0.58852812470613	1.23208755954132	0.700773932338782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100979619714967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.851482822499983	0	0	0	0	0	0	0	0	0	0	0	0	0	
134	9.19990292028251	2.46720973300668	0.977583206662797	0.867499423942023	0.577255266142608	1.19689041119582	0.81510951397795	0.316218136698837	2.05226825974409	0.544465829399963	0.256188878130822	0.940691938861801	0.828759299545951	0.315861648471724	0.360838235613484	1.22028959740488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241636965106602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
135	9.19997521891307	2.60428683364165	1.34556043939428	1.25923970539749	0.758609892936915	0.842457828870919	0.856223651274043	0.52080714639165	1.88270805659876	0.594112336183265	1.64774617746962	0.359870982991811	0.617762338352604	1.23938246560707	1.04319575815797	2.11405655686438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279244501378674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
136	9.19999537083807	1.85793622221896	1.658232954962	1.42946418271747	0.32537396649925	0.813866716603823	1.38034421237762	1.94476876975912	1.79543227899618	2.02879147659794	1.45281855784682	1.22921037799685	1.8757520617779	2.16575073488907	1.60325351720425	1.98183738018133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139482748033229	0	0	0	0	0	0	0.0074308667013719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
137	9.19992569766056	1.88379806932801	1.16664741265227	1.05941472324814	0.831538410718521	1.22651541282556	1.04965725883512	0.59624041153632	2.68638283221229	0.648604273939734	1.30623595802226	0.961002286928854	0.336685266723087	2.1978126973333	1.18927238818362	1.10490964949673	0	0	0	0	0	0	0	0	0	0	0	0	0.175922085884511	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055212829323948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.227114447411589	0	0	0	0	0	0	
138	9.19996985947374	2.42008446222652	1.69779702677901	1.22542926358244	1.03914086638228	0.401803795437935	0.887705526140198	0.714355736964651	1.53254901468124	1.02766104269991	0.813500157204573	0.175262861657837	0.454187429723899	0.513328176950647	0.659200818381812	0.913733566981567	0	0	0	0	0	0	0	0	0	0	0	0.00147245631376912	0	0.112129290154361	0	0	0	0	0	0	0	0	0	0	0	0.0265965530745122	0	0.0964138813652648	0	0	0	0.149053031712145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0458469929842112	0	0	0	
139	9.19992207939861	1.78194628626951	1.63769580345546	1.34469151703559	0.704737894713032	3.69748917205068	1.10788856392819	1.74187385873465	1.16432143965887	0.809686123874522	0.738134202867962	2.6832601019712	0.880987081111217	1.63203260094829	0.726135753677355	1.13268205347666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0168804121883414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.338212028676533	0	0	0	
140	9.19999121062751	1.97823048914719	1.78238962882001	1.0850436798695	0.642393062892219	4.78580125219303	0.959241427427315	0.926376193428423	1.80757868076273	4.56055237526941	0.430438709947052	1.52901778218725	1.58412549674208	1.7872879647456	2.63954904770603	1.4572375242694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.363156738681013	0.00820170810502349	0	0	
141	9.19997448476048	1.51822492054376	1.35076025419357	1.20336797536189	0.174311159984315	0.720816622049985	1.06137862104841	0.456688124655623	1.54140964663743	1.0944855582809	1.49892609490594	0.524725510848182	1.31338968410995	0.712004262589367	1.35367618496519	0.690839688403412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75981959764878	0	0	0	
142	9.19991412238716	2.09102738518916	1.23016500148833	1.21399402598658	0.780760749058077	2.06326511952188	0.798301179832009	1.12653176438792	1.55092365910186	1.77756823815407	2.01704772293937	0.923401114192843	0.718415738293946	0.899431848154344	1.23830185947565	0.945192140744177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.789538898973993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111093276377928	0	0	0	
143	9.1999736591887	2.95048454318485	1.5716868759512	1.29898093588573	0.567193412873752	1.67845083168699	0.886499140151612	0.733849732914682	1.80929889991989	1.88555649370112	0.645682760686061	0.50492914407335	1.298585600522	1.08749507905521	1.10317083396136	2.16730811046522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.273629281693799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133783541203045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.309794192288013	0	0	0	
144	9.19995077598121	3.2617270909155	1.74664289509067	1.51555969349578	0.8919951724855	2.49818004942236	0.782525581784164	1.7982257849878	1.90863211243649	1.27766683235714	0.666091366777356	0.954839852570002	0.969671345003118	1.87337531736361	0.726564439285975	1.72900825899073	0	0	0	0	0	0	0	0	0	0	0	0	0.14346032096084	0	0	0.257996746409358	0	0	0	0	0	0	0.646264885509832	0	0	0	0	0.135380657522631	0.422677295228262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
145	9.19993856623586	3.14730537860039	1.63806048406313	1.27542092859294	0.935859555588699	3.15799648311458	0.964462869967671	0.823263511842286	1.68348563118724	0.893287443066599	2.57520821005014	0.756381745217234	0.876909150924577	0.889817498894331	0.912509093388916	1.30380540505144	0	0	0	0	0	0	0	0	0	0	0	0.118845246264228	0.275861200902584	0	0	0.130494469013447	0	0	0	0	0	0	0.323174840755733	0	0	0	0	0	0.663244559403734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
146	9.19999870259587	1.41750322776321	1.26320736858514	0.774821850381293	0.719497558897475	1.63445427995951	1.17866467023442	0.257258679915537	1.00173445963805	1.49818088200458	0.5570714037054	0.865034631555763	0.62804696981307	0.672413810392686	0.419253172754758	0.410908992767291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216763118064671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
147	9.19992777358751	2.06855061778875	1.79307685265335	1.23045659141861	0.744525822033138	2.38206668871529	1.29016585030134	1.85222601921504	1.51430286927291	1.48890044564627	0.511017819127126	1.23772426029688	1.58200881294815	1.71338409111688	1.87959565321856	2.01542400811474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0284305583173412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
148	9.19990856152029	1.61214028779415	1.52347167646981	1.46321814485506	0.61231960742504	0.483479952147109	0.908980177963433	1.12059550742409	0.661826244606843	0.849037912518244	0.667458486121579	1.34531288675687	0.624197843285318	0.298944761374729	0.884727797970855	0.575569590793288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0631579166643731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.478561603440164	0	0	0	
149	9.19998153011717	2.04615182185105	1.04273774908859	0.980046092173498	0.777682442612468	0.374981003039685	0.750043217152861	1.41672304014958	2.32187339336421	0.496461587040187	0.319122269277318	0.72223582655883	0.344400826372443	0.829859594884516	0.635581611376969	0.973527425146568	0	0	0	0	0	0	0	0	0	0	0	0	0.0394604017887524	0.133825280914212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476943570946159	0	0	0	
150	9.19994204998775	1.60244810313318	1.54238529032986	1.42402530199852	0.767938316129829	0.683514078711431	0.770100017618808	0.714330395074497	1.18612702968845	1.00897280837967	0.475966969935539	2.09322902366475	0.762915931402848	0.836746846897161	0.360117957663469	0.53625451393928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.522806455722633	0	0	0	0	0	0	0	0	0	0	0.401536081403737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.202179214982317	0	0	0	0	0	0	
151	9.19998805559101	1.98057870241924	1.30033823181341	1.2472373393031	0.000613629303178419	2.4856487142601	1.2331249739192	2.23333308798078	3.86908369736036	4.5006324941778	4.75756161213052	2.93809697984802	2.28865148977369	5.40165027593515	1.74478844695788	2.63115342413906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
152	9.1999545647475	2.23932432374865	1.997402130916	1.89448344031187	0.810879297734516	0.595189679204945	0.827501489113389	0.370295575636026	0.943981541753411	0.840395375249231	0.485160592920497	0.220073600281994	0.847721030501534	1.70968308254794	0.243262560787656	1.44004253882109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102616977120699	0	0	0	0	0	0	0.302658703804379	0	0	0	
153	9.19996198477459	1.5875346805264	1.46714843438887	1.36567769320311	0.82850199067182	2.15634296404916	1.05859045756429	1.15031596910206	1.7740547911758	0.652357351450964	0.313339413351157	0.879752522620685	0.630129452576573	0.667397506311415	0.888764172895812	0.499492369861512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016659113185958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224848739482422	0	0	0	
154	9.19997985353433	1.43828003640088	1.28823546185889	1.23450893464834	0.435068082563535	0.385939466020168	1.01311949521939	0.428265470104969	1.20033328088479	1.5930880464905	0.64897666696925	1.27375895162524	0.719542659573534	0.23600122408041	0.503073775561902	0.400931577686397	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156247908242488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.520400429475719	0	0	0	
155	9.19994303774734	2.18180591905246	1.57997633784339	1.1523036454394	0.589461836652919	3.06909482133565	1.26227140054244	2.46052953183062	3.00767620600479	2.92784787854078	2.7212371558636	1.41991717070424	2.14303328137984	2.55952111481938	1.09473267753469	2.54499726456017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225227962081403	0	0	0	0	0	0	0	0	0	0	
156	9.19992264371051	2.49090611177421	1.41363357883513	1.33397060876293	0.608334814458314	0.499588572234436	0.787006729272871	0.972714480437807	1.26960498143169	0.899975333716211	0.416657278419134	0.611292430282078	0.925449637310621	0.609581649441733	0.549473325764563	0.583473267144873	0	0	0	0	0	0	0	0	0	0	0	0	0.309261730627356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
