sample	height&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_oli:neo_pul	height&neo_bri:neo_gra	height&neo_oli:neo_pul	Ne&met_zeb	Ne&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	Ne&neo_mar	Ne&neo_bri:neo_gra:neo_oli:neo_pul	Ne&neo_bri:neo_gra	Ne&neo_bri	Ne&neo_gra	Ne&neo_oli:neo_pul	Ne&neo_oli	Ne&neo_pul	Ne&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri	mig&met_zeb&neo_gra	mig&met_zeb&neo_mar	mig&met_zeb&neo_oli	mig&met_zeb&neo_pul	mig&met_zeb&neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra	mig&met_zeb&neo_bri:neo_gra:neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_mar&met_zeb	mig&neo_mar&neo_bri	mig&neo_mar&neo_gra	mig&neo_mar&neo_oli	mig&neo_mar&neo_pul	mig&neo_mar&neo_oli:neo_pul	mig&neo_mar&neo_bri:neo_gra	mig&neo_mar&neo_bri:neo_gra:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_gra:neo_oli:neo_pul&neo_mar	mig&neo_bri:neo_gra&met_zeb	mig&neo_bri:neo_gra&neo_mar	mig&neo_bri:neo_gra&neo_oli:neo_pul	mig&neo_bri&met_zeb	mig&neo_bri&neo_gra	mig&neo_bri&neo_mar	mig&neo_bri&neo_oli	mig&neo_bri&neo_pul	mig&neo_bri&neo_oli:neo_pul	mig&neo_gra&met_zeb	mig&neo_gra&neo_bri	mig&neo_gra&neo_mar	mig&neo_gra&neo_oli	mig&neo_gra&neo_pul	mig&neo_gra&neo_oli:neo_pul	mig&neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&neo_bri	mig&neo_oli:neo_pul&neo_gra	mig&neo_oli:neo_pul&neo_mar	mig&neo_oli:neo_pul&neo_bri:neo_gra	mig&neo_oli&met_zeb	mig&neo_oli&neo_bri	mig&neo_oli&neo_gra	mig&neo_oli&neo_mar	mig&neo_oli&neo_pul	mig&neo_pul&met_zeb	mig&neo_pul&neo_bri	mig&neo_pul&neo_gra	mig&neo_pul&neo_mar	mig&neo_pul&neo_oli	
157	9.19999504682011	2.23735783535855	1.10585909456544	1.05332402811773	0.786481654369453	2.45544132296274	0.786247997423812	0.217521219353301	1.97921274645458	1.41623054857038	0.942072751343186	2.04268179314417	0.881126569459864	0.545338018834534	0.715831069240664	0.969450153526168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197829721220927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
158	9.19995276900726	2.46362239617276	1.63459704651915	1.57046957989652	0.739618427916528	0.544587660450789	0.8576138291178	0.700300941736649	3.02498782944713	0.453393977781487	0.988317832333953	1.2008732356155	0.717829156552747	0.695164582102804	0.224910221618091	1.64792086257761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0221594246849097	1.35978374905062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.335440738913214	0	0	0	
159	9.19991079631748	2.10870944111047	1.89322324795325	1.53293757355665	0.906016145108824	0.908012586332499	1.32361665715358	1.59160682265356	1.5005145828644	1.54123927638836	0.511448089657364	1.35056492869086	0.699932892442169	1.01801471087392	0.759761693752831	1.88267938485037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000357604066837089	0.318772908580777	0	0	0.348896028501978	0	0	0	
160	9.19997223009267	2.4651123941761	1.99690868547396	1.92626772603833	0.418343338347133	7.11996832373117	1.09121150349628	2.31127052148553	1.82308034819411	1.29198652232265	1.85148500751042	4.80679070907106	2.17911512773792	2.96470189222853	7.25740125352677	2.29413754629725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308205016167077	0	0	0	
161	9.19991820581413	2.03581739776951	1.55604376290732	1.4008165093173	0.685574853827509	1.0165268673815	0.99378561437919	1.25373250866711	2.39935595801744	1.17648445662241	0.828486834521771	2.11064388392505	0.674540713742342	0.768574150577132	0.827082452557219	2.02504454938872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0695034502533079	0	0	0	0	0.158055882919446	0	0	0.432332936939868	0	0.044661784349416	0	
162	9.19997418037634	2.38313113686944	1.44964851057956	1.18859159396697	0.675620731109671	0.436507420053471	0.926567815575968	0.375558040952162	1.6573794665474	2.15890430801323	0.263906668595305	1.83598098422405	1.03284508697528	0.603166189100011	1.44548783859543	1.68426343436277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.464084830137801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275195388023787	0	0	0	
163	9.19995065334842	1.95223852326001	1.62234528521388	1.5288392150939	0.80079894932041	1.13292301182056	1.01559310231207	0.315499995844893	1.63553037531081	0.520570939899705	0.53543515022417	0.761896741155162	0.524405786834282	0.502201701162275	1.94127051907987	0.86556791530379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5674866629675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0336177792957341	0	0	0.246702980815561	0	0	0	
164	9.19997559875114	2.92833740328523	1.16732299300393	1.07349792362663	0.821043346859394	1.04995623593219	0.835134566017598	0.281642981408788	2.35430724208898	1.21084056399974	0.641970926820341	0.637993790727969	0.585896219226922	2.87857874089169	1.33706162670295	1.64129815768624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129184024187409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150282474944757	0	0	0	
165	9.19991732755352	2.6383444465086	1.73687029674204	1.4485875846677	0.916213093875957	0.613311753853074	0.862047428113744	0.215022169130368	1.13501445138888	1.08016729021508	0.302750779277302	0.904035616581964	0.625199537446815	0.276888730769722	1.36441079174882	1.11517542105975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.319199335501619	0	0	0	0	0	0	0	0.00550539723363007	0	0	0	0	0	0	0	0	0	0	0.133789882132359	0	0	0	0	0	0	0	0.206385105829928	0	0	0	
166	9.19995994698877	2.62930715338106	1.30220855259958	1.19375368426899	0.858546927085648	0.734271338829806	0.628282840283305	0.283803196650754	1.86283153306604	1.0573070473594	0.497274254949426	0.380075615830271	0.311729454879839	0.390830528268728	0.304026856513243	0.710501770332163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.292234730405066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190990544560953	0	0	0	
167	9.19993428740286	2.05201937463652	1.35770708894485	1.27197794197164	0.835925638805875	0.47680116399798	0.709319940846937	0.214539909102245	1.25390992689306	0.631937785859145	0.154186098556091	0.860352079367425	0.344360748900905	0.523332687967134	0.333466942402004	0.500281705362246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246638688509972	0	0	0	0	0	0	0	0.17189118344465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0385623272171281	0	0	0.0473200817690139	0	0	0	
168	9.19994694384484	2.02158724432648	1.38661911481562	1.37851141295532	0.768765715042905	1.07303058681144	0.975869972652523	0.56296108602064	2.01326917018477	0.63947074477326	0.789391407718248	1.23137126977054	0.477031880351941	1.06558211862259	0.558997541974764	0.606301216043483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31917723908676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.231160938149059	0	0	0.299579271402115	0	0	0	
169	9.19999477824051	2.5678168470914	1.1504751363131	0.889653116561436	0.37175184514798	0.835302076687662	0.752734564636732	0.316270858778049	2.16678765442819	1.97151447986141	1.65019904593819	1.7553165785858	1.25952997315467	0.999726779680505	2.58877351283995	1.33648985165031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140803426846763	0	0	0	0	0	0	0.159751632541706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168820565341202	0	0	0.270797588438742	0	0	0	
170	9.19994854828476	1.57810218936553	1.54427973995462	1.49885039966424	0.871791935172113	1.30977625758965	1.35060872638061	0.623128347972637	0.977798794574457	0.497662642913665	0.979904682623307	0.613460416311269	0.694263285506921	0.679824572591802	0.701045807772379	1.61445190585116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.440740622069007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.312787306381868	0	0	0	
171	9.19997473747604	1.69289635851524	1.5756198901348	1.35327747525534	0.756790650584302	1.62282478969231	1.00222472632708	0.386218089912807	1.1204287232651	1.34977652416352	0.643413773180517	1.120619398933	0.636516735100901	0.437461442094565	1.0757565117395	0.952421407939534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.467542665599495	0	0	0	
172	9.19996257146132	1.67018373071477	1.62801922926114	1.56930569618089	0.282387369340626	1.7059743426488	0.977129189063651	1.18942557804724	0.83000528600467	0.807553287399105	0.593005589534689	0.711428789508863	1.64295792041621	0.908006982142722	0.751236869884843	0.710518490590532	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294940835931752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.710139457743758	0	0	0	
173	9.1999532415342	2.05362688933482	1.83722854019655	1.50870202128852	0.760727591624881	0.83948559141059	1.06441405529598	0.779335903579608	1.03292473288809	1.02543258527431	0.57864661461131	0.560541631928871	0.97022205977014	0.805914793976347	3.38734788584002	1.36540601282358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.296675446574736	0	0	0	0.0850030174235892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
174	9.19996990323867	2.17229303258373	1.3259213997975	0.755638063511054	0.666933427441698	3.17001694327378	1.04694005633684	1.39645794107332	3.27073725612366	2.05035285504806	1.77079986556129	1.12057292366226	0.896058938017323	1.26141609311836	1.53205933279918	1.26146746021611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111476393678314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136490610766031	0	0	0	0	0	0	
175	9.19990301458073	2.12308772682459	1.74756169628192	1.0260170459581	0.220795312222876	0.417816768725799	0.952531942860559	0.622573716318604	2.02934256450471	2.55088446857456	1.43829647775307	1.00887243187136	1.34079348624876	0.54933920463534	1.6244020417598	1.58989087719056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0894250901747986	0	0.185517847181175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.361129101747409	0	0	0	0	0	0	
176	9.19990973418979	2.03694928639847	1.45165609424799	1.26392036246157	0.911665787653937	3.89891503638061	1.24643930370924	2.5437320763941	3.02259176420196	1.22108865860101	1.76523224816462	2.58275737793845	1.07635447101003	1.62652075324101	1.71348161579249	2.4478716444164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0377909540407524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177	9.19991946291999	1.45307074533026	1.25801380795922	1.16836353353631	0.498053547037352	0.846942628196744	1.0705090180487	0.78866184536899	1.1592568431802	1.22668947841802	0.717740263412155	0.823989511769453	0.62575491767478	0.504147599746942	0.769816906420309	0.826152710037518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.635917258967727	0	0	0	
178	9.19994885641919	1.59932919372627	1.31847441260613	1.26624526300403	0.539654937325611	1.29653259011389	0.928967008977121	0.643183190871563	1.58744646983933	1.51091931759843	0.715900006307494	1.23199076661835	0.806809587619961	0.60306865554905	1.70046064964015	0.96717882970035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.341222931255411	0	0	0	
179	9.19997724583632	2.65105246355128	1.55057346724094	1.36393433281565	0.558216500441535	0.419647360229552	0.622149950063731	0.650740720787487	1.29830024946307	0.842471416062124	0.348849260365912	1.19911753956038	1.03653210215176	0.291999850845328	0.538314904499918	1.4820523562015	0	0	0	0	0	0	0	0	0	0	0	0	0.348995284943607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.392243340918937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180	9.19993588351052	2.89076556205263	1.34006904563404	1.33820280415881	0.512564923674578	0.62875972762168	0.5606971897564	0.592501338468244	1.74491149848068	0.720454968252985	0.527071402784887	0.79579794904294	0.636203773530044	1.97344580576493	1.21260881098538	1.34154189617967	0	0	0	0	0	0	0	0	0	0	0	0	0.217531557922903	0	0.109711669396087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34480102319339	0	0	0	0	0	0	0	0	0	0	0	0	0	
181	9.19996674791046	2.34068404644197	1.19366353791793	1.10309796066059	0.608795390871405	0.85448256221284	1.13247337965706	1.42089087399885	3.2231064949862	2.49030544043405	1.68491093506545	1.0690618397401	0.889347689778532	3.67646893935377	1.94599154407521	2.20098712980047	0	0	0	0	0	0	0	0	0	0	0	0	0.0588673507868678	0.0902980662879213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
182	9.19994926210285	2.27504864884951	1.35744122962829	1.04935489531888	0.463301313366286	0.632135311104976	0.880854397479361	1.08292342091011	2.20878057868393	5.13135566469857	0.675427686684542	0.185223231616154	0.871780679806869	0.958870597795032	0.54279908943216	0.86882253582707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.337742174412361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106382585378678	0	0.185386499090106	0	0	0	
183	9.19994493630631	2.31883252688149	1.41022320646152	1.3183331241732	0.537965125715381	0.575151288261554	0.754202769891014	0.702818504189924	1.63595491362001	0.823387467387585	0.344360608257433	0.961348974478992	0.617071619704259	0.41748982367726	0.594233641018259	0.923047905327317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382327020431013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.255970770834686	0	0	0	
184	9.19998915261402	2.59141585554215	1.12276390294317	1.0694277375755	0.15824239974956	0.355566992066367	0.329335883453213	0.249581001761905	1.50405435855427	0.539466863014104	0.453712489021133	0.470850510016522	0.76837908567303	0.514381060780787	0.562123088365614	0.241127439584648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0820110475577676	0	0	0	0.261250850011584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38231330253711	0	0	0.489968181341564	
185	9.19996288759745	2.50415232922659	1.15583008323609	0.954576845808124	0.695997707650677	0.425520650624399	0.686109521660881	0.207791175772665	1.89868418364163	0.648783963624825	0.298014515691726	0.481221678537895	0.353162971011308	0.281007390910439	0.412097738655901	0.230882297554338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.250888160045619	0	0	0	0.210479580787634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177450671002839	0	0	0	
186	9.1999793550882	2.85656661459789	1.36632024400337	1.26691051539421	0.655998914401251	0.784234205149262	0.835343002042196	0.163008237043042	1.52348440992798	0.592355406223399	0.634938308315144	1.62041565019788	0.421883414273563	0.613221124373738	0.857793073594649	1.06697190529811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0839730253848673	0	0	0	0	0.222657483337439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0916148737595871	0	0	0	0	0	0	0	0	0.273294276600805	0	0	0	
187	9.19996889834247	3.20185142719034	1.42850012563562	1.25734850030083	1.00136945566034	0.910762937870364	0.674470623993492	0.234513622030605	1.78120001105871	1.02078381928322	0.444495608354696	0.976866768375261	0.365108879468082	0.590820911973518	0.900089662101677	1.18191803663826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.243706236196368	0	0.413155602431768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208610637799543	0	0	0	
188	9.19995321343898	2.6454076427124	1.36104899464613	1.29162624656584	0.247486354897635	0.38022712153616	0.966982282506675	0.401407338341419	2.01704147554243	0.52317272252936	1.8111350931306	0.55672274214583	1.76686430748323	0.564881441989857	0.907995940739985	1.03967490712158	0	0	0	0	0	0	0	0	0	0	0	0	0.031747791148869	0	0	0	0	0	0	0.238532771400634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07929390784454	0	0	0	
189	9.199932000795	2.43427819150434	1.15106817824901	1.13515718112058	0.632067689314931	0.79140560323713	1.06586298539081	0.219682321202341	1.9280337691409	1.11769798223384	0.69575284855104	1.90507951373001	0.972592573139279	0.647845167047344	0.807076700569101	1.01359926905168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281394280261735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18058947009154	0	0	0	
190	9.19996898989426	2.12761601301979	1.20915745374971	1.1892621372237	0.80041065991962	1.13190189158024	0.978025042482583	0.11286869643639	1.89847342187727	0.49113519552214	0.320063042232018	0.503497440669169	0.640604780140858	1.05690835657657	0.606340199702681	0.860666271285495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225112298519872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17009981041929	0	0	0.00115349018613642	
191	9.19996922368928	2.72980164388971	1.23572127226373	0.965191406799129	0.893967734970259	1.21586032467827	0.889429272187221	0.352061901530148	2.10093293180021	4.05053569069346	1.7420295653913	2.06050894554769	0.893838053099188	1.43328539291234	2.13143164436527	1.32745318402711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.215503155553737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
192	9.1999900070124	2.56648362901893	1.33271246806081	1.23742863546642	0.191772153878694	4.72417104804244	0.799333550487368	0.195248431652288	2.100549288241	0.839845473940815	0.571643077007947	0.886051814132421	1.66863123458679	1.23024340065117	0.497560023827784	1.23570500201598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.343903481439327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
193	9.19995967553857	3.07683443111598	1.29084706749731	1.13219493180142	0.777623306753975	0.309598348701459	0.634731159526319	0.219957208355289	1.66289576472902	0.791738883374546	0.64926553478289	0.296951204705605	0.739442296044794	1.18867279337229	0.645409113087346	1.14967044410337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232437911457703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135205056783487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
194	9.19998834428909	2.40626850998838	1.42135603471329	1.35166617213676	0.684763746440071	2.19290878360166	1.13239698168902	1.73776229185531	1.63215531409878	0.795663075187592	2.81502361243104	1.96959994520822	1.01710866462591	0.550855671731739	1.86569258750868	1.64042678213147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19334079417606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254225652509837	0	0	0	0	0	0	
195	9.19990221352331	1.91929829313459	1.91341653204025	1.82656011300261	0.732636222035867	1.1097099403929	0.860477794782227	2.47076973675624	1.35726341911687	1.36023483290884	1.02760362587949	0.895990770329233	1.09618045935278	1.07870213565046	1.66195043541726	1.18200095139201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217673262339103	0	0	0	
196	9.19998175703139	2.27064822174513	1.52435733316251	1.36903124610942	0.671794695537395	1.13546691606909	0.784163599216774	0.716723189795314	1.78630595375266	1.74518247048986	0.532590246654066	0.474462918001906	0.563632312049248	0.449222037420443	0.609517551891114	0.924690554890204	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184148778655598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0461666134299796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.436578499871239	0	0	0	
197	9.19999499625236	2.18192382301065	1.36509791595583	1.18944335728402	0.792522732656413	1.69392293234123	0.798671150041461	0.81046128201071	2.58802750473457	1.25743317885325	0.635357924816169	0.807972659643111	0.645230185982547	0.801833948991054	1.74259887590521	0.984380948843958	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0487183081894812	0	0.518824737469015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0931375700340023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34560078489125	0	0	0	
198	9.19993840479828	2.34876570947172	1.1776902448525	1.07577679544068	0.504895970831342	0.69399940143481	0.642935325898873	0.336004197672558	1.52127003523847	0.720877413288573	0.796678857198514	1.09491192355679	0.668862265865866	0.683981583095326	0.977259975164291	0.450709136780305	0	0	0	0	0	0	0	0	0	0	0	0	0.00507528313441782	0	0.00973844340884903	0.53548987725324	0.411768533577202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119655776872808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18387766757063	0	0	0	
199	9.19999357138875	2.05177450653427	1.26959182506963	1.07866727264417	0.645450319039442	0.283244267965345	0.745357432015757	0.267444890509237	1.49082765843213	0.754861483242767	0.145724258855857	0.270431665107188	0.685202159790083	0.884907846260347	0.237079985060198	0.58342886877791	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107048584644605	0	0	0	0	0	0	0	0	1.10231253495527	0	0	0	0	0	0	0	0	0.148306662454663	0	0	0	0	0	0	0	0	0	0	0	0	0.225785647742422	0	0.134684861856501	0	0	0.00443329723763567	
200	9.19991320172047	1.91915090380773	1.43225223566635	1.39913160724076	0.81958254954942	0.339602767122403	0.839616792324879	0.710246084957795	1.21598682817813	0.469673275642473	0.361540781346381	0.530667538523374	0.534886852750966	0.360507824928329	0.773165606281185	0.275035846856728	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107977362262536	0	0	0	0	0	0	0	0.74970013832928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264391927850329	0	0	0	
201	9.19990661869261	1.88848277717706	1.48886472303069	0.856075959860724	0.629287501894017	1.15570419014177	1.20555650712593	0.828299152194494	1.39635518454205	2.77109499929441	3.14267120184775	1.96085200638928	0.861008986198528	0.681217853435705	1.21569852489132	1.79145246615435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176494411078779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
202	9.199938958422	2.67474510159786	1.36170460195158	1.17878955170346	0.659107761776482	0.584326709387424	0.718280621093649	0.257072379099234	2.0153398227481	1.54102988187669	0.232931621316679	0.750767351757252	0.84186937601203	0.637070985389449	0.580520565605989	1.25480761257928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165332627489704	0	0.0167605803920524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0497784507860771	0	0	0	0	0	0	0.00769719686099274	0	0	0	0	0	0.066167251785416	
203	9.1999105062697	3.02703128805916	1.12808158102077	0.918905718845303	0.630929742669439	0.428442805381314	0.752973254542992	0.276386909292223	1.7499990756877	0.850152132304183	1.45549398342809	1.5900188902025	0.957861593892146	1.03417657743203	1.28067207734032	1.2116965218784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166930145712707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011010114402407	0	0.101587834991542	0	
204	9.19993336409638	2.24498066302006	1.09742788297413	1.09465236455508	0.379798183213096	1.86298580416528	0.782593491762867	0.566372851892881	1.63220956184071	1.24033460925242	0.993986841502818	1.79202752400961	0.929575203792289	1.11582356202522	5.061619619707	0.520138314878055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.432882469519877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
205	9.19991243089699	1.9055833973558	1.39642850453059	1.06232485524464	0.683059507978096	1.71314865920597	1.03689255052923	1.12755991433423	2.81126717751235	1.5824973327286	0.830423049486068	1.24922334453409	0.826463731307866	1.5171397791161	0.797840028115929	2.26063783650914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.287500521631219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
206	9.19994854978846	1.90825701121801	1.80510301706256	1.14304942375821	0.999432819491164	1.92404599794127	1.13843976944842	2.42778412476322	1.76487020898355	2.59759717768768	2.59759247692178	3.1272154563588	0.888866672487069	2.22288569567921	2.68428018280732	1.60344727451777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134088596413774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
207	9.19998249077244	2.13818651295968	1.75419762976399	1.70814961581944	0.814730628720865	0.445361354657012	1.15589405464132	0.769067983490015	1.90887464005525	0.522253941235571	0.939569540400791	0.691783491274381	0.651623578798991	0.790424903632919	0.788798574155171	1.38078507172309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246517086889206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0373263303377808	0	0	
