sample	height&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_oli:neo_pul	height&neo_bri:neo_oli:neo_pul	height&neo_oli:neo_pul	Ne&met_zeb	Ne&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	Ne&neo_bri:neo_gra:neo_oli:neo_pul	Ne&neo_gra	Ne&neo_bri:neo_oli:neo_pul	Ne&neo_bri	Ne&neo_oli:neo_pul	Ne&neo_oli	Ne&neo_pul	Ne&neo_mar	Ne&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri	mig&met_zeb&neo_gra	mig&met_zeb&neo_mar	mig&met_zeb&neo_oli	mig&met_zeb&neo_pul	mig&met_zeb&neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra:neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_gra:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_gra:neo_oli:neo_pul&neo_mar	mig&neo_gra&met_zeb	mig&neo_gra&neo_bri	mig&neo_gra&neo_mar	mig&neo_gra&neo_oli	mig&neo_gra&neo_pul	mig&neo_gra&neo_oli:neo_pul	mig&neo_gra&neo_bri:neo_oli:neo_pul	mig&neo_bri:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_oli:neo_pul&neo_gra	mig&neo_bri:neo_oli:neo_pul&neo_mar	mig&neo_bri&met_zeb	mig&neo_bri&neo_gra	mig&neo_bri&neo_mar	mig&neo_bri&neo_oli	mig&neo_bri&neo_pul	mig&neo_bri&neo_oli:neo_pul	mig&neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&neo_bri	mig&neo_oli:neo_pul&neo_gra	mig&neo_oli:neo_pul&neo_mar	mig&neo_oli&met_zeb	mig&neo_oli&neo_bri	mig&neo_oli&neo_gra	mig&neo_oli&neo_mar	mig&neo_oli&neo_pul	mig&neo_pul&met_zeb	mig&neo_pul&neo_bri	mig&neo_pul&neo_gra	mig&neo_pul&neo_mar	mig&neo_pul&neo_oli	mig&neo_mar&met_zeb	mig&neo_mar&neo_bri	mig&neo_mar&neo_gra	mig&neo_mar&neo_oli	mig&neo_mar&neo_pul	mig&neo_mar&neo_oli:neo_pul	mig&neo_mar&neo_bri:neo_oli:neo_pul	mig&neo_mar&neo_bri:neo_gra:neo_oli:neo_pul	
1058	9.19994208663134	1.46368092855194	1.02606603786911	0.878558557818084	0.396670716180819	2.08665264313557	0.960173807985806	2.26716331057353	0.960396305150434	0.847408617173737	1.0510543313888	1.43262830445779	0.643681446769575	0.621223177237416	0.589004883507544	0.616064274217419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0269334023388669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218473078745231	0	0	0	0	0	0	0	0	0.0962213461060296	0	0	0	0	0	
1059	9.19997350868752	2.88697394263873	1.51592127393617	0.885797586820819	0.494040979835097	0.536992485654908	0.923974205998468	1.34186077454981	1.10000653067899	1.43959543617737	0.930436828544445	1.09064013234016	1.05064761435591	0.324144881978776	0.259752205290147	0.847013258325573	0	0	0	0	0	0	0	0	0	0	0	0.348589358264017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0699178372171728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1060	9.19996437998363	2.25259183605059	1.13780827262854	0.84801924320858	0.20566185433564	0.896817495849946	0.863827140800282	2.35783905096291	0.987390329826728	0.872957299963799	1.00599160078514	1.306909383793	1.08010323925569	0.949566359848274	0.264800343620442	0.823657604257956	0	0	0	0	0	0	0	0	0	0	0	0.218568691090662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263731809878113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1061	9.19990407652664	2.11417408999097	0.988068014232032	0.956843752846989	0.722878114565472	0.871917550365384	0.787778301104679	1.89470442800891	0.257357619087997	0.393147473220759	0.622842343232861	0.550067518716133	0.719352351353741	0.24394151443779	0.191632183462612	0.377900686883549	0	0	0	0	0	0	0	0	0	0	0	0.246645239548384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1062	9.19998037720964	2.36271880760494	1.14715819285521	0.920020099288605	0.757286368478643	0.563117137505448	0.888452706722695	2.01773163148291	0.804861881948812	0.863138360827718	0.871289922369807	0.627804504165054	0.419663065756013	0.798289767814895	0.320878246327732	0.818794224328452	0	0	0	0	0	0	0	0	0	0	0	0.340384580125139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15588515357451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1063	9.1999074088755	1.98413386833707	1.3948352623514	1.21852688864041	0.759476304962267	2.56764065113751	1.0121068844135	1.7064634997822	0.674751120238702	0.713958167380405	0.876524576567065	0.641774269948503	1.30511726253546	0.58923221313381	0.291552518865526	0.704115720205812	0	0	0	0	0	0	0	0	0	0	0	0.312930007930974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284274026446146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1064	9.19995223499422	2.1247583202652	1.1901575398859	0.988391677917209	0.655605648641972	0.657144212071082	0.620615976400909	1.49067565722995	0.299459928298127	0.730259312900146	0.321463956685697	0.58320420138378	0.409554734528102	0.582027142958813	0.397680233166759	0.237236618293449	0	0	0	0	0	0	0	0	0	0	0	0.500032560099102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155811585104594	0	0	0	0	0	0	0	0	0.0359511067099544	0	0	0	0	0	
1065	9.19998959640115	1.84686184832939	1.68452507238351	1.25340893486717	0.0550051320496617	1.59394707565294	1.08633541082142	2.35069657955551	1.82830166621251	1.15869848852798	1.12799553467692	2.20593544732791	2.06508808301482	1.82708266794031	0.905627646315609	1.35751363060673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76167483247543	0	0	0	0	
1066	9.19996277984263	1.56593144773652	1.35923721069579	0.992648981748632	0.371000342555107	1.29663579503245	0.952996011406532	2.24948883002981	1.00850679581414	1.85928540904475	1.42823008560539	1.38303559132255	0.842702355284367	1.72917087127813	1.11543215192537	0.976074890209999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1067	9.19992230173324	1.87104492713282	1.30380133269768	0.661354126547995	0.0264026436292475	3.06450445862084	1.16271608866439	5.64755009056818	1.21957345184369	3.38626214774596	2.70967655892418	2.61669643377701	2.69430155099334	0.958448010913361	1.97331724153309	1.47700544087827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1068	9.19995026000623	2.00652281651893	1.70825571408461	1.16823888537857	0.470675341819467	1.93731213579395	1.01711136748514	2.28627364059642	1.30336774689403	2.18933332295688	2.07761647492735	1.66813070892758	1.17489194039387	2.77248788876871	0.706054116283652	0.823895659434311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155519963842249	0	0	0	0	
1069	9.1999420356929	1.82722802814363	1.70173859100463	1.03362020194149	0.841943195453408	2.05001113758808	0.994408806915219	1.06950725318735	1.06109599476451	1.99053529550297	0.823929180216098	0.615942188946826	2.13352349554417	0.916027222741182	0.676408922053831	1.09343781497486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1070	9.19998120493076	1.91299921458294	1.3816228658346	1.29617825074368	0.527287266282282	1.72628889986116	1.151730051499	1.92125982308878	0.756823323412235	1.16966723071484	1.37756872533336	1.67661066575262	1.32558687504254	2.25638781069556	0.808999527521292	1.04342428647731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00972683081383091	0	0	
1071	9.19998052876004	2.08048282810688	1.36677881359471	1.00711124336377	0.517626922023885	1.5161321063391	1.13342131046598	2.69403311381105	1.71682075152962	2.02556339994135	2.85524854393651	0.934795368291165	1.07171653662743	1.3802440134026	0.984444535420385	2.3408157772288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138250933005994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0890802034071448	0	0	0.363764982584171	0	0	
1072	9.19998075914916	1.87114280060101	1.54552437128217	1.0981248105427	0.0313761120918098	0.809126219861906	1.17142446998799	2.32691101923446	3.40704655771259	2.73945125171683	2.06142794026675	2.61525830603151	1.36462221479142	1.06373180755281	2.02358630940692	1.04842596218982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50997405785654	0.0344056963125817	0	0	
1073	9.1999815933549	1.98530016859775	1.70310233616325	1.29584202982335	0.71130435342015	0.936481435821965	0.968004955294444	0.810784213842749	0.990332981489311	1.03101862302501	1.5503163565171	1.14463277580802	1.30624827058563	1.83880554539424	3.43285751899911	1.78997285679197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1074	9.19996372141823	1.80320277688939	1.52422278242681	1.40403681489171	0.7331399324199	0.941751888620658	1.18717517275818	1.29577489309724	1.6362254701929	0.552587463889411	0.296953207208996	0.806821307426063	0.979718415583221	0.480330027931789	0.488749778696606	1.11647274143238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0804196739962359	0	0	0	0	0	0	0	0	0.122972742317714	0	0	
1075	9.19999831609626	1.90371124211551	1.19722402081474	0.999355766623391	0.266684166741394	1.50511380278813	1.0288920396157	1.87764970527811	1.14380285165149	0.564893374245009	0.96223429977175	1.33358834145376	1.8334553829927	1.44341462632716	0.34883761258633	0.720022375854384	0	0	0	0	0	0	0	0	0	0	0	0.305507324971404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.255458665812814	0.337791906650094	0	0	0	0	0	0	0	0	0	0	0	0	0	
1076	9.19993755176352	2.1011063931769	1.1452151943381	0.927500624125189	0.321496890463707	0.361525047736615	0.884626572451037	2.43814810952661	2.5038544303516	1.13392788802906	1.49840771323673	1.18544795891285	1.37074261204409	1.53353600545213	0.524050298716468	1.04938884632447	0	0	0	0	0	0	0	0	0	0	0	0.268778872288612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1077	9.19993153326454	2.08144933191281	0.928530219596632	0.891670702878714	0.481296298527376	0.106347498102256	0.825742544225242	1.66383196588025	0.470534749190406	0.377677190694509	0.273129507793411	0.740939240328435	0.124906924012021	0.584624999595782	0.290261981853771	0.707118327428008	0	0	0	0	0	0	0	0	0	0	0	0.357634340031742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168837789702828	0	0	0	0	0	0	0	0	
1078	9.19998596762624	1.76666074515668	0.989780189698658	0.981746338308137	0.577032726168675	0.526522608996393	0.918330992207197	2.31398838231694	0.619071173007052	0.925574516425304	0.697739584832305	0.693992155288712	0.840721134163063	1.44079258423938	0.294456110478623	0.645707700894782	0	0	0	0	0	0	0	0	0	0	0	0.389403624438599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1079	9.19990360327951	2.66282578397858	1.28721609299107	1.28589520418066	0.296245614223731	0.954415733657471	0.836239178561989	1.11169857016519	0.444736417366394	1.70781533079306	0.392931993504311	1.79419728756526	0.938625080713537	2.12447092657369	0.210051830597358	0.737078287453626	0	0	0	0	0	0	0	0	0	0	0	0.322948067966657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1080	9.19993205410813	2.90705219043958	1.40727234754751	1.24342202028755	0.514106826238978	0.837403459284768	0.524057659495691	1.79533420959187	1.4343539822881	0.932495590870383	0.784993088073511	1.23145831617597	1.00753228852606	0.437373368225832	0.241074059866743	1.13880153526615	0	0	0	0	0	0	0	0	0	0	0	0.289959907745759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1081	9.19998420048515	2.67684634550012	1.16023066252845	0.842406441137052	0.656298382729242	1.92540683669774	0.896321099170884	1.7599060035884	0.88633740427577	1.66001651637119	0.955071294521404	0.547379439749737	1.00245046713992	0.552603182738418	0.30758534299859	0.65618077649599	0	0	0	0	0	0	0	0	0	0	0	0.293985099479177	0	0	0	0	0	0	0	0	0	0.208999528543307	0	0	0	0	0	0.520168239744284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1082	9.19995093525486	2.93964777100435	1.21349390082604	0.762516267567067	0.544396684656269	0.599235408720088	0.724936575109914	1.91673843353841	0.559072965730157	1.00333045455018	0.642439307435575	0.70774693325586	0.624715783340757	2.98818344490177	0.235539243380905	1.02348652191854	0	0	0	0	0	0	0	0	0	0	0	0.205280337338045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1083	9.19990322033626	2.67530974642419	1.25701022019458	1.19681263446535	0.281706842734784	0.662009663928849	0.634156851374565	1.70049802105955	0.523263499715249	0.384492535121695	1.10840821457788	2.28993687699744	0.546487962697604	0.66521418910226	0.186339295944946	0.83835598990055	0	0	0	0	0	0	0	0	0	0	0	0.206475613684873	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0418633611809603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1084	9.19990811780115	2.5987230696335	1.35480106260971	1.17968606055877	0.396298787298998	0.72561762927528	1.06106141917705	3.37806216661747	1.81742882119139	0.60663010317547	1.56283690854034	1.77161475170091	1.16733970794517	1.05174639424599	0.339101847464186	1.33603095213927	0	0	0	0	0	0	0	0	0	0	0	0.220011274722307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1085	9.19993096870406	2.32818814192211	1.40680117329559	1.2949404868126	0.552568700850368	1.92136553491835	1.23683811689587	3.60549743384937	1.21694713683592	1.81100074764949	1.10702703225393	1.22624584422373	1.05291215294538	0.95567013584172	0.466201615885501	2.28609901287968	0	0	0	0	0	0	0	0	0	0	0	0.0425191300573263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05500600991474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1086	9.19997591821455	1.96912209166601	1.47130060592087	1.14050150275371	0.699997688671258	0.944062120386185	1.05668767451442	4.01971175275628	3.3092827928641	1.75015542896067	1.84855205896218	1.33964765157053	2.99246284924844	2.62685740576425	2.36710713354682	0.957368408692592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1087	9.19990767287259	1.95011437184146	1.62835190323053	1.19135253841359	0.780130456295251	0.999931469734965	1.22774786800964	1.17341537159929	1.2735408216161	1.93053785363512	2.79570211753648	0.92124127450713	0.937867174395172	2.21319815116452	1.25373210550578	1.9671875725467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426109219401105	0	0	0	0.0298478124024646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1088	9.19996175778187	1.61733419415855	1.47829578328555	0.93847172883932	0.366714164503832	0.705409099973757	1.18451938052433	1.13241206433713	0.827415664303903	1.82189908086569	1.97012085429998	1.47757790834417	1.27280924298611	1.25941818755464	2.83588284354949	0.840963270123826	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0408813068579916	0	0.0150133287536047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.474500272312824	0	0	0	0	0	0	0	0	
1089	9.19997593137833	1.94531624049794	1.79322156924028	0.983425271863572	0.183346814763804	1.25027996871406	1.10434367151869	2.07244690256728	4.03633350826017	2.02267453297863	3.08002323203577	1.46383469413734	1.46227016889825	1.21401166512355	1.79446538320423	1.59546658485198	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00729125252081691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.247207699322158	0	0	0	0	
1090	9.19990401293482	2.29744190729524	1.98778997295151	1.32382820131328	0.751645742233113	1.24369456831426	1.13982841386242	1.79418103967903	1.46142251770732	1.88290264261723	1.53241627472797	0.870746894616907	0.830024165865759	3.07760717020736	3.13656200533075	2.41472238680536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1091	9.19990986021707	2.18596664592824	1.66658617202815	1.13552503971625	0.39401576303298	0.756233373636307	1.06197818474545	1.56439870112319	0.989159854751447	1.22216160095127	0.959701538255604	2.18110740750373	1.23090342329956	0.816799718346292	1.16541739805141	1.52773250115894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032146574611307	0	0	0	0.264716616650038	0	0	
1092	9.19997453328273	2.60000444493859	1.32260296568494	1.04449671771169	0.744558668642456	1.18774211602966	0.832046930917546	2.01433248948316	1.62081350162938	1.11933299729335	3.16828113401039	0.954753168102342	2.83594427742481	0.965035313626496	2.12839759057156	1.43934742412099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165318259815303	0	0	0	0	
1093	9.19990528107393	2.48407812861418	1.53313463089753	1.08985821838526	0.21964854843433	0.906168116467024	0.915217330901573	2.54043332758402	2.91886845415288	2.02257271391905	2.74451435108994	2.25589269110645	0.563257835325261	3.27854594652104	1.6161400194423	1.57104448904186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.377773663822618	0	0	0	0	0	0	0	0	0	0.709975506754661	0	0	0	0	
1094	9.19999353569504	2.49065777283065	1.45174301810188	0.709688371281512	0.364456921485678	1.86421098910856	0.975686737123985	2.1004017096775	1.48080696658532	1.80598313820023	1.20478519220389	1.25042106491235	1.40905881192255	1.57522965548943	1.32866805267629	1.44189904048812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.680282761180896	0	0	
1095	9.19997936113324	2.4175083632926	1.93161188305979	1.35116874051286	0.961358061457864	1.81450069584493	0.869599567283057	1.22811045698656	0.697075835982555	1.4929056020226	2.61822360936813	0.704644179336395	2.54900194686452	1.72166907176548	1.41946921921006	1.96564900053869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203617857767614	0	0	
1096	9.19994801422323	1.95938507700763	1.94069682676117	1.33441564621671	0.803524564738481	1.30932884845876	1.10771214723047	0.972721763239864	2.14958422541991	2.8114336771188	0.924587019596952	0.899247261732654	2.57051311711849	1.33576753546731	0.762051372979669	3.18700113021743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110560467258348	0	0	0	0	0	0	0	0	0	0	0	0	0	
1097	9.19996364569542	1.86221322281521	1.64377677622883	1.11097459042176	0.583651251026744	2.99083422384481	1.28781318313011	4.8815137671591	5.63191876945343	2.16927504883121	4.36693227158954	1.74436259312766	9.37955974054687	3.23642039603833	2.05392696527969	2.04330735584227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0578758512294373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1098	9.19999976752088	1.99497136505469	1.94959509027214	1.21661297631955	0.877133760398719	2.63993558539389	1.29341395520288	1.69485890875696	1.05943606649603	1.53638689202584	3.30152607113287	0.747452804520996	0.80821203236704	1.60279947091026	2.49752756934188	1.90504934218097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0633393207912751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0382691856042573	0	0	0	0	
1099	9.19995009669997	2.24587935289442	1.30572204278629	1.02122676787839	0.70446572063291	2.04131695613673	1.01465558363472	2.54968316577863	1.00666671340058	1.02244463140819	1.94622702801974	0.843801862880402	1.29803853616693	1.16530179946373	1.16499360565615	1.21091825123086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0761042970373856	0.0238712508388347	0	0	0	0	
1100	9.19993043171533	2.63562658166201	1.33229036352174	1.05516259057621	0.820878496614961	1.81779842435727	0.870679367283333	1.9648834611675	0.595739808144675	0.87564290661541	0.325142014837609	0.883990786606195	0.450243436567317	0.470573930273019	1.51975175519293	1.27233735194801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159524746032135	0.061871594580924	0	0	0	0	
1101	9.19995076913739	2.29053487577551	1.32930275617873	1.12879405147581	0.207692303561987	1.63950537331429	0.846495392753423	1.5342221918447	1.26463565365895	0.503435178703166	1.53140108913866	1.35079382075686	1.27544122195861	0.781790909016167	1.38596137641594	0.758887275856943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160269566120369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0841503976636133	1.27883524534983	0	0	0	0	
1102	9.19993876727601	2.36774572781223	1.58652430351465	1.31643405883631	0.456108442833691	2.12261661361181	1.0133842320947	2.73891191479197	0.670962196905646	0.693795848314539	0.680618153036694	2.00338219723776	0.646702998061328	1.58242294100349	1.44701761058535	1.62354229877167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321718130438258	0	0	0	0	
1103	9.19991601881063	2.69292639543666	1.62895491448823	1.25635847904786	0.255963737393877	1.71714574028075	0.783060827458592	1.65058179626387	1.92559939543288	1.10651330861568	1.13230651180635	2.75492891380292	1.1158349894648	1.29252900149708	2.57803147892645	1.58911397166777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153017153051787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288001968555246	0	0	0	0	0	0	0	0	0	0.348930965118614	0	0	0	0	
1104	9.19998748278288	2.12049991591992	1.50522010930294	0.948738681723027	0.436985868006315	1.59376632498637	1.00347816508886	3.04305230321697	1.39226760945067	2.32611715287769	1.49572891532008	1.38954074609809	1.15487787279886	1.15796447540205	0.839831998669694	1.546114527679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0712266773015382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0957202075809946	0	0	0	0	
1105	9.1999218217794	2.00561870805928	1.11679747819881	0.652918178090741	0.152034056557495	1.35679849709848	1.01977459919209	2.21896483296531	1.40734422667367	4.73536213966018	0.790514848641273	1.24175111014895	1.29221081328788	1.41818329147948	1.4404849784372	1.14553892605771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13629065177833	0	0	0	0	
1106	9.19994158768852	1.96974789574056	1.28446969023103	0.740056748912348	0.119112917909362	1.55910189008339	0.968705297550313	2.90134432661658	3.36989429015909	2.68349855683671	1.33654645407433	2.36324501456023	1.70417436274339	1.73853140929089	0.907459866595154	1.27014627416291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.635138502187306	0	0	0	0	
1107	9.1999656810465	2.07464373764161	1.65908354285286	1.33547381504007	0.431084065958559	1.32063978934424	1.1792342927834	1.5958459366823	1.52002155588278	2.70992256252861	0.953296800770567	2.043290563337	1.50931593440772	5.56023198647812	0.745476001908958	1.58436174795622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1108	9.19997286906229	2.32296192380491	1.85301916819641	1.29355515355043	0.83050353179326	1.34315402119125	1.21558015410038	1.91008716396928	1.82731784412898	2.05200513112828	1.27562787180336	0.997081658407555	0.793370264118286	1.19812266439149	1.26322020656863	1.68539191291201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0640393814955799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096305720083735	0	0	0	0	0	0	
1109	9.19997789504143	2.32501229965985	1.73052943145287	1.31526168330742	0.426013974279526	0.732570390847929	1.30257758306377	2.90135103718663	4.5391189951312	2.01814194413568	2.06498438951517	0.817915967217189	1.45879985057822	1.55211901429656	0.8436944301292	2.37686710004606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.482119140477127	0	0	0	0	0	0	0	0.0656964126449391	0	0	0	0	0	0	
