sample	height&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_oli:neo_pul	height&neo_bri:neo_oli:neo_pul	height&neo_oli:neo_pul	Ne&met_zeb	Ne&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	Ne&neo_bri:neo_gra:neo_oli:neo_pul	Ne&neo_gra	Ne&neo_bri:neo_oli:neo_pul	Ne&neo_bri	Ne&neo_oli:neo_pul	Ne&neo_oli	Ne&neo_pul	Ne&neo_mar	Ne&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri	mig&met_zeb&neo_gra	mig&met_zeb&neo_mar	mig&met_zeb&neo_oli	mig&met_zeb&neo_pul	mig&met_zeb&neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra:neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_gra:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_gra:neo_oli:neo_pul&neo_mar	mig&neo_gra&met_zeb	mig&neo_gra&neo_bri	mig&neo_gra&neo_mar	mig&neo_gra&neo_oli	mig&neo_gra&neo_pul	mig&neo_gra&neo_oli:neo_pul	mig&neo_gra&neo_bri:neo_oli:neo_pul	mig&neo_bri:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_oli:neo_pul&neo_gra	mig&neo_bri:neo_oli:neo_pul&neo_mar	mig&neo_bri&met_zeb	mig&neo_bri&neo_gra	mig&neo_bri&neo_mar	mig&neo_bri&neo_oli	mig&neo_bri&neo_pul	mig&neo_bri&neo_oli:neo_pul	mig&neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&neo_bri	mig&neo_oli:neo_pul&neo_gra	mig&neo_oli:neo_pul&neo_mar	mig&neo_oli&met_zeb	mig&neo_oli&neo_bri	mig&neo_oli&neo_gra	mig&neo_oli&neo_mar	mig&neo_oli&neo_pul	mig&neo_pul&met_zeb	mig&neo_pul&neo_bri	mig&neo_pul&neo_gra	mig&neo_pul&neo_mar	mig&neo_pul&neo_oli	mig&neo_mar&met_zeb	mig&neo_mar&neo_bri	mig&neo_mar&neo_gra	mig&neo_mar&neo_oli	mig&neo_mar&neo_pul	mig&neo_mar&neo_oli:neo_pul	mig&neo_mar&neo_bri:neo_oli:neo_pul	mig&neo_mar&neo_bri:neo_gra:neo_oli:neo_pul	
585	9.1999145057261	2.49269534808169	2.00644317597311	1.32395942606044	0.515618535259594	4.56510211900839	1.0049640341154	3.74528277615328	0.848683938272014	2.67471977728645	3.30783005701957	1.28311342830888	2.43863775499115	1.7014020274563	0.732332969559576	2.36046624792258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180838973427039	0	0	0	0	0	0	0	0.0161777681055399	0	0	0	0	0	0	
586	9.19990345555713	2.60876800367087	1.86346991173054	1.07091416080617	0.272013209913886	0.680947152878588	1.09264904002145	1.45408524636592	1.12337627464254	2.05148837297097	3.10635400493704	1.37383050947742	1.72808215548395	0.31299275438948	3.87741226527207	2.5903039329589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0256996411842584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.532759593269443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
587	9.19993510483383	2.42788283849151	1.96966029541017	1.38783072967942	0.659501208556722	2.60159954061511	1.23936994724284	3.91241920859504	0.74727232521502	1.04189400669806	1.48968561876269	3.72656661357296	2.86986353949637	2.59049832177929	2.45954167319293	3.24738661982111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.426315184467006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
588	9.19997608437306	2.33129913643003	1.41931565358259	1.23147756422576	0.200709302980262	1.8969559614574	0.81404825117304	2.51126331950962	2.38390264381621	1.08214858581195	1.22404550381857	1.01041532548011	1.27949178722687	3.50504563553946	1.92925829976032	1.42611485350732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00447404155411593	0	0	0	0	0	0	0	1.12895476371859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
589	9.19997274406157	2.25883836270471	1.32265967182911	1.2242255509781	1.05538539445998	0.901127025809915	0.87175520839309	1.99856057908125	2.34668656158215	0.78810980344456	0.952419865932971	0.53714750368953	1.27318551973262	2.11914612527069	0.549193208821209	0.971245940286472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24429544598164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
590	9.1999832556879	1.81120239643942	1.65969714824532	1.15563181335553	0.605576773083866	3.59470390594749	1.03558555759217	3.37716000455356	1.90291975353721	1.10556372282253	1.48997141480471	1.13439442340077	0.818031704434611	1.99320278621878	1.00338713064028	0.742598658747488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12311886300606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
591	9.19993096495815	1.82970538925491	1.73940777277539	1.15499362350765	0.693438021114405	1.06822035341583	1.29043957085597	1.20165493308656	1.41066261012493	3.44131826777194	0.952255067078344	1.0450678119211	1.33579394063411	1.1300284219564	0.734201845843222	1.18021934458517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
592	9.1999349365694	1.80584756044509	1.66632218862526	0.636030311566141	0.347117756117007	1.92657320337205	1.25742076985901	3.28799317314034	1.79851572375156	1.73524253769514	0.848239820348298	0.600115442493539	1.067795060688	8.16490174408175	2.81916439967115	1.44458286592459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121989632304236	0	0	0	0	0	0	0	0	0	
593	9.19993378234035	1.77903933301331	1.62107500542104	1.24908243400651	0.554777484165974	0.768895325504548	1.09771393755974	2.80207176652902	1.9624492106957	1.27262559276056	1.29006888672153	1.27658426176208	2.76076723917582	2.45205930322784	0.921211537211238	1.52887994680316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118273633769142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
594	9.19991655446578	1.48755761892273	1.44932352786094	0.963181900668788	0.803703431075398	1.99199370273507	1.00554950246523	1.769780418659	0.834765390137895	1.43221963541993	0.437204366967415	0.383664100570183	0.64729299133074	1.34119559698555	1.54558212620633	0.262390268993644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118586885589943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
595	9.19992215784031	1.73289243183308	1.71983516249201	1.21751424369318	0.503257188095208	0.815378894028512	1.10296615458633	0.727804212937072	0.317088621301048	1.20223038426936	0.598276181527958	1.04540803607904	1.03848918763493	1.61919196447782	0.845729246285884	0.856426154971065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177019060438316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184132988366938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
596	9.19990829506498	1.88129411360563	1.68344714238967	1.106694724805	0.172168644306239	1.00643795036718	1.21509552022593	1.16975829495972	1.80353050861183	1.36772779990277	1.99741647853329	1.88620044578017	2.93831136306976	1.55104580019241	0.910762108622232	2.2373665414537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0947372615974212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
597	9.19990996974975	1.64327555236749	1.30073558862996	1.03776914526929	0.402899244868319	2.13831070675816	1.41465696777369	2.18574284449759	1.06495105857484	1.08692494848918	2.67629248398143	1.798035143741	2.65056161783974	1.88939044511078	1.17727450516317	1.50390811343413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0384472339445538	0	0	0	0	0	0	0	0	0	0	0	0	0	
598	9.19996921561663	2.02626994508142	1.8605082245952	1.18273268050801	0.482172456542667	2.71077383942435	1.04679696347375	3.67789714448836	2.03040073491066	2.2176023884844	3.73831430204545	3.01157109514762	1.40377733351871	1.59916922540234	5.8684080593303	2.48491669024455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
599	9.19999891352024	1.89850099353777	1.72518965071905	0.958850937377449	0.0127229835259259	1.13626120643186	1.13384165154487	1.49169124635547	0.563355659885607	1.72221429279617	1.16177274005895	2.07273837759758	3.28304338735847	1.18563255893367	1.89740740945593	1.99946738185587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
600	9.19999398213832	1.93289971079671	1.75519727024391	1.2387240632123	0.635577585689759	2.23622752409105	1.17230239325534	1.6127159737858	0.803883980077265	1.9896398230629	0.930089932860655	1.12023012266185	1.71038498511859	3.88002652902802	3.02326092361124	1.73158192913366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
601	9.1999005420673	1.56277314521143	1.38703168835612	1.13993902495154	0.857225259639567	1.0247964088782	0.93346869133518	1.2525248667133	0.904354050302646	0.960233747401573	1.13860510890997	0.680444551809749	0.550248585691315	0.777554475423872	1.36208772633758	0.583833298003607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
602	9.19993269740895	1.92130449150323	1.7084779725393	1.31831450544068	0.656247087858242	3.77986261134772	1.3949896326362	1.77281298713799	1.07805736644956	1.55307130423383	1.81248185838921	1.58006128761857	1.92161807992061	1.55562341417938	1.50019320827028	1.91687430800098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128007495952201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
603	9.19992951433645	2.10473082727747	1.80276280461679	1.06997048177631	0.285368345238384	2.46437619707603	1.08543206721146	2.5862252571513	1.88734913620257	2.36131352740463	1.8927501611354	1.23691676460523	1.85992239369088	3.97196539879118	1.54958939932991	2.23054741353527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0824749327837555	0	0	0	0	0.589019320840507	0	0	0	0	0.158482976943319	0	0	0	0	0	0	0	0	0	
604	9.19992168820531	2.08182090994163	1.97957317125309	1.11670769287978	0.218383494305401	2.0582551638378	0.90448931616625	0.944172096935303	1.72585436492652	2.1275881911571	0.730734482642769	3.78462242111035	3.00555285967035	4.11437756009606	2.55647965539713	1.11267779550572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
605	9.19990246412874	2.22714554288299	1.68505243059179	1.35367074296752	0.424424484128029	1.90139598857863	0.898876389050074	1.53787812683243	0.746821971224327	1.6130529565124	1.55993955415704	0.691991335775296	1.12178082365208	3.65140122924519	1.65678902045548	1.52634040420222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00552325351300558	0	0	0	0	0	0	0	0	0	0	0	0	0	0.555686360268594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
606	9.1999450199787	1.9688095312974	1.22637561502369	1.01856535510031	0.0530254230793636	2.50800813857895	1.00619109584914	2.29937243737832	0.916346552833456	1.37676520015641	0.85942335872507	1.52085335063495	1.62882372091865	0.664900702675134	3.5409451107616	1.34370905488054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
607	9.19994931181484	1.9230851919218	1.66308483347567	1.34671432255601	0.777531566288052	4.28905832306178	1.26823087712213	1.45220720402936	1.2309862730504	1.22042669324574	0.780690814386113	2.91704555628612	0.786832511355193	3.67072987506915	3.69367000703917	2.23002124071703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0231278238190521	0	0	0	
608	9.19998652650805	1.52951610755613	1.44648410425574	1.02636232086969	0.600302295826626	2.84858399296796	1.26570328706541	1.838266153235	0.864145349227435	1.2562086952855	0.95510937438628	1.3515342507892	1.07565436661843	1.46773241602887	1.16803094542502	1.42052359924728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
609	9.19996750337965	1.61851835343889	1.5203096744189	1.23899667793703	0.978038163182064	6.56412002250067	1.0775964712554	1.21338611565016	0.796782306422716	0.870747353129839	1.02262154828778	0.552278829790616	1.74282799746099	2.78775413808005	0.641679173108302	1.23204522457503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140258176577976	0	0	0	0	0	0	0	0	0	0	0.0799757233112008	0	0	0	0	0	0	0	0	0	0	0	
610	9.1999071797305	1.6168044693295	1.45532030619513	1.29097352081219	0.55367239955738	2.14558606456096	0.90207544139086	1.81415028649484	0.568024218143015	1.42704160714052	0.778429123161603	1.26052381288606	1.52428203966929	0.668561321217978	1.34123538091799	0.818550194364469	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0284393476278624	0.0271746022149968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.342674183770581	0	0	0	0	0	0	0	0	0	0	0	
611	9.19997475465401	1.57456214163504	1.43567756584222	1.32653711860936	0.0801931450495306	1.32280276190647	1.20311429468085	3.08845648205415	1.64805918497336	1.08652917376038	2.19440688900894	2.79114251357784	1.20652302284252	1.64019979316226	2.41786739811206	1.49464404314446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
612	9.19993123421902	1.85244693378611	1.42656169249381	1.10070444236889	0.597748405803506	1.45876860495472	0.97595141589441	2.6230683115011	2.08279213384202	2.21674074528158	3.49977863431138	1.18428542988655	0.389141022825525	0.335037775027688	0.784249844287661	1.04021592094414	0	0	0	0	0	0	0	0	0	0	0	0.261373741777684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
613	9.19997666584955	2.5356989142672	1.25510255371018	1.01118615417148	0.686889632958765	0.462906141092777	0.768020398455624	1.49730666623427	0.803169815932273	0.903308295378218	0.976224656930315	0.433089907312719	1.02261537993265	0.903743807628693	0.437288754994198	1.19527135542023	0	0	0	0	0	0	0	0	0	0	0	0.320262928474023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178681652266784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
614	9.19990040274982	2.2576795207662	1.49023543289121	1.00491595655232	0.760515893473588	1.88993408847586	0.982001261927463	1.2617066555501	0.712431169446173	1.04889524562897	0.483397930761899	0.98910966231696	0.410451145459258	0.579062358993557	0.285768528593669	0.409401471228022	0	0	0	0	0	0	0	0	0	0	0	0.629697735606946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181034404428795	0	0	0	0	0	0.0773540165007789	0	0	0	0	0	0	0	0	
615	9.19993880228007	1.95013588214672	1.61762885602507	1.01183310045746	0.207843086008393	2.39549371071758	0.83702056050262	1.28873775893668	1.79435276310979	2.28785428903911	2.76540972005796	0.867831344169183	0.853065938419863	0.971240082995418	0.837765617004689	0.795549883241517	0	0	0	0	0	0	0	0	0	0	0	0.156000304884319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999629828849446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
616	9.19996172197899	2.07131241035828	2.0685603447825	1.22232225253327	0.511276730164259	1.76645828071666	1.1550427752269	0.943244924874131	1.36428025079126	1.4582309356625	1.73696727661076	3.56323139389412	4.41065847599133	2.57718338003061	1.80708786853256	1.4768261581369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
617	9.19994962306374	1.86604332295927	1.72664272773577	1.38318534022416	0.47156976480297	2.21343042590709	1.15122961011029	1.37134969337735	0.492842824456615	1.83633280283107	1.18963870706018	1.63016727102795	1.64632203246522	1.13562670818255	0.800576513923212	1.78644685037098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
618	9.19995935065999	2.22429867467858	1.64552953712535	1.24538980428682	0.881162204378999	1.6832734518691	1.23563046526161	4.38165776531372	2.07979435864738	1.3946232988023	1.67200785625818	0.66419148190841	0.727379083327908	3.08721826359397	4.15659812279018	2.84196209366285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0169790168154594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
619	9.19991235389133	2.09457439147183	1.61896758883294	1.04581184565569	0.147269662770499	0.81209885919996	1.06476397709206	3.07642302573942	1.62710816172515	1.4321937656451	1.99904918843647	1.74229317083189	1.65675244675895	0.749981927835621	1.33908602568653	1.99949678613851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
620	9.1999190463937	1.72289287952072	1.36724026914192	1.3584427460294	0.623255385957901	1.75570966591087	1.23982217061919	1.35563014958357	1.02537003867656	1.43914684228049	1.39132188289321	0.786925030858117	1.56156644229317	1.25146834321182	0.625565817492095	1.19959913524656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124742164448514	0	0	
621	9.19997491276093	2.23179123891304	1.24745468008638	0.996182086854335	0.376164493391408	0.969088357131733	0.846569925637519	2.3885193982655	0.67884449648099	1.31137939165659	1.76558982827993	1.64737728317938	2.90646592487253	0.548285400695474	0.856477385902111	1.72372782408116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186802307805693	0	0	0	0	
622	9.19990049183002	2.3707246150899	1.48441601344178	0.828034850332778	0.329788294982535	0.909061151387221	1.0291567399109	2.12306565701597	2.54466447563785	1.87204908465913	0.823157044717198	1.7416743668113	3.27711843848487	2.04311818006991	2.15926787794048	2.14016410813063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225929235162331	0	0	0	0	
623	9.19996711606056	2.36718337068806	1.40017735484533	1.21949048395337	0.357042719687679	1.68498445850762	0.816465306060546	2.67224351534122	0.765372271049215	0.908962046080113	2.86026292838811	1.77455649605683	0.580629217667407	0.705829079448181	0.891387546010627	1.11657322838688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.354191253662019	0	0	0	0	
624	9.19991882132573	1.93531255702375	1.70900053757215	1.16733772940292	0.652559637796661	1.46553332833964	0.84424671073442	1.24427089256099	2.04449526575421	1.44335042578193	0.982512623638733	0.777739024509335	0.820427690356775	1.89259012327699	1.64676735905876	0.836924411737643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.353457727476806	0	0	0	0	
625	9.19993295946752	1.95011114251119	1.47264386262585	1.31998531219571	0.613530597058094	0.485573125972991	1.00878219861812	1.57697290221915	0.915935108488522	0.546322831900918	1.4633823196972	0.959098486030724	1.85231541495885	1.6207466569081	1.52209771898938	1.01376690965138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0065582017978591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26344846093723	0	0	0	0.158533374244256	
626	9.19994724694928	2.02976398518995	1.77194630137273	0.761328263794733	0.144170391485806	2.85511234801775	1.18220141161298	2.8489215297128	2.91180721039658	4.94468882980302	1.51072879271528	1.33231453493606	1.37690217823569	1.28277298834897	0.621574580434296	1.66203820389693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0128026170923459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
627	9.19999257928088	2.02518203457159	1.71983839715848	1.0604969247727	0.595665052690424	0.789014541719356	1.05978393347394	1.31460653157345	0.511226512245624	1.4985728620354	1.55595646717608	1.48119503771017	1.07139450941649	0.628022053190156	0.331928374826427	0.983729981254572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0626353187683255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240908819582795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
628	9.19990518802608	1.98216781333154	1.87918901976224	1.26840136363432	0.741554471111805	1.40616328537658	1.41654895616405	0.574654702327225	0.887261740138559	2.31817576050929	1.20144682885093	1.71947011998453	0.977380864929221	0.824544319251905	0.869981707346217	2.11337098784719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
629	9.19995599935194	1.5914337925696	1.50488222374211	1.12356952981069	0.284156141865697	0.534096367936624	1.23374026436137	2.00336963809656	4.30646965470281	1.35592694197878	0.213402748894005	2.14111857777734	0.62837873773665	0.868743792387315	1.26890561245206	0.701471657304474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0891772329688984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
630	9.19993005840132	1.95189272039469	1.72057762213356	1.51712660243276	0.380999038991484	0.665060140051497	1.19011690124189	2.15397226275685	1.22161178202504	1.70698153730821	0.269106985050376	2.28784883730518	4.22771099506074	2.27503508616491	2.70935843897011	1.73204493031321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
631	9.19993862415556	1.95152662427183	1.85240298340228	1.38261965926167	0.488080611045463	1.1485893562408	1.4811922710414	1.46919067899037	1.91465312518837	0.997154566053951	0.806019739818185	1.95297363727663	0.68645160419408	2.8412877390648	1.31214459290664	2.21880416426004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
632	9.19991171671864	2.2222931969632	2.19246383984533	1.74455330333769	0.686114655286503	1.96170001894933	1.08564490649088	1.65728011559077	2.23979796711279	1.12266336420307	1.52593152424575	1.30897156280748	1.66669283102459	2.15337299873812	1.71728247253691	2.16531243276982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0829525456820466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
633	9.19991372770662	1.72023287290865	1.58926806696666	1.30281941499355	0.284976215648033	1.85878297681512	1.07302198270317	2.9517569298039	1.30963287758082	1.5667542045592	0.805975843056396	1.22195583959276	1.65700101678206	0.67438142144703	0.665113731077248	1.25183462299656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0243256720495133	0	
634	9.19995847256213	2.03533905118957	1.8772712033773	1.48219766650715	0.179404255873847	1.41979785793124	1.00224313075589	1.44353984534083	1.98406929744835	1.62379809054228	2.09334526026914	1.42008231739031	1.07165289635734	1.96854855258333	2.42659787398375	1.03679137787461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.482915028105175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.631222274001475	0	0	0	0	0	0	0	0	
635	9.19990717728452	1.91457262843879	1.76522604479869	0.842613803048628	0.392114696268359	1.65471562717947	1.22993676327413	1.4262170818037	0.746089128477928	1.85148373415358	0.671843521571781	1.74908729882738	0.781762632979593	0.490464333992526	1.62707996678533	1.24794535359098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
636	9.19997896383479	1.83158612965197	1.65884206390205	1.1389868273321	0.479913415472421	1.96259525313828	1.33665207735557	4.55281691217743	2.57545847655339	2.04056786726122	1.4439152734813	1.51477040779846	3.02459036614935	1.37985294498896	1.72990202322035	2.25283360168191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
637	9.19992683229151	1.87100656101236	1.68525837014886	0.67726369384036	0.0888440748991396	0.624283964676094	1.00006695208271	1.89138226221941	1.05282294861526	4.04514830562746	1.71063642575185	1.33016611170273	3.77996666386686	1.37847329346278	2.33900135459314	1.62522846279268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.852163367902749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
