sample	height&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_gra:neo_mar:neo_oli:neo_pul	height&neo_gra:neo_mar	height&neo_oli:neo_pul	Ne&met_zeb	Ne&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	Ne&neo_bri	Ne&neo_gra:neo_mar:neo_oli:neo_pul	Ne&neo_gra:neo_mar	Ne&neo_gra	Ne&neo_mar	Ne&neo_oli:neo_pul	Ne&neo_pul	Ne&neo_oli	Ne&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri	mig&met_zeb&neo_gra	mig&met_zeb&neo_mar	mig&met_zeb&neo_oli	mig&met_zeb&neo_pul	mig&met_zeb&neo_oli:neo_pul	mig&met_zeb&neo_gra:neo_mar	mig&met_zeb&neo_gra:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_bri&met_zeb	mig&neo_bri&neo_gra	mig&neo_bri&neo_mar	mig&neo_bri&neo_oli	mig&neo_bri&neo_pul	mig&neo_bri&neo_oli:neo_pul	mig&neo_bri&neo_gra:neo_mar	mig&neo_bri&neo_gra:neo_mar:neo_oli:neo_pul	mig&neo_gra:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_gra:neo_mar:neo_oli:neo_pul&neo_bri	mig&neo_gra:neo_mar&met_zeb	mig&neo_gra:neo_mar&neo_bri	mig&neo_gra:neo_mar&neo_oli:neo_pul	mig&neo_gra&met_zeb	mig&neo_gra&neo_bri	mig&neo_gra&neo_mar	mig&neo_gra&neo_oli	mig&neo_gra&neo_pul	mig&neo_gra&neo_oli:neo_pul	mig&neo_mar&met_zeb	mig&neo_mar&neo_bri	mig&neo_mar&neo_gra	mig&neo_mar&neo_oli	mig&neo_mar&neo_pul	mig&neo_mar&neo_oli:neo_pul	mig&neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&neo_bri	mig&neo_oli:neo_pul&neo_gra	mig&neo_oli:neo_pul&neo_mar	mig&neo_oli:neo_pul&neo_gra:neo_mar	mig&neo_pul&met_zeb	mig&neo_pul&neo_bri	mig&neo_pul&neo_gra	mig&neo_pul&neo_mar	mig&neo_pul&neo_oli	mig&neo_oli&met_zeb	mig&neo_oli&neo_bri	mig&neo_oli&neo_gra	mig&neo_oli&neo_mar	mig&neo_oli&neo_pul	
62	9.199971301968	1.59818207713435	1.52360776456237	1.49041185518852	0.659861643555636	0.634895647837618	0.819599303365028	0.591497325633154	0.81773136442825	0.336732006119022	1.82350399620494	0.545590861421754	0.729341131258634	0.394264941096079	0.282810455321205	0.43576418866985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.496469907980508	0	0	0	0	0	0	0	0	
63	9.1999788623141	1.82032226906202	1.75996748645484	1.63367640402888	0.527590031348093	2.31132143235456	1.17058382453669	0.443374862162488	1.7805288326727	0.560790775529791	0.88813188988228	1.50083437669427	1.33217824688713	0.839274657574824	1.08693107502786	2.26844524291253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.338976605549612	0	0	0	0	0	0	0	0	
64	9.19999504088471	1.73683857164265	1.66654832001019	1.591170733305	0.5265318251994	1.39806929864553	1.16441154772389	0.644012386694459	1.86875919378507	0.731269267583926	0.660204724915888	1.33852813039744	1.27310703269711	0.405346072500695	3.76691159157567	1.22069176583606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385505565201365	0	0	0	0	0	0	0.0352970577472721	0	
65	9.19995893454951	1.53581200578098	1.31439011080156	1.21594765652127	0.420008140531589	1.44002889059702	1.33073211555906	0.518731069562821	5.61962117284423	1.88028526163961	2.62332554708396	1.25483223797354	1.24773414468833	2.58641685303876	0.877429278270698	2.17596932544304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00256727773870738	0	0	0	0	0	0	0	0	0	0.138384588098112	0	0	0	0	0	0	0	0	
66	9.19993072970753	1.74079145716275	1.66061330067434	1.12666763115548	0.974330426869946	1.19686856424876	0.969912700053992	1.61816790303623	2.33604294535764	1.88129116076533	0.742199992300647	1.4137552474214	0.870086359229998	0.511844511323857	1.34423055549862	1.17995803921506	0	0	0	0	0	0	0	0	0	0	0	0.0314112095908899	0	0	0.325177692565945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
67	9.19992895708058	1.80935845570384	1.73965151224768	0.993024922690549	0.98895208777457	1.75433623431595	1.08654575465764	1.1740809104233	1.88022349468205	1.44900050513896	1.76774025151332	1.01886745173133	0.860552009725227	1.08864859973903	3.32421686321176	1.80011265006795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.340191871680005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
68	9.19995203645258	1.63426456725517	1.60358861343046	1.34928898897176	0.450212072446498	1.45844349215794	1.01113744610135	0.681100089951659	0.878534490756924	2.45797481680478	1.16952026807253	1.50783625145172	0.997853040726111	2.79509189304072	1.01409857913952	0.800586632945558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.445016271698887	0	0	0	0	0	0	0	0	
69	9.19993993322077	1.34797969136874	1.30450295334502	0.628920289072963	0.36642865652474	1.77423031032789	1.35492805384428	1.37536393119742	2.15383247039872	4.3627492411465	0.877722046370432	0.621750502058911	1.10744554564392	0.742729775691406	2.23236513321738	1.06968375569245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190113363233216	0	0	0	0	0	0	0	0	
70	9.19996927363043	1.62093921759448	1.57368380686525	1.57072585397278	0.647018333457723	0.209708224767665	0.846782018065382	0.374910193624974	0.54294417406973	0.364941063562168	0.504619859774626	0.227975534691445	0.600278003867598	0.267533663184822	0.227361076968541	0.133903165722295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.457877107208428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
71	9.19993115606655	2.05020571198486	2.00785602428138	1.7978087613898	0.695714596121877	0.967570492382589	1.09925886934884	1.55765625944971	2.24705444527823	1.19206788257758	2.15728330343281	1.10905119497	1.25464669502685	1.22155123853934	2.56907546891006	1.47800083347557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.317099633802922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0033082148592511	0	0	0	0	0	0	0	0	0.31381080518547	0	0	0	0	0	0	0	0	0	0	
72	9.19998845205161	1.70118072014546	1.6776458098068	1.66444213748598	0.34909618659505	1.61272707772804	1.17516793486026	0.926148162243486	0.871542717225574	1.79133600031314	1.34639591144679	0.744463215860159	1.4138337062573	1.75636676945156	2.20901234621404	1.86219648170193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.748036639291972	0	0	0	0	0	0	0	0	
