sample	height&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_gra:neo_mar	height&neo_bri:neo_oli:neo_pul	height&neo_oli:neo_pul	Ne&met_zeb	Ne&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	Ne&neo_gra:neo_mar	Ne&neo_mar	Ne&neo_gra	Ne&neo_bri:neo_oli:neo_pul	Ne&neo_bri	Ne&neo_oli:neo_pul	Ne&neo_oli	Ne&neo_pul	Ne&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri	mig&met_zeb&neo_gra	mig&met_zeb&neo_mar	mig&met_zeb&neo_oli	mig&met_zeb&neo_pul	mig&met_zeb&neo_oli:neo_pul	mig&met_zeb&neo_gra:neo_mar	mig&met_zeb&neo_bri:neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_gra:neo_mar&met_zeb	mig&neo_gra:neo_mar&neo_bri	mig&neo_gra:neo_mar&neo_oli:neo_pul	mig&neo_gra:neo_mar&neo_bri:neo_oli:neo_pul	mig&neo_mar&met_zeb	mig&neo_mar&neo_bri	mig&neo_mar&neo_gra	mig&neo_mar&neo_oli	mig&neo_mar&neo_pul	mig&neo_mar&neo_oli:neo_pul	mig&neo_gra&met_zeb	mig&neo_gra&neo_bri	mig&neo_gra&neo_mar	mig&neo_gra&neo_oli	mig&neo_gra&neo_pul	mig&neo_gra&neo_oli:neo_pul	mig&neo_bri:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_oli:neo_pul&neo_gra:neo_mar	mig&neo_bri&met_zeb	mig&neo_bri&neo_gra	mig&neo_bri&neo_mar	mig&neo_bri&neo_oli	mig&neo_bri&neo_pul	mig&neo_bri&neo_oli:neo_pul	mig&neo_bri&neo_gra:neo_mar	mig&neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&neo_bri	mig&neo_oli:neo_pul&neo_gra	mig&neo_oli:neo_pul&neo_mar	mig&neo_oli:neo_pul&neo_gra:neo_mar	mig&neo_oli&met_zeb	mig&neo_oli&neo_bri	mig&neo_oli&neo_gra	mig&neo_oli&neo_mar	mig&neo_oli&neo_pul	mig&neo_pul&met_zeb	mig&neo_pul&neo_bri	mig&neo_pul&neo_gra	mig&neo_pul&neo_mar	mig&neo_pul&neo_oli	
439	9.19999854896687	1.99518459632059	1.15532886071647	1.24143479080822	0.142761985070308	2.3832382653777	1.33279362402731	4.34933314210446	2.2842204092428	2.01917616621575	2.69752385272147	1.12451757505891	4.07391220076516	1.03471953574404	4.67560518690986	2.02357870075312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
440	9.19993241234924	1.63106530792226	1.04287775491809	1.14515705186404	0.317820722906627	1.42190288397146	1.30230357819531	3.83552251150749	2.06687742174189	3.00583425916287	0.973939749254133	1.66690604071035	1.93223080428804	2.06412162717951	1.19621476426412	1.8373882644302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0302952163724028	0	0	0	0	0	0	
441	9.19997982520319	2.20609248592054	0.811082025493407	1.31967264701781	0.391357230726545	1.28113160672353	1.08646730843468	3.47943155072384	2.0992282199007	2.68617900588358	2.29311405520877	3.31937820411162	3.0869646367311	3.80584815863323	6.20985214695148	2.66205005834455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
442	9.19992002703285	1.70866154277573	0.924228503713309	1.24005805498292	0.323704083419226	1.87909908742132	1.16467463649363	5.34000810990297	1.58247908174879	1.48369947242537	1.38761309367066	2.09855608534162	1.57272054026365	2.05678146829755	2.93182470855032	1.54860912993565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0409118558403266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
443	9.19998126253647	1.5485353240508	0.94595821698785	1.2358152377687	0.885383234015174	1.57634034166189	1.15284035414867	1.81474145584513	2.2944303256183	1.80788013301628	1.93128895881542	0.605912167941439	1.03127657231892	2.59686922437981	2.0723823838732	1.02161691403727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
444	9.19994512537577	1.57622659655393	0.703042131138199	1.06117577156921	0.298121672607823	1.04126564576222	1.01551349382291	3.94912046527772	1.46379146638693	0.991369293890551	1.17232083055072	1.0840479387267	1.48379867493758	1.92160468185989	0.747153995912269	0.931686474793042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0258235321324448	0	0	0	0	0	0	
445	9.19991280993484	1.75890195048838	0.526972295175381	1.31075680800491	0.417050788650548	0.635849209466377	1.12248490553123	4.77984895133741	2.14217936422879	1.21843094595137	1.85131976550285	1.57307092940881	2.41084491507415	1.66461956437336	2.18608494165901	1.99343555359154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
446	9.19994699811724	1.88421750835339	1.15701473185995	1.29577507290336	0.131764888383002	1.06529396103462	1.22933964274127	3.02710254304485	2.94855661778966	4.45447456638033	1.603825321104	0.927729491441186	2.62826544420863	1.58643380387359	2.28958485326983	1.86349415858131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00177137378582425	0	0	0	0	0	0	0	0	0	0	
447	9.19997557129509	1.82514029254876	1.27409997399254	1.31204189089052	0.841401212144442	1.12103725330805	0.978071149914504	2.87802736234592	0.305061863865638	0.638237935877634	1.71582700394261	0.754751545274283	1.02796284003674	1.24551728060342	0.926165510319726	1.18434265320294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
448	9.19994784535188	2.20543603746554	0.712990605796645	0.869291315458106	0.31589591919529	4.06945318348558	0.966588456828301	4.32343680422781	2.34338242792676	2.53572481511007	1.58487808222669	3.16200430064103	8.33286118666932	3.37489247852808	3.97969954108888	2.08383649807727	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21575945170974	0	0	0	0	0	0.000788404118694227	0	0	0	0.13466546095826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
449	9.19990834577722	2.13718480147375	1.16095540137121	1.26119694879592	0.566924601074318	3.80611208815873	1.14213840426283	2.76892965149832	1.3346968918268	2.25697326200486	1.65747456605316	4.1473991081623	0.871062230201401	1.82810542261925	2.54279923846994	1.67134438386863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.440150786048688	0	0	0	0	0	0	0	0	0	0.23153847861681	0	0	0	0	0	0	
450	9.19994354595519	2.52101503855715	1.90369061540883	2.04064051585751	0.609925455256803	1.94217322286888	1.0808419726101	1.94298590876804	1.20469309636276	1.54858475032686	1.77065317433681	1.60730793585841	2.31941307444169	3.67496318293539	2.37842711246291	3.23169611502723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0508608472071914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112552615309453	0	0	0	
451	9.199993473457	2.0916598001506	1.08556916949178	1.52911644209365	0.837607904582579	1.32215155139707	1.11317062946411	2.35693562739442	0.73364904510775	1.49470516380307	1.3516543613196	0.537627362510859	0.771543855933138	0.722431667440415	1.2378351298749	1.77081838232163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141043944914882	0	0	0	0.0718341633033388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.376663615113526	0.0205595171398633	0	0	
452	9.19999259440485	1.56254660206857	0.970174285856307	0.994283976397007	0.166154621153786	0.701695929765178	0.952306211698649	2.29658135972647	1.36212801937514	0.905888399926655	2.20944698823653	1.86471942868001	2.41741037583496	1.0951839764428	1.40835691358296	1.31466190420613	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234287744715359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
453	9.19996532456508	1.69279426953769	1.19328299287498	1.31818457759127	0.170904197498834	0.578270866703306	1.21843733777744	3.69507474943492	0.642777481473772	3.95791363800558	1.05522509008957	1.9452082445783	2.36443836219935	1.67636826083441	1.61495352699566	1.71945425692887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
454	9.19997449170333	2.00345195326962	1.1293632962025	1.49727553216997	0.642690149726276	1.15851802313035	1.19937154633563	2.12819643420033	1.26798238095374	1.17075815817806	2.15880330973907	1.73307878498688	1.28990967067683	1.19259097296438	1.13480384416238	1.71178659686107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00933582963265585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333618169782776	0	0	0	0	0	0	0	0	0	0.17389972739391	0	0	0	0	0	0	
455	9.19997200337477	2.19554846239441	0.981281566093597	1.32186067583256	0.370060736333581	2.41758736217636	1.23923650563078	2.42278895435658	1.12094792140186	1.14816344227833	1.75453397654846	1.12424713607223	1.22293032333626	1.86008625966203	1.39862592605536	1.44308175479432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162645535985028	0	0	0	0.181470636037831	0	0	0	0	0	0	0	0	0	0	0	0	0	0.469211691510109	0	0	0	0	0	0	
456	9.19997397586315	1.72561621233874	0.913667045775154	0.966040794746718	0.550284535581225	1.03330965420657	0.962724679930524	1.83902741133608	0.59923884684735	0.569253446751833	0.93081274614214	1.67519689737429	0.996880753453914	0.792554995642656	0.921542197911243	0.441229272136228	0	0	0	0	0	0	0	0	0	0	0	0.513332413393893	0	0.168876515618865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226153536996935	0.0174055505300778	0	0	0	0	0	0	0	0	0	0	0	0	0.0939873204139668	0	0	0	0	0	0	
457	9.1999888133624	1.45991202881947	0.73166349619013	0.986255814978834	0.252287273292859	4.11503787875024	1.20120367460209	3.10716140498657	1.99603389379387	2.00987023636111	1.6456699940769	1.8432168207182	1.42218741974585	1.71565547039393	2.08359809592321	0.938535688102217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.758880296657764	0	0	0	0	0	0	
458	9.19998757844325	1.85528889962135	0.998821490905634	1.42294082099374	0.860160807474576	2.41672553495029	1.19341966947889	1.64323991552833	1.09343193298721	2.49596445372508	1.11372732697454	1.2885823517545	0.95058661834813	1.75989577794181	1.14749817788366	1.71520938264413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
459	9.19990851716579	2.07990869796661	1.24084195415512	1.37104361502317	0.0201368083065267	2.68341680903581	1.43154154639116	3.74357881962367	2.26727083435897	1.15067677940054	1.64455039965564	2.12595860502639	2.93915481158509	2.0242990219084	2.65266259036627	2.81848371762747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
460	9.19991226020777	2.02539500213516	0.602187911422064	0.732726081786417	0.206918973853761	1.87920235874918	1.14419781051512	5.1419427791151	1.98022710061628	1.33812466152548	3.31393004553279	4.29167093399487	1.53602127092729	1.59415333924549	1.2994020397208	1.6963827993058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211949067395466	0	0	0	0	0	0	0.0084511762537604	0.461568178329419	0	0	0	0	0	0	0	
461	9.19993132016714	1.63173733805174	1.3942485719483	1.61684051884961	0.349448981210832	3.63298431724196	1.07518579903382	3.7347987693954	1.59609864996545	0.374073678494041	0.994776507277192	0.80232401201266	1.17946520738877	1.27503650530226	1.03197008838667	0.736962372685844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.742385397522159	0	0	0	
462	9.19995306226129	1.97301512340511	1.27239001927648	1.49657134477098	0.588928254228286	0.484330787461383	0.954174837176488	1.38079604220637	4.51554259883783	1.07158943841443	1.94634894582392	0.820822032739277	1.68109260835395	1.07516981908988	0.972131465997469	1.07668633423226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.352014349946755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.314522732946423	0	0	0	
463	9.19994331411713	1.87567074871673	1.29513798353844	1.56187569268655	0.537285912596127	2.94685694316531	1.28393256387165	3.15046251429525	0.874268636777685	2.07607656005573	1.56203881239047	0.564018131023578	1.27023558047224	0.693056424247447	0.932746714608855	1.2703566356459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0650269048040751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0256482305577242	0	0	0	
464	9.19996517511491	2.12187304176822	1.77738172347604	1.80403572471316	0.634496474835409	0.911307013497763	1.07018715227539	1.1885169612153	1.85704702843989	1.31490100208955	1.46035091513669	0.524447512730898	1.05862888459141	1.04128687551902	1.02170799594002	1.43447313715003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1295483807168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.256104261589065	0	0	0	
465	9.19998721352104	2.04963186500859	1.24937018063918	1.50547111836201	0.812506020359483	2.58067460731051	0.940623427136257	1.32237902971586	1.55003367199815	2.55418430636482	1.68973464778121	0.606782806359863	0.527350403682064	0.576633573411298	1.41311412016637	0.876585695677243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176593536452023	0	0	0	0.112951725845963	0	0.0340051828112251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.423343687248951	0	0	0	
466	9.19991575685409	1.63812951586202	0.873004373153044	1.12300282712859	0.480714944104104	2.70965554047946	1.15013289949204	3.59311292676631	4.63953574054941	4.1249803861153	1.76406388618924	1.6209673460141	1.93192574226998	2.69356750433983	1.63068360491304	1.13749941847786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114255019642122	0	0	0	0.13107578233253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
467	9.19992898837228	1.5103087363206	1.07627986240206	1.1534432173042	0.17123666296654	2.68449588846408	1.20040354135478	1.50448521572494	1.95624371591258	1.3750571258231	1.17503679419945	0.955845107663501	2.66805122892704	1.67399716308598	1.28683940447202	1.09556231219809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.404306554918957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
468	9.19990635664774	2.02684376133652	1.36133734711786	1.3799574357229	0.474309762734346	1.67206516055879	1.18121311057306	3.71451656336642	3.97985895162267	0.923880373683882	1.42251810936154	2.45689035131185	1.37364082602005	1.2083795250016	3.01719825555049	1.83789313757599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0952876895937784	0	0	0	0	0	0.062209904605601	0	0	0	0	0	0	0	0	0	0	0	0	0.0828010058878306	0	0	0	0	0	0	
469	9.19998437116296	1.73632151933493	1.1648532262516	1.46146627091703	0.355641811564364	1.19354101272619	1.0246184311327	2.14001504395117	1.42448995256679	1.40498178613205	0.79587412999854	0.567338506573401	1.59516134060307	1.26736212038102	1.52121191799889	1.24008732842728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
470	9.19994638091788	1.97276977656696	1.32914912028861	1.69665914714856	0.549970968449558	2.6481510674685	1.05833100672184	1.64616283118743	1.34742103276481	1.67513727837749	1.30271354431657	1.23095055437524	0.803661477340502	1.87470149700344	0.702609172675034	1.88243678900083	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0896261728424311	0	0	0	0	0	0	0	0	0	0	0	0	0	0.251899682379398	0	0	0	0	0.335101587841348	0	0	0	0	0	0	0	0	0	0	0.208816989219539	0	0	0	0	0	0	
471	9.19993632329643	1.52853183897022	0.903027056971504	1.21778337756923	0.381907677015412	0.965426827105055	1.01315094394526	2.55773338757051	1.19471777840418	0.537696048922307	0.998505785361531	1.21686439262356	1.14071088995175	2.28038415785815	2.41894447264873	0.538946861538396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154211022661743	0	0	0	0	0	0	0	0	0	0	0	0	0	
472	9.19991764584212	2.28877466690993	1.27746162078134	1.40771547810796	1.02059385461474	2.29001010672761	1.09800723299108	2.33976155266686	1.18848246738565	2.11609355551488	2.24033485723559	1.877123521988	0.582308101335327	2.35113272413358	3.59486312053926	2.11671085141486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
473	9.19996661829676	1.62386514459127	0.901917215418612	1.12576368021289	0.720259593628274	0.855678221833039	1.14520248304531	1.60708251954189	0.342582540079629	0.820660571922151	0.994185882738867	1.49132870022976	0.666491626039903	1.2281791607393	0.573137892039951	1.50517371935019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
474	9.19990400691339	1.86532410710975	1.07467379488504	1.47057055694125	0.560571142444422	4.34968085020388	1.59669203615975	2.27158543206785	2.06449024003225	2.81224572081556	1.06177409499515	2.12051024484339	2.0858195008409	4.46776036474813	2.78553566535912	3.05050523895431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
475	9.1999436331067	1.78500027866906	0.722075508902563	1.32345001415195	0.029415660253874	1.62392120071582	1.01680390446414	2.52230813363244	1.47371407065826	1.44727783959804	1.65057851788426	1.82570437440892	2.54084996056007	1.5975421053564	0.951778204029358	1.19682696013617	0	0	0	0	0	0	0	0	0	0	0	0	0	0.304149847924135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
476	9.19995356689948	1.8122086963813	0.812751143131184	1.36395609738166	0.585465383558777	1.92733018516371	1.50304153940959	5.36046445290887	1.43197650471877	1.11250230174551	2.08040901621131	0.967412385129804	1.99932609024965	1.19419260976047	1.6957184427528	1.48725673973542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
477	9.199932982171	2.09574868840319	1.07340323343398	1.58770905589825	0.738943521571439	3.23579242961088	1.185425618129	2.67880734307318	2.0827250831771	1.92106539244824	1.14585708229877	2.55811319278741	3.3836164457689	0.970440979269392	1.53295715633376	2.58479951430407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0676077002869822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116148822286201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
478	9.19999209630683	1.98409015637879	0.701584729157763	1.53296745121382	0.583322540269118	1.29970936548774	0.876368698321195	2.44619087200894	1.71741397096382	1.01413721644779	0.7680472014885	0.967223028923065	1.14304604557488	1.06623200944212	0.427127485478427	0.959950507515428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164271359814545	0	0	0	0	0	0	
479	9.19993841698768	2.18615642195029	0.701022325461682	1.40733149339536	0.603575104482391	1.3024356407531	0.884126771986489	2.31826420308109	0.8947295863434	0.900642948957305	0.930675538195858	0.673439387963338	1.46933746781508	0.468653909815555	1.13760706599281	0.77579876980667	0	0	0	0	0	0	0	0	0	0	0	0.364714009168874	0	0.293216461121824	0	0	0.0995264181711228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.436935455987543	0	0	0	0	0	0	
480	9.19991393524734	1.54763603485319	1.08402836429276	1.10148621464662	0.824788186067843	0.504698579964335	0.874025820693868	1.2690421574693	1.54660981653038	1.4248226561069	1.45991641083022	1.74161755209599	0.548968487805452	1.18384168200399	1.47795237037281	0.474894507484964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
481	9.19994278491468	1.84691107409388	1.2671088022793	1.32984585401052	0.366596680655941	0.75262086010033	1.0770606428657	2.40465276873619	1.80980019461441	0.936807650051636	1.17335363283653	1.40698566143076	1.4088111177571	0.859812498519741	3.25576019869248	0.912962317111575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209080579030246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
482	9.19994409756828	1.98217821940425	1.35910285537704	1.70892321707834	0.614636159215422	1.2821441916322	1.24788090959981	1.82946167147574	1.52215528391519	2.04575438984145	0.866310410718243	0.91614843383373	1.1251361442589	0.516591417259095	1.16307045095857	2.46235833495439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175081245344927	0	0	0	0	0	0	
483	9.19991533195392	1.80882305635075	1.04154651045058	1.59286684999687	0.541848477397258	0.770803604645562	1.31255246179849	4.36308303554835	0.911317030481143	0.744167246541569	1.34179074034985	0.923558829961574	1.43834156290941	1.46693263473778	1.57370526281967	1.41352763964219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
484	9.19990112426114	1.9381551356126	1.38107475730389	1.54548086276511	0.277296609430706	1.74232032724618	1.16480160143861	2.17636958053654	2.65885520621415	1.58787431310246	1.38343415950096	2.38403320901043	2.00654183514623	1.92769355716127	3.70905554331919	2.17940978437519	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117009801194794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
485	9.19998659827031	2.109278905012	0.985285613249648	1.05355438594522	0.276482492328762	3.24841910191673	1.11216922044251	5.51112410551724	7.51777999485832	1.69733369002233	2.10725750423359	2.44058864348325	2.60165657850354	4.19012368638164	1.55718296905184	2.15092006577498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0293657854398508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131290702658459	0	0	0	
486	9.19995959127292	1.66898884415176	1.02550453763753	1.17477972187755	0.35737482352639	2.88619563806102	1.28159945537972	2.88617522154694	3.81721990912882	0.667776029404726	1.43808186903999	3.01310351085334	1.27864456411656	1.64153382070031	0.927759549467768	1.48769039657759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
487	9.19991449823002	1.73226596468548	0.981369577103416	1.11256491389376	0.153565499662422	1.93344780803334	0.844716425184371	3.53081231017525	1.84613803408412	1.24064540850943	1.70033599082102	2.22636078729747	1.53275502649966	5.86073406683518	1.96724870987681	1.32105472430354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0378979791049016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
488	9.19990156599183	1.39178675327679	0.928723844814277	0.943567829545492	0.386007855086798	1.93940549948388	1.20812731704477	1.85334603653699	1.37231768503668	3.30959377109254	1.50814907582955	0.784035590215496	1.25697233730527	1.85546451896061	3.17674692741947	0.565767096722403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86164462405654	0	0	0	0	0	
489	9.19998858172423	1.87519146524985	1.08044486116874	1.39973294996666	0.470660865135064	1.36067451172016	1.18669990519783	3.66700523516368	1.87333239169761	1.63309697466988	1.4958551622976	0.762100324102354	1.63709677804263	0.635792150385778	2.59008220551677	1.66992576657811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
490	9.19995678442701	1.61091923796821	1.25613362794739	1.36805310794729	0.395334004095433	1.26708712553365	1.24688434746381	2.73966817438144	1.24657940929713	4.72174349463577	0.866355178873294	0.837386840866831	1.74598346948122	1.09890708739938	0.822560762636852	1.12049062434826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
491	9.19990414862305	1.77068659191537	1.0366312920448	1.08408388969981	0.0269700322312359	2.40083454904182	0.974714040119009	3.43428113510306	1.18721584912948	1.71089894672458	1.80700506098591	1.42105267002584	2.32561529160954	1.67973129891329	3.14213957222772	1.08157032243515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
