sample	height&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_gra:neo_mar	height&neo_bri:neo_oli:neo_pul	height&neo_oli:neo_pul	Ne&met_zeb	Ne&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	Ne&neo_gra:neo_mar	Ne&neo_mar	Ne&neo_gra	Ne&neo_bri:neo_oli:neo_pul	Ne&neo_bri	Ne&neo_oli:neo_pul	Ne&neo_oli	Ne&neo_pul	Ne&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri	mig&met_zeb&neo_gra	mig&met_zeb&neo_mar	mig&met_zeb&neo_oli	mig&met_zeb&neo_pul	mig&met_zeb&neo_oli:neo_pul	mig&met_zeb&neo_gra:neo_mar	mig&met_zeb&neo_bri:neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_gra:neo_mar&met_zeb	mig&neo_gra:neo_mar&neo_bri	mig&neo_gra:neo_mar&neo_oli:neo_pul	mig&neo_gra:neo_mar&neo_bri:neo_oli:neo_pul	mig&neo_mar&met_zeb	mig&neo_mar&neo_bri	mig&neo_mar&neo_gra	mig&neo_mar&neo_oli	mig&neo_mar&neo_pul	mig&neo_mar&neo_oli:neo_pul	mig&neo_gra&met_zeb	mig&neo_gra&neo_bri	mig&neo_gra&neo_mar	mig&neo_gra&neo_oli	mig&neo_gra&neo_pul	mig&neo_gra&neo_oli:neo_pul	mig&neo_bri:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_oli:neo_pul&neo_gra:neo_mar	mig&neo_bri&met_zeb	mig&neo_bri&neo_gra	mig&neo_bri&neo_mar	mig&neo_bri&neo_oli	mig&neo_bri&neo_pul	mig&neo_bri&neo_oli:neo_pul	mig&neo_bri&neo_gra:neo_mar	mig&neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&neo_bri	mig&neo_oli:neo_pul&neo_gra	mig&neo_oli:neo_pul&neo_mar	mig&neo_oli:neo_pul&neo_gra:neo_mar	mig&neo_oli&met_zeb	mig&neo_oli&neo_bri	mig&neo_oli&neo_gra	mig&neo_oli&neo_mar	mig&neo_oli&neo_pul	mig&neo_pul&met_zeb	mig&neo_pul&neo_bri	mig&neo_pul&neo_gra	mig&neo_pul&neo_mar	mig&neo_pul&neo_oli	
141	9.19994577018585	1.5844599060817	1.0620620171834	1.09656186907079	0.320612858527558	0.911606184882203	0.998972859653073	1.63226489931495	0.595800876342949	1.34800169905573	2.74643026864976	1.05410216678381	1.99504694979051	2.07830609632314	2.17863488755404	0.483808320754336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0313895874616363	0	0	0	0	0	0	0	0	
142	9.19995267350789	1.87672744683299	1.61548602973453	1.69273550139862	0.358983860345625	1.00138420214792	0.990950746647464	1.19451435270206	0.91107125614563	0.62362375739809	1.16060164846119	1.77441567109616	0.906239285128627	0.807450387160233	0.329442167032208	1.50918682951223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31898206435372	0	0	0.569403500485276	0	0	0	
143	9.19998739288381	2.22347387939338	1.66780300722606	1.85172530497856	0.654838134653283	0.63587853272115	0.951227876535707	2.06584786065323	0.669007269020238	2.32800561857616	0.720586747028996	1.58400946859166	1.39787660494853	1.29310179150332	1.58191103481425	2.50545480823201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0574182676036361	0	0	0	0	0	0	0	0.412504908781494	0	0	0	
144	9.19998566879883	1.50650905087141	1.30344591707049	1.47113357464221	0.416840401732809	0.529365340191526	1.11944881373768	1.79483802670632	0.840463958768028	1.32131816102241	1.43516562158748	0.658107396146852	1.29256428789826	0.853712792169527	0.555227614785645	0.811888980295464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249804612906194	0	0	0	
145	9.19994761987764	1.95861546898657	1.35127440710385	1.38846274315151	0.431674807769828	0.545253611072501	1.08226565406648	1.6803722189465	0.907686106473339	1.78187793342886	1.65982598840305	2.73896599141272	1.21100399301157	1.65597808520303	1.2466713720056	2.34526825709454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.520063722196164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.286824568027897	0	0	0	
146	9.19993181257943	2.38327524255119	1.62954594001643	1.67339350589212	0.0855890715432411	1.02522968952433	0.958140810192811	1.76271386286366	2.27669266655082	1.05430768774032	1.33142259538117	3.39534102296896	3.28313424728361	1.65804431330981	1.4837543427999	2.29125420580366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.890738182217044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0886147494283329	0	0	
147	9.19995882845717	1.7668231835667	0.956253745723372	1.07860093872751	0.599340071082666	0.982912987333769	0.907914428926366	1.71340404145964	0.806929928905351	0.798588717248754	1.21135173523475	0.341764924314093	0.876130454888873	0.485106778808764	0.725423654288156	0.571949536755416	0	0	0	0	0	0	0	0	0	0	0	0.992983459989456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
148	9.1999087834002	1.5913449273432	1.00711470198964	1.01335006550588	0.818285634861611	1.11591429823279	1.38911971000634	2.95030211065493	0.656754046075021	1.37608675869597	1.76064870762581	0.653992324728331	0.904820497067541	1.07197584018458	0.905038388621594	1.46174126209687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0429509755060638	0	0	0	0	0	
149	9.19997179984361	1.68748500869743	0.844705660937181	0.918738145271896	0.2982412494036	1.44001404647877	1.27439170015524	6.94858690737174	1.56649436467074	1.99643940845169	2.92089393023436	2.31228874599435	1.383792547256	1.31744800881851	1.85681685701696	1.46225713848909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0281909657360172	0	0	0	0	0	0	0	0	0	0	
150	9.19991406456172	1.59410614524674	1.29574305862477	1.38227890383401	0.148493509889	1.00495125669555	1.11769398757783	1.68851361455847	1.53042766280256	1.25998449163222	1.05309165846421	1.01609665210843	2.41727759585902	2.21257875439675	0.801209220070727	0.943185808616054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151	9.19997486332583	1.52922222336989	0.887467310882568	0.960975245896297	0.588121538421029	0.79422773457165	1.21604240245928	2.67989308361958	3.79529293397877	0.628906671505231	1.91665210753676	5.1734837145675	1.06434914730848	0.662611718031065	3.12790698177849	0.960810618035182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
152	9.19990471863337	1.72346605582457	1.01547190673598	1.4156222086558	0.585213289554063	1.20713752248703	1.1472952268911	3.03065040888531	1.18063584952567	3.8035350020515	2.24049395215893	1.61832122688266	1.36946941544786	2.01537256612782	1.03961087291693	1.38294134553397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
153	9.19991588457513	1.42446600092699	0.913714334553768	1.17420437330265	0.41066240277097	1.9913039398266	1.59563965374846	3.06962491171543	1.54024741989551	1.65743402861992	1.54710899617888	0.915385175597099	1.1881113774914	1.72515741389525	0.858634068542997	1.16313901930182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
154	9.19997486069145	1.83930924999216	0.570603883889333	1.1255888367135	0.551705164885743	2.26477171950842	1.24110163852305	5.68836422251384	0.680042560564372	1.4153396097926	1.87477958995685	1.38270096651746	1.79223338784005	2.57939994465765	0.909333653247216	2.11024418264687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0165831153321022	
155	9.19992562814589	1.93584434576379	1.38188954394511	1.54428087147314	0.81318133343353	2.2537360875607	1.21033663676638	1.45702274226908	3.64687659679893	2.41466131313211	1.40402157187959	1.2036257529567	1.21870757395784	2.12828884299974	0.832698126534284	1.67532429173011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
156	9.19990938523655	1.51444240517912	0.764418554217479	1.06316168488783	0.379078766749993	3.43503971468723	1.06913901541309	2.83830813548807	0.898030535084899	0.439722759439172	1.66561101209928	2.11457483024957	1.43943936520498	1.16374569153858	0.683912317970236	0.818591274077297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
157	9.19998992569473	1.51214371718794	1.05109138225449	1.2778876680127	0.536757697087604	1.31654215275998	0.99083147790799	2.08011228346949	1.25247531939481	1.91726720610327	1.2729026481908	1.0659684842761	0.942277686427719	1.3217872306373	1.18659661367459	1.04917815789927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0867780058664348	0	0	0	0	0	0	0	0	0	0	0	0	0.361480070831344	0	0	0	
158	9.19996564611329	1.86537010535258	1.53960910651746	1.83735819598092	0.189839042230504	1.36667025907448	0.947126978686963	2.89532485337912	1.42406903981226	4.12422541365571	1.923472282657	0.847332569121912	1.65466604514156	1.37791772790222	4.07789635161203	1.51158801545978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51976691759569	0	0	0	
159	9.19994585086178	2.07712358914283	0.935707562245528	1.72425503395425	0.228186913714607	1.63437230468204	1.16497750942183	7.67948394802731	0.952908164957146	2.74791396423241	1.10989936045311	2.43928530552389	1.74866722843384	0.9044660935902	1.70976588707063	2.19981716497389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037238220291783	0	0	0	0	0	0	0	0	0	0	0	
160	9.19995162412588	2.35890134226356	1.00690027216141	1.47750664480475	0.139476457569944	8.37035344805487	1.32295432992805	4.80901143368663	3.82285132511465	2.87391347035518	1.43918090058564	1.31076157191177	3.15160619982678	2.36730223340477	1.1597450921938	2.11969706436275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.611066918948271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
161	9.19995157641539	2.02801682363642	1.43588950956973	1.48208440080189	0.237570041564547	1.98834735140038	1.22058375979816	4.37863248266475	2.07612508773284	0.54493022554288	1.9692641964429	2.60155236472924	1.83235445016163	1.38908496569712	5.14162054641208	2.38118969943453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.458644020422852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
162	9.19991549296084	2.11015302666795	0.728751223470981	1.14333943352094	0.710716080767436	4.2928166359919	0.999108821050035	3.01746694555218	3.01173307072777	3.53315925427526	2.9787501964542	1.72837564444694	0.808162391329007	2.52414500350987	3.74234591937788	2.03016232861579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00362877507084607	0	0	0	0	0	0	0	0	0.114119941562017	0	0	0	0	0	0	0	0	0	0	0	0	0	
163	9.19995627379905	1.83965808727237	0.651596667768609	1.26936641666525	0.154195315176449	4.53578877869898	1.30752588594502	3.12340141792567	1.98846066975813	1.86775145221104	1.9945643749751	2.1339007580102	3.67370124139259	4.17566241205116	1.94357480236936	2.30321227622554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
164	9.19993760703243	1.47489289110089	1.21060846840445	1.23924449960259	0.733098287853681	1.19285208407427	1.52520733452014	1.98702852735377	0.960122614895473	1.86523742900615	0.620374034162834	0.753431945328651	0.805401447010725	0.916533205328341	4.78930765236948	1.4929705511717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
165	9.19999881733976	1.7026389741894	1.4145048079282	1.60579545451818	0.507277583197351	0.714578644497579	0.891016468318274	2.50513542379231	2.35921604821725	0.600000776169135	1.09684251208428	0.482729575506192	1.21938017630492	1.49625244005229	0.715897286616001	0.659718592144049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0188509064690053	0	0	0	0	0	0	0	0	0	0.170855031268182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
166	9.19995323419097	1.75766043107542	1.23340979209119	1.37687014511847	0.248062247679611	3.2039243325509	1.30672787140239	3.24047240470369	1.51347409557634	1.5454396875352	1.14855599671719	1.1538484881359	1.5565579191143	2.83075738503591	1.08296106852918	1.49187729174911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
167	9.19998136430053	2.26646901845938	1.17982930050393	1.46624089591009	0.554642085519675	5.52134199201623	1.12800801952075	4.25037818038304	5.91452957690585	1.97686400933882	2.56902521009778	4.53834296631757	1.44360290094427	2.63476665776291	1.29593778354251	1.81724278740417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
168	9.19994988401177	2.2360849337412	1.25019381106513	1.40545973904079	0.790019482195542	2.28478310543261	1.27915644521227	3.66776938267505	3.1989894221321	2.45163064028905	1.39375544856564	1.41608853265691	1.95254884894396	4.50616400245909	2.70727495218561	2.44691453258206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
169	9.19993963478948	1.53346222579964	0.562564967045157	1.18512542508624	0.32576595928145	1.81620674034325	0.934710872568257	4.95767838472207	1.71336046115749	2.69602357195536	0.850271582085195	0.827670737503579	1.94553046826291	3.59651664531818	1.97401183797882	0.696064422735706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170	9.19997794381459	1.94601058005046	1.29135403667767	1.58109746022106	0.61572448442227	1.02003173136257	1.09699152214942	2.30225628722726	1.34611999743745	0.599548301035034	0.727000862135051	1.1051370909301	0.949662507521236	1.57159850882568	4.8024421149584	1.7659153643986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234861693881305	0	0	0	0	0	0	
171	9.19996420587736	1.77774319354359	0.819945446801185	1.40529983429863	0.686407090460492	1.49057958589943	1.13265492678783	2.14807597858317	0.832274658184973	1.24488822120926	1.24537625468454	0.842461094919082	1.15162511074355	1.89645353661924	0.893194982673872	1.35558920308126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0856884320097209	0	0	0	0	0	0	
172	9.19993661261451	2.40303034817105	1.27910880857793	1.46514749734655	0.812548040730008	3.21685902355246	1.23697619473472	4.60947907149901	2.21746848711435	1.01866159141816	1.04349069817812	2.64686366632759	1.23043317966941	4.17858533244679	2.57014395364889	3.67684980298314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20569709587681	0	0	0	0	0	0	
173	9.19999508972334	1.88316541858551	1.11151761546948	1.35166133862199	0.0721451746236881	1.67569431699101	1.25533645537538	4.62331654456441	1.44259455269138	1.36566662156297	2.39379293801048	2.78602904420301	4.01830176499473	3.14578931457132	2.88911510236474	1.60960563445609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
174	9.19992703358303	1.66496833669971	0.996933078176529	1.21914928824023	0.63193578681457	3.51075608664051	1.3549829082092	2.58535644668142	3.52775422846397	2.02780236088891	2.76813004357702	1.23808505186487	1.04744322749608	3.66181878092276	1.67677596076671	1.37734485713383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175	9.19998714517894	1.57257263820596	1.15945755912061	1.36447536585914	0.746671734808498	0.867799567314859	0.990509468706955	2.11056307466846	1.04119553227945	0.770343953203353	0.46115672978789	3.75512516942437	0.903148997368752	0.238174994590697	1.49050334102582	0.691551699093634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0740138503711599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176	9.19991760142083	2.12062633119211	1.14751407840668	1.42055719849186	0.41941250505284	2.67621026809379	1.30517910350696	4.27575448643229	1.52463277464759	2.47763844890478	1.66819393853905	2.29869463342437	1.69318263282543	2.07679602091554	3.07476574690448	2.28592936356309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177	9.19993086526948	1.7376124205929	1.35245564404151	1.41532186347542	0.735394414689843	1.54430481398273	0.990140324499806	1.06970745571322	2.00359300073633	1.51522448217644	1.19798090624858	1.26914794461029	1.06651165671422	1.52984460504168	1.36249522420732	1.30408020675076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178	9.19995122598864	1.43944557442237	1.15805764782168	1.30169551439205	0.247116909331052	1.99245796668764	0.929879230790094	1.61938258164342	0.86268065795561	0.52631650753076	0.547858132955029	1.05524487331281	1.31814486080831	1.57422390182115	1.42108959101271	0.438559962136785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.777466819434298	0	0	0	
179	9.19990235089319	1.86008029304066	1.51696562611368	1.79298153575767	0.42524117349841	2.10509198398216	1.12213019889687	1.47565146198712	1.44161161813736	0.862953756817486	0.611777865677367	0.638422564641106	1.52869776839373	2.71605098365547	0.47697773606992	2.51282700534225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174552371567599	0	0	0	
180	9.19994745403363	1.94493791298328	1.26219754161292	1.65177858264918	0.10656674501123	2.79903976763269	0.932314932956775	2.37627421515368	1.67902649438828	1.28972703743046	2.15714881751154	1.06117645195158	1.85229347160094	1.32093225211972	2.20996728746388	1.68053616298898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32712814971158	0	0	0	
181	9.19990041859692	2.02694097960097	0.74959506199078	1.41716626655049	0.163240256469083	4.16964783976522	0.935993887833795	3.32176816166745	2.37585874819797	3.99429724521489	2.80448767094171	4.18291282250039	1.97665896973317	6.1375150708978	3.4996523824217	1.04149394768209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
182	9.19991277130361	1.42650708381526	1.06004964889931	1.2241418090065	0.376941650817297	0.542889644563786	0.941845026439733	0.971883833718015	0.527947380285189	0.64888369211332	0.946065400833146	0.590580383165523	1.01134128072553	1.73308170948381	0.581980685012928	0.218172625093279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.342874678940226	0	0	0	0	0	0	0.0242720063290552	0	0	0.253617835706045	0	0	0	
183	9.19991482408349	1.88583411831639	1.08191356011786	1.27207887813634	0.358284171992031	1.48170298890926	1.54067646093717	3.81641498884908	2.10471688572383	1.79413317550461	1.60736478890762	3.68402320309581	2.4430679543671	4.68053873876203	0.755101670171574	2.70210523143873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
184	9.19992270102382	1.89414925260409	1.0499827165167	1.32989443275039	0.668305777539073	0.785399614426494	1.15256509868973	2.09356217816036	2.16366528634523	0.980749855745123	1.3204562015726	1.28594570142754	1.76486706732483	2.21650082816923	1.80223717472439	1.21417352574965	0	0	0	0	0	0	0	0	0	0	0	0	0.400271044655437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0595814939796974	0	0	
185	9.19999933785835	1.72961657791326	1.1100388254235	1.4083083685841	0.758072635442248	1.16697240474083	1.26994814199447	3.47210002878039	1.43663965515091	1.62559428583288	1.09106705118749	1.24796007796462	0.692799520343554	1.41979539432271	1.12379666553415	1.65605003979149	0	0	0	0	0	0	0	0	0	0	0	0	0.172209278693789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
186	9.1999059490249	1.62644760715893	0.815685307613714	0.976151789427141	0.415477036447944	1.31301317132928	1.36012631805958	1.75573066444449	1.184283001143	0.950814558614824	1.31332283980305	1.93485416172586	2.57547495223635	2.60710264461817	4.04980029424634	1.1223093912585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
187	9.19998680845087	1.92507178640713	1.42270687001529	1.7099662873351	0.295433875556611	1.08752643109926	1.23953327621247	2.07387832089337	2.20585331455684	1.28824049785315	1.05055427135204	0.658326264918714	1.93802646516984	1.62961930655	1.28096703050212	2.19908426907183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162134055445803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.548385106489101	0	0	0	
188	9.19992566911403	1.98098719059086	1.02594518197397	1.07382505023438	0.359096709847862	1.40373501662249	0.987839151212855	5.12412576177008	1.18031091605308	3.16979125488421	5.9184607462077	2.54120832715787	1.74070311083558	2.26233063110517	3.27697980069845	1.88667092928685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
189	9.19997460946474	1.81275773334216	0.435820197346387	0.986443376973594	0.000621107335959201	4.23000355207128	0.962604044667849	6.01577629769301	1.27194580079159	5.0396203177615	1.67809960025483	4.00119775113266	2.56793438320304	5.60401523180985	1.25563118752835	1.19108219586858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
190	9.19992795336315	1.9454477158985	0.890570656807006	1.22413107197511	0.440541947236228	1.2851294935475	1.03801612561562	4.25596865854319	1.69472599690998	1.69489822717715	1.33892329339559	6.8912644877121	6.38806131368848	2.32875602227051	4.72492439629517	1.70389455912657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
191	9.19997820892915	1.58662138854177	1.12786110402952	1.16013950790658	0.413673682891173	1.14533527090065	1.1532571601713	2.33561327965395	1.5612541143481	1.65458040858428	1.63185301155355	2.05426546486316	1.31425908935977	3.23405985963083	2.95587491896538	0.908451840094363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00720013950904291	0	
192	9.19999342862215	2.19017348942694	1.26180584296144	1.52670822273736	0.261351981332915	1.31389678754326	1.28035005111171	4.18328573258082	1.74480786308265	1.08158899084084	1.1719912651443	1.06913811982502	1.74112446712265	0.836501510801559	0.813776197030269	2.13693210709767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0398809622618477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
193	9.19994546897804	1.81832799139742	1.28071039796279	1.33300457445773	0.392090879685218	1.75889402236259	1.13786322038919	1.94809274123612	1.74718000337878	1.77209595135253	2.06258074714901	1.47214959157927	1.52029620001022	1.10329757439326	1.9919327976356	1.33482698759844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0894276068613887	0	0	0	
