sample	height&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_oli:neo_pul	height&neo_oli:neo_pul	Ne&met_zeb	Ne&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	Ne&neo_bri:neo_mar:neo_oli:neo_pul	Ne&neo_mar	Ne&neo_bri:neo_oli:neo_pul	Ne&neo_bri	Ne&neo_oli:neo_pul	Ne&neo_oli	Ne&neo_pul	Ne&neo_gra	Ne&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri	mig&met_zeb&neo_gra	mig&met_zeb&neo_mar	mig&met_zeb&neo_oli	mig&met_zeb&neo_pul	mig&met_zeb&neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_mar:neo_oli:neo_pul&neo_gra	mig&neo_mar&met_zeb	mig&neo_mar&neo_bri	mig&neo_mar&neo_gra	mig&neo_mar&neo_oli	mig&neo_mar&neo_pul	mig&neo_mar&neo_oli:neo_pul	mig&neo_mar&neo_bri:neo_oli:neo_pul	mig&neo_bri:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_oli:neo_pul&neo_gra	mig&neo_bri:neo_oli:neo_pul&neo_mar	mig&neo_bri&met_zeb	mig&neo_bri&neo_gra	mig&neo_bri&neo_mar	mig&neo_bri&neo_oli	mig&neo_bri&neo_pul	mig&neo_bri&neo_oli:neo_pul	mig&neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&neo_bri	mig&neo_oli:neo_pul&neo_gra	mig&neo_oli:neo_pul&neo_mar	mig&neo_oli&met_zeb	mig&neo_oli&neo_bri	mig&neo_oli&neo_gra	mig&neo_oli&neo_mar	mig&neo_oli&neo_pul	mig&neo_pul&met_zeb	mig&neo_pul&neo_bri	mig&neo_pul&neo_gra	mig&neo_pul&neo_mar	mig&neo_pul&neo_oli	mig&neo_gra&met_zeb	mig&neo_gra&neo_bri	mig&neo_gra&neo_mar	mig&neo_gra&neo_oli	mig&neo_gra&neo_pul	mig&neo_gra&neo_oli:neo_pul	mig&neo_gra&neo_bri:neo_oli:neo_pul	mig&neo_gra&neo_bri:neo_mar:neo_oli:neo_pul	
156	9.19991644497944	1.92131418649934	1.84377936357944	1.26493601338816	0.773688632800739	0.880409580885554	1.0570695356378	1.26893540518166	0.328739096847287	1.08621599920059	0.58697648636489	1.15463455981225	0.674432748400131	0.423732021899806	0.778818818223451	1.51483580490319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138828464038921	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0503763727148915	0	0	0.0614229187688687	0	0	0	0	0	0.0414882926405518	0	0	0	0	0	
157	9.19990273980942	1.64130884338651	1.57669030513495	0.993065848244631	0.44383055083925	1.59726191287388	0.989376550253242	2.84857672834385	0.579438056487387	1.3529347974862	0.782817492506557	1.04489155675813	0.646373795561111	0.205083164916899	0.624724944386454	0.797292977108097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170922828097725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
158	9.1999190243549	1.92352272344689	1.81996385271156	1.7214835746011	0.387465772062541	1.12186286502663	1.11925668450115	1.43246869715731	0.539339000391613	1.00729809255745	0.38717334369741	1.15858195054648	0.678613008400709	0.941271114367548	1.45043476392315	1.19025609565724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0846182961093861	0	0	0	0	0	0	0	0	0	0	0.349926218170245	0	0	0	0	0	0	0	0	0	0	0	
159	9.19993951945497	1.7575773996652	1.54357308622445	1.15671738664493	0.722752121293075	0.865053288821341	1.20389415177222	2.54370407293365	1.63351116586775	1.33155585845521	1.71920386454104	1.11557728018172	1.51283762115245	0.721349472294021	2.55610244512696	1.7163171906642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160	9.19990183937796	1.83561014632315	1.74445845940003	1.07455602261208	0.713251447764909	0.481947338941423	1.21833131128415	2.35260840543682	0.537701325918977	2.95054736215112	1.08208560555655	1.22259256851289	2.13846714939165	2.53989418246902	0.634296307342151	1.63019163809011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
161	9.19990235550918	1.70851369545118	1.68935239740489	1.16305383106837	0.805836705053527	1.99657021448263	1.03795979375675	0.679479439909904	0.380324216677178	1.85471726146761	0.681711981042367	0.879789854684353	0.741205708175791	1.12187054584287	1.16162226941407	0.835680676923039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
162	9.1999499197168	1.91039477783886	1.87621242328956	1.46521394987612	0.489803418790239	1.35360993497743	1.01794423734925	1.83948401321778	1.00286262054722	0.658180418786536	0.738560611370558	1.52148326561662	0.678908635307059	3.01326387936038	1.45204402316792	1.74002936635655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476625268373988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
163	9.19990535611395	1.83471214509939	1.73748902411935	1.00629281625058	0.656911624111702	1.07154537985055	1.31413215351612	1.35830965583596	2.73975106738405	2.52070984088757	1.00824920272105	2.13314307825468	1.97437381689511	1.34846862144948	0.618441345314779	1.71392340163877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
164	9.19997387978235	1.48795724364296	1.44276903178608	0.873379546850738	0.514860196319416	1.7397037957243	1.5379990199261	0.656676251027009	3.26351121662371	2.25733423592877	2.18868432831538	1.47668010672983	1.00891241382865	2.1586996891371	1.59502259419895	2.14875804352026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
165	9.19991974095762	1.63831444122916	1.26764279712444	1.07435831601778	0.363539875033736	1.83099819900911	1.29888352446656	8.36378187970179	3.69110975728209	1.64850586944563	1.86647430850818	1.79165540354356	3.42217502931511	1.32569867833234	2.83905546935267	1.08499231486071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160237161054166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
166	9.19999915792812	1.90923173782006	1.53410050125755	1.38953322877355	0.699036090218988	1.50934891597039	1.25152240080414	6.23702390093579	0.478593171271608	2.02032422557349	0.368567540555474	0.692803638599811	0.633850571845088	2.37760153092616	0.670668688524115	2.27457151484562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0967587025162575	0	0	0	0	0	0	0	0	0	0	0	
167	9.19992321526945	1.69389605105845	1.68762239955579	1.14369072194608	0.87902642516419	1.0791865578084	1.08492431047943	1.70105528402687	2.67684275997135	1.83522403438055	2.08511278008029	0.710919490910447	1.12656724776575	1.35728125317237	2.82515108401935	1.28001295845548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
168	9.19997923606925	1.66465242295521	1.49682585287276	1.09824963924413	0.413611352995599	2.57086864513813	1.09061000430282	3.0397347662235	1.98136731207488	1.26001796207057	4.76856349305302	1.54372220288211	0.662675151428303	1.59411770829569	2.17773976242554	1.03862955851548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
169	9.19991761484727	2.2694037441288	1.6841192262496	1.25963647720144	0.860983031711507	1.3373182303582	1.15026964299466	2.27821146293895	2.45485271624276	1.28093440152505	2.83444300073391	1.29479480543494	2.34068866215467	1.80088661885677	1.03900332111595	2.29374360319053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170	9.19990163889917	2.05620142665952	1.93074049468091	1.42397616945347	0.12612586090263	2.09702091171704	1.17048846711331	2.66660263211588	2.29956697317236	1.57879876969316	3.15357450017769	3.07866777367454	2.18398831328351	1.89547649053104	1.22006524012316	3.36457492521364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0141870105322721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
171	9.19990444903844	1.90668411143669	1.90626679689492	1.33470499980255	0.440679464744479	1.32231624715628	1.18969634942285	2.52609263096693	1.47378153304149	1.01022569451368	1.93061585475171	1.87955009804567	2.99531486976698	1.21581859825538	2.41943972733562	1.88138177455552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134078974177468	0.166412657611611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
172	9.19992423372538	2.04725365578873	1.95370987025616	1.08371040706905	0.065685527274848	4.35988016240133	1.08171381119041	5.77564072388184	2.17000949458685	3.38700124037109	1.76443968309326	2.36209345307858	1.45427813986676	1.89589748590131	3.257937854848	1.91395516873981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173	9.1999791386522	1.8679232813151	1.46061993139605	1.09956073165664	0.447574544103583	1.27476366108883	1.1516012803635	3.29101671895232	0.454923917200812	1.04886163418323	0.942775761625472	1.3812426104518	2.09788201076688	3.22929136982397	0.779125502031464	1.43305286818034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.499531723316469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101834209043284	0	0	0	0	0	0	0	0	
174	9.19997800973251	1.78305381603334	1.69259767430328	1.24994819158057	0.67105609407622	1.47706579155485	1.41562050618934	1.48536794776389	1.32956334158411	1.51338951658889	1.38561015082525	1.11757733025496	0.835044148103235	0.92120350164961	0.880604047080607	1.42337003570646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175	9.19992508903074	2.02007574309775	1.93261751028738	1.55432373336508	0.174175188443772	3.26151488364941	1.51164638563483	0.786640869003014	1.19544647577508	3.10742802592256	0.961091019322178	1.89289374382968	1.66971921648132	1.52616684612342	2.67639394418262	1.93184798635791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176	9.19992527507388	1.70676224016561	1.69090697018059	1.01753325407297	0.234287559303663	0.282484445964541	1.10527803706602	0.676481858468862	0.722392511268541	1.31901676197605	2.07778502020304	1.65601282799985	2.6228986227441	1.38430481247381	1.38113081071983	0.83839156535088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177	9.19998156056257	1.80888654244261	1.67562829194938	1.08065833687948	0.158421905683751	3.38598364376957	1.18739697891289	2.2601205243153	1.60195858995062	1.74793669814467	0.815244258806691	2.93568224292025	3.60833158225026	2.62607200050154	1.31151925481783	1.37275904756138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178	9.1999490311117	1.87676734509875	1.70603768325898	1.41813131635037	0.247403858211078	5.45058439453621	1.08223479073981	3.08109782438918	2.00755062122594	1.1589587745427	2.36248971089483	1.14180681095654	2.89000613257781	5.05010909132638	1.90116567362731	1.21234992436902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184468739828119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0992462025842885	0	0	0	
179	9.19991484664402	2.24201103655254	1.51889387270567	1.11797080299437	0.173921334798157	1.53219155355119	1.01297115730823	2.36506561885719	1.72645638499382	1.53314045039347	1.23408236179785	2.05152850845568	4.24327768793695	1.10714984788436	0.461591152027535	2.12130190689047	0	0	0	0	0	0	0	0	0	0	0	0.673446743938849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180	9.19997501480178	2.59302170668693	1.33544124016368	1.22474422085001	0.755883418968483	0.881495906660352	0.699472119498452	3.41439611130727	0.778145669590165	0.544184701739503	1.23263161600294	1.08004689940073	0.881585726013549	0.614791317128882	0.388898362146766	1.66664305715087	0	0	0	0	0	0	0	0	0	0	0	0.180914380953966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15402874311203	0	
181	9.19996036001516	2.64790369151497	1.49638398236801	1.28356387066152	0.740063300096193	0.599101529545448	0.953042418303475	2.01834222071263	2.41358929582574	0.925703684025041	0.50919870059513	1.15225330025369	0.706123488239553	1.7665480664518	0.327826620846315	1.23397289600596	0	0	0	0	0	0	0	0	0	0	0	0.421287212844499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153824370665442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022268730498656	0	0	0	0	0	
182	9.19994460037473	2.51227503373942	1.41900230774824	1.18000068542609	0.782754844336366	0.887729951029356	1.00790575498248	2.57049906783279	2.60316547298899	1.05675522372025	1.10066022645238	0.507267834780798	1.99512636633312	0.964580615636383	0.319366861325762	1.58492334312635	0	0	0	0	0	0	0	0	0	0	0	0.187071205241981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0801659696223596	0	0	0	0	0	0	
183	9.19994228518574	2.62470555254602	1.51149614171753	1.32201639289933	0.121476629997482	1.15581328116118	0.895691397689196	2.35978608789674	1.4346619303041	0.755005364384307	0.910419953237999	1.73492077124532	2.81921551867266	0.899344462134027	0.274843435698783	0.993947462712621	0	0	0	0	0	0	0	0	0	0	0	0.411128310635995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167267981812777	0	
184	9.19996454090134	1.96967216372336	1.81879567912618	0.884192706356173	0.232284161285084	2.05662417848115	1.14993662435248	1.3444156845467	2.02329558049764	3.4316795646708	0.952463015538492	2.05750643353712	1.84195856995452	2.08818174642181	7.24552565447517	1.9723862519957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228263445071756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
185	9.19990229376521	1.82957742968671	1.80163050243582	1.18999577064213	0.607817643352714	1.01669638731799	1.12592697675975	1.21370491370902	0.373751175798556	1.46871526510124	1.16027738530609	1.86939724221536	1.74737005560575	1.28451062329792	1.2811192228483	1.87211998107375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205704416058885	0	0	0	0	0	0	0	0	0.0118838009846982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
186	9.19990659465479	1.97430321078561	1.95253549200865	1.26536620179847	0.522204361159034	2.4184617158091	1.29185672117613	1.4636546940402	3.88133972437323	2.32730632490913	3.24379409215877	1.11454007436138	2.28210035579023	1.26145218948638	0.946366605696039	2.16076079660997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
187	9.19995600627631	1.75575636826092	1.7547335276669	0.988412109409215	0.672706948303969	1.45309248254635	1.13417096223462	2.56364893968832	1.24813135726065	2.33389712360823	1.52029804943794	0.641163002695233	2.40973747722626	1.16482767272277	1.00128463570561	2.09591950420195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
188	9.19994740843872	2.00892033276981	1.99794806662024	1.30878910904307	0.64693895547594	1.70776535544115	1.16321064132275	3.53200979275415	1.61495476844862	1.84769968552585	3.06073640912216	1.60031183374846	2.85134177286426	4.1344844156075	0.989897389053183	2.06306981323299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.905776382661262	
189	9.19998241938614	2.33047566289652	2.00715091391172	1.33009090015474	0.86197347981961	1.94573933963868	1.16675525041916	2.61114781235768	0.742463776426963	2.15272707485473	2.21282669047249	1.11838176513784	3.41543864393335	1.44277511796987	2.60738835976895	1.96546884967567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140941936957619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210141070445074	0	
190	9.19997779393507	1.68422895670068	1.67804158961404	1.28543262368297	0.917434961124683	1.17807143654258	1.11231905024807	0.956833460228623	0.788499532406418	0.638205293627372	1.18946139570228	0.505237380339368	0.23854604367089	0.48135833376043	0.950132804942051	0.650740883564957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193742048253998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
191	9.19998794147507	1.86981134771275	1.55806697000939	1.04985976671736	0.745122293219646	1.05015550541446	1.16313301610291	2.29643987774495	1.34330375717319	2.27207768563606	1.26979947833116	0.628006372438214	1.23464594901125	1.55340113539704	2.72902211814395	1.00511335229632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045691618994746	0	0	0	0	0	0	0	0	0	0	0	0	0	
192	9.1999715442558	1.95803426999003	1.94420663603267	0.694523202652145	0.108654519792919	1.41345154353853	1.31308774935352	1.5290718381783	2.35708379351272	3.00851856978379	2.02137556076285	2.52725514559193	4.00188976351747	2.55636006677837	2.71620271253863	1.8252243630848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
193	9.199942569357	1.70256326783889	1.40803310299532	1.21883165614298	0.441742887853871	0.509051156232246	1.10682417037713	4.69178274924789	0.569273492394417	1.05694785674371	0.472703485399758	0.906949345040696	0.771281929163176	0.880971192070853	0.405798936269553	0.37351988045696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
194	9.1999636553194	1.17502433485591	1.16372149057019	0.810637604980187	0.557881245931544	1.05663026500076	1.28420000688127	0.8917828313581	0.499236673927082	1.61701558342037	1.81326760295872	0.887184960381571	0.420527322455934	0.804078887694542	1.50804412710073	1.14376675577344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133843387423428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
195	9.19990001184279	1.78946519164834	1.63282575871051	1.40973865397887	0.695388960703404	2.22433220201934	1.19749444304803	1.418895827515	0.478395741242795	0.944188829804576	0.979029578299536	1.78173047995093	1.75404834117032	2.13861069196942	1.31029780384264	1.19453516967399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
196	9.1999272004952	1.92787113384433	1.75241093304832	1.39606668759619	0.837187434987821	1.35336038827948	1.20184966610286	3.51885235455857	1.8399163473517	3.38013854623669	1.97038577564116	0.771110624765848	1.65152371329546	1.35543103855247	3.89625368470768	2.16408767283608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000968590399122307	0	0	0	0	0	0	0	0	0.0531814122324678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
197	9.19999248175884	1.92158417158249	1.68499011877908	1.57766135375452	0.119334054459191	0.766541159056392	1.05483831699004	5.17952275932474	1.49770732514588	0.871449775351794	0.821303045599622	1.34155850505602	1.49883117996701	1.48507903891316	1.11064824273844	1.23313810454887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087324379326306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
198	9.19994625850425	2.15871317921554	1.75268838279735	1.35687581580823	0.44621467290743	3.58381085169905	1.02327094953131	1.8732825290562	1.84660414907546	2.15230863747965	4.38751775313132	1.77712872281477	0.913013606856869	1.13725409832136	1.84019437740903	1.96731093248976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0166488020631371	0	0	0	0	0	0	0	0	0	0	0	0.0867470823795249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
199	9.1999809313043	1.75618447709351	1.45289957924558	0.896432958120906	0.478040400554961	2.6242037609969	1.04042901857418	1.67425518997897	1.09691113858756	1.08190934390794	1.76908412753466	1.64166913065633	1.51124336374074	0.560748715949263	0.884707399869097	1.25319384858227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0832106655933487	0	0	0	0	0	0	0	0	0	0.0621131758458157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200	9.19999330105445	2.0767473328446	1.75112620296306	1.01649484867171	0.111915802288453	2.00687483262331	1.0740054691161	4.13165998632159	2.34111091446119	2.13858540812718	1.51068456158789	2.52973092943695	5.89536239467451	3.53625688370959	0.805910089606417	1.75781778797241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0343769407958288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
201	9.19992771555003	1.71506108285871	1.68508558140618	0.767139735957465	0.192964068929341	1.31359792415246	0.988024701081564	0.967843725948197	1.24121350438997	4.97379365565857	0.985592846422616	1.37281865010387	2.97314250753903	1.41183869971705	0.5025309800888	1.35990296735343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
202	9.1999591141577	1.88420094549587	1.76648439348311	1.35028752923336	0.733953699593568	2.78388795695531	1.04091211977751	5.14372205872379	1.45896998278264	1.13344973493446	2.64063113213373	3.36263150789043	2.12088058140815	2.38471115882179	2.66222666021872	2.49310460848519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
203	9.19994853924232	1.51849545856681	1.37920348420743	0.951737856392194	0.219432128904948	2.23907583341139	1.27013881708481	1.74760715323197	2.49818326373095	1.16811573427017	2.89560228664684	2.36199065746646	1.3506445846748	1.77678331962482	3.03272826270181	1.48585503164045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
204	9.19992655122519	1.5915845989645	1.34668277157617	1.03242353197139	0.77246213237603	1.79011860007157	0.931938296142669	2.17994310305786	1.11134591580267	1.53905353326577	0.940858180857887	0.777415025007711	0.51594156334034	0.691184036375958	1.76217923296767	1.43487124848418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
205	9.19994587510769	1.84677412477619	1.79815067383991	1.77517863140262	0.93234511314268	0.525887829800521	0.824432107190071	0.589840215913038	0.655199333709946	0.387820039600933	0.454307252799321	0.946221461517759	0.697721782966106	1.09768458615242	1.88241702859014	1.23694788585347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208828353020951	0	0	0	0	0	0	0.134584790230079	0	0.0920563155845498	0	0	0	0	0	0	0	0	0	0	0	
206	9.19994710773577	1.51744502066198	1.17434401485446	1.11214379375917	0.466132327958148	0.772209336306697	1.10962394974943	2.26410533109004	1.11178342202389	2.20664640077589	0.346061181250674	0.715623659256175	1.24761244967949	1.32008940029083	1.12838951294654	0.802070620760711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
207	9.19991424891145	1.58706497404275	1.55664464325096	1.21318897005544	0.878704458640103	1.33109372340201	1.15260329928962	1.10646440158155	0.636102045652886	1.24541485661923	0.732210362418535	0.863465811727678	1.84999037342411	1.99061888948768	0.970484650488489	0.871975554823465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0829531193427713	0	0	0	0	0	0	0	0	0	0	0	
208	9.19991555126816	1.75355934867461	1.3624166504712	0.927464671704396	0.420741768174722	1.34166144695965	1.23760919051347	1.46058680992245	0.950155478581234	1.24482290737433	1.10559271878427	0.830353125964851	2.17541246494281	0.369437426870884	0.966270666907263	1.03083747469673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.402062802102197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
