sample	height&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar	height&neo_bri:neo_gra	height&neo_oli:neo_pul	Ne&met_zeb	Ne&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	Ne&neo_bri:neo_gra:neo_mar	Ne&neo_bri:neo_gra	Ne&neo_bri	Ne&neo_gra	Ne&neo_mar	Ne&neo_oli:neo_pul	Ne&neo_pul	Ne&neo_oli	Ne&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri	mig&met_zeb&neo_gra	mig&met_zeb&neo_mar	mig&met_zeb&neo_oli	mig&met_zeb&neo_pul	mig&met_zeb&neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra	mig&met_zeb&neo_bri:neo_gra:neo_mar	mig&met_zeb&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_gra:neo_mar&met_zeb	mig&neo_bri:neo_gra:neo_mar&neo_oli:neo_pul	mig&neo_bri:neo_gra&met_zeb	mig&neo_bri:neo_gra&neo_mar	mig&neo_bri:neo_gra&neo_oli:neo_pul	mig&neo_bri&met_zeb	mig&neo_bri&neo_gra	mig&neo_bri&neo_mar	mig&neo_bri&neo_oli	mig&neo_bri&neo_pul	mig&neo_bri&neo_oli:neo_pul	mig&neo_gra&met_zeb	mig&neo_gra&neo_bri	mig&neo_gra&neo_mar	mig&neo_gra&neo_oli	mig&neo_gra&neo_pul	mig&neo_gra&neo_oli:neo_pul	mig&neo_mar&met_zeb	mig&neo_mar&neo_bri	mig&neo_mar&neo_gra	mig&neo_mar&neo_oli	mig&neo_mar&neo_pul	mig&neo_mar&neo_oli:neo_pul	mig&neo_mar&neo_bri:neo_gra	mig&neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&neo_bri	mig&neo_oli:neo_pul&neo_gra	mig&neo_oli:neo_pul&neo_mar	mig&neo_oli:neo_pul&neo_bri:neo_gra	mig&neo_oli:neo_pul&neo_bri:neo_gra:neo_mar	mig&neo_pul&met_zeb	mig&neo_pul&neo_bri	mig&neo_pul&neo_gra	mig&neo_pul&neo_mar	mig&neo_pul&neo_oli	mig&neo_oli&met_zeb	mig&neo_oli&neo_bri	mig&neo_oli&neo_gra	mig&neo_oli&neo_mar	mig&neo_oli&neo_pul	
38	9.19998507627493	1.74124603777441	1.73254861181209	1.28703282332319	0.693840522899358	0.81624467933004	0.98455047681633	0.691988081295529	2.06266800519102	2.27597036523223	0.911072699369807	1.11069172158794	1.00533955262733	0.469801815689164	0.580260347330338	1.31887595686557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32966956938022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39	9.19994421703125	1.86864870252676	1.62974745180575	1.47973232984859	0.60220667264595	2.14110492147964	1.29739630110813	1.94665710205792	2.71549498730638	1.16350820654104	1.22317424627585	1.18559212813748	1.39271292578093	0.911395014299436	2.26473494510073	1.64173768312184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321671721868637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40	9.19994017752603	2.31521937294499	1.71713746723948	0.515132480706689	0.379703452605492	2.69776418554216	0.998300682740839	1.99397901870975	4.70753321133601	1.45146706776351	1.48166234788114	1.36132294554263	1.33801177500899	3.05753559030462	1.93811702457401	1.40193406142169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.660369824834107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.504715129303391	0	
41	9.19996866616314	2.28914102911119	1.53545195135833	1.15739674282178	0.569370329484438	1.40821039486695	0.922991007547567	2.08399911979784	1.45911369026931	1.28707998303495	2.03805367332147	0.396309833595139	0.903183153223662	1.49056919142664	1.38906554202724	1.39223792570207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.350298784614196	0	0	0	0	0.629288434331988	0	0	0	0	0	0	0	0	0	0	0	0	0	0.207354651908971	0	0	0	0	0	0	0	0	0.0717033575894241	0	0	0	0	0	0.174131544439657	0	
42	9.19990442421959	2.43440645505429	1.70852450833774	1.10722812120005	0.928670367028132	0.327204988346005	1.09589755437324	1.80959276849917	1.0577290716372	0.520322683475541	0.916037742331506	0.605615336670257	0.401949648283863	0.568574779855662	0.810016059760858	1.47593190096724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214162144842484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325741107717602	0	0	0	0	0	0	0.0925177504812313	0	
43	9.19993934116705	2.40208096152303	1.61208723070295	1.41906249051155	1.13037384899283	1.44799956949535	1.03922135218671	2.84350012178591	1.06525252851922	5.98955157927681	1.54989017420099	1.24684441769889	0.797080428683377	0.715946575673749	2.19792143939999	2.75493670173297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191839748362321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0567361064134645	0	0.0444067392964712	0	0	0	0.0616476498409437	0	
44	9.19990443062488	1.91585122685473	1.85751638316993	0.944254365136597	0.73646980408755	1.02689370316896	0.824060025601937	2.19762017667054	2.10237644847515	1.42810713360288	1.97707253252301	1.2380398652175	1.00950297217171	1.29469235869823	0.747663213313656	1.32868807766525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.417601125748867	0.520791328277383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0746056398684531	0	
45	9.19995924515887	1.80666543078996	1.53465538017698	1.36521148618761	0.939821849705904	0.963403034343209	0.801274594395679	0.609655717491147	0.830670466328629	0.39785683214204	0.653723860518962	0.784077396424202	0.6298156896738	0.285898058083287	0.768519732362307	0.343700289296027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213895453037996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125415261067542	0	
46	9.19993867147377	1.93377315102025	1.87767621254375	1.53723310435515	0.886195336881338	0.852620964798183	1.15998027736686	0.699145527270724	2.65711429762197	0.578507653324637	0.889666138972524	1.30377795378147	0.71042588015921	1.7456425880726	0.794936331936116	1.4408903312828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.467395403884197	0	0	0	0	0	0	0	0	
47	9.19996396856785	2.39421012998602	1.8763756807497	1.52523973016841	0.492304709879513	0.933129216018397	0.842278852736668	1.44266802334373	0.807064069188934	0.569086678623101	0.334928217933618	0.857152607175341	0.622430286022301	1.17891188980025	1.31335826900717	1.60686692988665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.437698815228618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.476769411309833	0	0	0	0	0	0	0.185475308863355	0	
48	9.19997829726299	2.7219301176372	1.64704421569048	1.20138586174316	1.05738781623941	1.14688393169379	0.821854416457514	1.39800146613176	1.24987319425757	0.444330138483859	0.486684787876425	0.754494422184899	0.338502943763703	0.615047459791016	0.949392298900645	1.15058480979433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.389409534671348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.383301493385831	0	0	0	0	0	0	0.103458862494707	0	
49	9.19997852296923	2.44038036890846	1.62793270094683	1.33755144469234	0.537262632649829	1.18057335554954	0.945416748557738	1.27361355254266	1.1553138122712	0.862778186606307	0.432625858024718	0.819305342081594	0.622630557308324	0.360977649575197	1.07223121522489	1.34623181943138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.754225460467519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.761284631937468	0	0	0	0	0	0	0.141877742437075	0	
50	9.19997672714094	2.3383971162842	1.68116363536023	1.2836470748521	0.924704043555115	0.695822479052778	0.942884543322994	1.07671772727243	1.51046858281069	0.211488661305279	1.11613922740227	0.560377066791958	0.527687957224249	1.03317498691567	0.313722773572209	0.828558981081756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.847310130421505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180250862604209	0	0	0	0	0	0	0.202021459174256	0	
51	9.19999308735172	2.24604245839841	1.47336914670696	1.28772402998797	0.796436510971415	0.55697589688128	0.639352478853553	1.3355427033385	0.824100490762862	0.738083311284758	0.238690483145168	0.321633753411403	0.418266440439801	0.615943205823874	0.574746651205537	0.374751543095969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232843484478837	0	0	0	0	0.112648549562083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0817635994261937	0	0	0	0	0.387324527443659	0	0	0	0	0	0	0.101279041657557	0	
52	9.19990097644555	2.14787714217401	1.92091616813124	1.74276365897323	0.855679791446267	1.28182213675114	1.03095264500315	2.57037658266175	0.933406192844253	0.754714426413197	1.55012823885075	0.875991334699807	0.742628209170774	0.677090707504975	0.863193955281869	1.88132753072639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.306102493576755	0	0	0	0	0	0	0	0	
53	9.19999116914807	1.96100848165589	1.90015131150971	1.65559596050394	0.708564187040415	1.10802864483885	1.09734999337631	1.25996186035775	1.345602491525	1.52865919024492	0.803549244814254	1.32299150239688	0.623073407972718	0.78162655302861	1.13473043936615	1.73447773574185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0196212582501916	0	0	0	0	0	0	0	0	0.488139034516907	0.00116818073674394	0	0	0	0	0	0.169743702304334	0	
54	9.19990163659457	1.84591322539955	1.41418222781698	1.38948252547163	0.321268235179948	6.67709940796456	1.09684255545111	4.214373601341	3.39400083424978	2.04356739897183	1.7052802049859	2.81082017052139	1.6377680506057	5.6590329618255	2.92045163927249	1.35563686703057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0496253196236384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55	9.19997342193764	1.84644688895975	1.17343357752233	1.02064140001654	0.739571524561876	1.82529425989513	1.02755408480158	2.38672629604762	1.78513543486417	0.967520207678366	1.70055371823091	1.95075788381023	0.895285428493631	0.463384170139833	0.87420500558958	0.85370327664532	0	0	0	0	0	0	0	0	0	0	0	0.147305945099329	0	0	0	0	0	0	0	0.447960566401135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56	9.1999330206826	1.79184413215653	0.929445896177299	0.89177707175567	0.684836378271912	0.921921559371418	1.03387177566139	2.19578160790046	0.426467863025436	0.47901571716204	0.768785466188497	0.39341901536574	0.759485276869069	0.583504096238784	1.26011599487761	0.558447728981097	0	0	0	0	0	0	0	0	0	0	0	0.285055074091596	0	0	0	0	0	0	0	0.257308573392826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
57	9.19996204980333	2.18025270580013	0.982048872178773	0.918877699039069	0.817066748957868	0.470691869259147	0.756718396901834	2.36063159173476	0.431626841205389	0.440437078157379	0.365278293900697	0.966062524303303	0.767452735414135	0.373075870003765	0.482918563863427	0.811454925313334	0	0	0	0	0	0	0	0	0	0	0	0.18393238038079	0	0	0	0	0	0	0	0.439522956856071	0	0	0	0	0	0	0	0	0.012484506301061	0	0	0.0391806739657648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
58	9.19991086025327	2.68143318329852	1.41751088854221	1.371046832666	1.18014223143503	0.459428856673431	0.626082955602881	1.5873212369311	0.118986783905567	0.171852658887603	0.410456565584416	0.257303138161471	0.363965479509832	0.699339161859226	0.750074335470543	0.46816941368027	0	0	0	0	0	0	0	0	0	0	0	0.276918978627724	0	0	0	0	0	0	0	0.139606452857716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197657073698706	0	0	0	0	0	0	0.0864626873121609	0	
59	9.19997013033108	2.36939312489724	0.942854743090198	0.857782084666783	0.833095624388105	0.038820208454087	0.638168033564092	2.38224652076885	0.3252572653223	0.187947194568936	0.510872612216762	0.644438896255216	0.303144720775813	0.414007778327155	0.618700199648779	0.278779245253647	0	0	0	0	0	0	0	0	0	0	0	0.332961028862987	0	0	0	0	0	0	0	0.255980269150975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.44423737994776	0	0	0	0	0	0	0	0	0	0	0	
60	9.1999816056259	2.34070319346991	1.37782865119915	1.20460460659281	0.883949796786905	0.44352693863245	0.806342169925066	2.24231517599794	0.930929978491864	0.57139039327011	1.35195459085574	0.610438561980072	0.758025897148991	0.199646068286763	0.423184180063694	0.473290081833409	0	0	0	0	0	0	0	0	0	0	0	0.46819898186203	0	0	0	0	0	0	0	0.236490334308882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.277493805771358	0	0	0	0	0	0	0	0	
61	9.19994749758902	2.38508649058152	1.1118135628561	1.05075111011703	0.879324514537225	0.400852412197589	0.782118031592542	2.72511447766621	0.542923161877674	0.581235508407336	0.920107570873457	0.433162925545551	0.497749461764514	0.385777584650589	0.552948488525043	0.891967164794134	0	0	0	0	0	0	0	0	0	0	0	0.385303106774549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40913141878338	0	0	0	0	0	0	0	0	
62	9.19998376276544	2.41167452668434	1.20437485825517	1.1443133459485	0.567721439566599	1.51037886883746	1.03738983306162	2.12147713777135	2.11729060913437	0.677884147541523	0.886996964902651	1.02738589578084	0.801199308429381	1.18163034346115	0.542359272569004	2.06442262418133	0	0	0	0	0	0	0	0	0	0	0	0.222510880614779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.502515592828644	0	0.0192230728543806	0	0	0	0	0	0	
63	9.1999501171677	2.62349297569299	1.3555521035518	1.09594457304267	1.06677180952984	0.519192807348598	1.00035534125067	3.46284485280804	1.04293628730534	0.73390865086272	1.05301006487213	1.08712571736501	0.624990877809694	1.27677128385044	0.457062384083514	1.78089140190046	0	0	0	0	0	0	0	0	0	0	0	0.219332547234187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.349079648232423	0	0	0	0	0	0	0	0.0302797709769386	
64	9.19996595612976	2.44010661885946	1.17992743200985	1.15616977246003	0.918733047234657	0.781586635076126	0.801782165118513	2.04743462148572	0.728446465231932	0.603893041327362	0.584262288648562	1.76522841186895	0.56642679503698	0.635426097231439	1.27967213452261	0.722600699935573	0	0	0	0	0	0	0	0	0	0	0	0.26006306303696	0	0	0	0	0	0	0	0	0.819371299771216	0	0	0	0	0	0	0	0	0	0	0.144708986105784	0	0	0	0	0	0	0	0	0	0.166373007989587	0	0	0	0	0	0	0	0	
65	9.19998898527307	2.32381308147939	1.3555372489862	1.31553357768232	0.86988365717329	0.327260095462321	0.901194275549418	1.89638242266517	0.248981400939421	0.404477100913695	0.214207658246869	0.408457306247317	0.539789046711854	0.319555259343988	0.944495582115569	1.12072263854574	0	0	0	0	0	0	0	0	0	0	0	0.298102061219559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.905947326382056	0	0	0	0	0	0	0	0.372921437702269	0	0	0	0	0	0	0	0	
66	9.1999166524319	1.60498683601688	1.53664530602703	1.4622362382442	0.498325993882776	0.367538389898639	0.788067995390141	0.566115972825161	0.452077006727449	0.238560974004476	0.311235914771476	0.26083286224716	0.995915037207687	0.445844018215487	0.470855316578692	0.314474966076022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.287555816230267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
67	9.19995961009798	1.77926336401093	1.54728782813307	0.930586125836445	0.703011042348356	1.0593292513553	0.83715361823865	1.32720289446022	1.63912945317994	0.606024856393029	0.880996955430411	1.58967598182665	0.453889505087783	0.854254210584561	1.49989034874611	0.615606744997923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118757679525616	0.67961852920367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.450390808412612	0	
68	9.19996889235617	1.98259537253024	1.84193796497226	1.2771987751952	1.05287338853759	1.46234321508506	1.0302383273766	0.971986352518859	1.58933002498206	1.57392386856999	2.17793360041816	0.755101483482512	0.701525925799454	0.554141451692468	0.932240602121702	1.36722871472507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237272035564109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042451658369456	0	
69	9.1999151754365	1.90044045793375	1.61828729041947	1.20305959138128	1.03063471648984	0.713834481611951	0.869507305957369	1.00863282200112	1.33007769963093	0.903068383718417	0.949561601378021	0.419308568175647	0.346645391608443	0.514291875369806	0.371857561696099	0.660410025773977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0830866591802368	0	0	0	0	0.328091338492187	0	0	0	0	0	0.0355779017973598	0	0	0	0	0	0.0572148656514308	0	0	0	0	0	0.102221983921456	0	0	0	0	0.0876301997822433	0	0	0	0	0	0.0524260298579531	0	
70	9.19999176811295	2.00854716751515	1.66163654558949	1.39912671467003	1.13596204162942	1.21038399185111	0.978559485489368	1.90536256508582	1.39315261873753	0.428714860941274	1.11006716783523	0.379144094836227	0.639020615992499	1.24647849825626	0.453936357177926	1.39317311866955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.229727015539249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0898200200811195	0	0	0	0	0	0	0.0774151928725256	0	
71	9.19999297456427	1.9725649323575	1.58721306634301	1.07719932421855	1.01267446228381	1.87840892106814	0.894053425550223	0.977946055781886	1.28281266921365	2.30938168205753	0.862598828866246	0.513212569321067	0.633292095074554	0.565480613402843	0.862259634789595	1.04078810398972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244775563996794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0945218602405129	0	
72	9.19991369635519	1.75171273515222	1.66145933940998	1.52503721651002	0.900995338711666	0.780572754650166	1.03946104711174	0.921035980671517	0.872999059301516	0.400151142114927	1.31106361255793	0.437350757708169	0.575547493287393	0.628024664680901	0.405712437717337	1.24182021547993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172122330685496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197103202993695	0	
73	9.19991512227472	1.46982727568083	1.42488870982078	1.35755779210926	0.905988990442917	0.114726002979475	0.8859697459914	0.415587147180303	0.307855494148956	0.114524681927806	0.186110478465546	0.301801558461021	0.446783267841474	0.0949904155912032	0.129080409783446	0.281780294385939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19439343272332	0	0	0	0	0	0	0	0	0	0	0	0	0.0622140950018079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108524686250673	0	
74	9.19997731505395	2.03038909327177	1.83515462647543	1.66836728993785	0.83105595020551	3.07012095946783	1.2346724259236	1.89801920436581	1.09796272182388	0.968072042897657	1.08594483240219	0.985020189442925	1.32851898514109	0.431607612073415	1.65024641148131	1.80457891347833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.331814757612448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
75	9.19993366524521	1.934831786828	1.58108954742355	1.42926557829975	1.20319951503177	1.88368922045967	1.03919338215585	2.23852512164649	3.19986582536115	0.533671678384879	1.24987957255077	0.695103369022049	0.777619079007343	0.367237726696133	2.1927162670244	1.09668751648066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.369069687808757	0	0	0	0	0.206604567591307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76	9.19994212250803	1.5738050998933	1.49454246854303	1.12725627568376	0.871356469409076	0.502646183142043	1.16217379609918	0.818330828829979	1.80436869367026	0.867946369705317	1.14456483909376	1.77381186720497	1.03840227936043	1.47527453846301	0.552944980162421	0.670503903485058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23777753692731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
77	9.19990520467754	1.87464171177863	1.71674749364169	1.41636457241557	1.18218458438738	1.26499906687703	1.10065880937558	0.862726059386285	1.26954846323961	1.41179003606201	1.27168413703772	1.25439812173653	0.854907023443273	0.765215238678186	1.23110231594139	1.5510684570191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.227654984019321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
78	9.19997894975218	2.10904954822489	1.84315318137232	1.52413993305513	1.44231599898583	0.927576365784729	1.26315057854973	1.89332195482654	0.72096316361825	1.02466480672028	0.995589123770616	3.696456639781	0.718964204656227	0.845284599248879	0.671155356105193	2.22388008854848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242761578049356	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0700341494604642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
79	9.19998503704224	2.58878401131889	1.37464536985512	1.11953242359165	0.973217775627849	2.86369509179427	1.20478051381116	4.09965757345978	2.28907103576272	3.55599749386246	1.47426302242815	1.78430115376633	0.98475855661513	1.33045271469838	2.14243171078436	3.08428004536316	0	0	0	0	0	0	0	0	0	0	0	0.166715139417625	0	0	0	0	0	0	0	0.0999534949683699	1.16289291053472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0742137761963607	0	0	0	0	0	0	0	0	
80	9.19992926907246	2.1703210472261	1.24018564103283	1.02234606940165	0.988877010671185	0.352600127932606	0.755643506261355	1.84670764948612	0.558097106080838	1.13836246904077	1.2003357002916	0.609508185767567	0.390905673891507	0.320079994777335	0.338164131750897	0.638600922155363	0	0	0	0	0	0	0	0	0	0	0	0.262133574638118	0	0	0	0	0	0	0	0.304559608474424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060181837020017	0	0	0	0	0	0.0520229670164722	0	
81	9.19996011375676	2.11363620632048	1.62620189031907	1.5248266045424	0.998275120509245	0.979545265709208	0.865666716884447	2.60016717379303	1.49312313554695	0.546655686388879	0.531012634258069	0.298178152691695	0.540683345293569	0.698720519866561	0.616577960621602	0.746673805164204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071714218035023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.345880781945232	0	0	0	0	0	0	0.0752387242516984	0	
82	9.19995028058874	2.42481334942009	1.83276909346708	1.48459874996619	0.811641756136961	0.455697808658653	0.741519470486351	1.42704694758349	0.554086554605852	0.419640836536075	0.639571612394068	0.958766032077365	0.612992585114538	0.767455954237415	0.449074502800065	1.70153786812265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264939632645624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.387291817037384	0	0	0.246200665075514	0	0	0	0	0	0	0.189626587372079	0	
83	9.1999125746076	1.94742851779205	1.35429900479729	1.31583957584196	1.06801152186464	0.580045482673704	0.969011924931494	1.4494535944385	0.650970066678574	0.320765842991107	0.911200968148535	0.510670718814826	0.520558217112083	0.5489552938942	1.94051683580699	0.905497733299041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0318300616766891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.345272382820236	0	0	0	0	0	0	0	0	
84	9.19996603434763	1.58732034531102	1.56757601540727	1.2183887135093	0.701141522257854	4.35476017743576	0.848591190225239	0.924871423320474	0.835415689526543	0.492484555633794	1.36535944367573	0.781531684382996	0.62466607638721	1.79852074381918	0.355880642235221	0.434486227354994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19434407347868	0	0	0	0	0	0	0.130996002564623	0	
85	9.19999768632602	1.83959348219434	1.37006960717585	1.09465451612541	0.522570455252466	1.00710370611315	1.13308243122751	2.54580984736204	1.82462157145108	0.996115656606368	1.80813171581324	1.37474534952066	1.2547955037422	0.572431147782028	0.922088940840427	1.06129576902681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.318795163313503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
86	9.19993860307423	1.92861292988659	1.77880560541109	1.05544568413842	0.918348424067708	0.673369669741014	1.27019902687212	4.32654214712924	2.1581092823687	2.21261621981307	1.74933652530011	1.04150571176431	1.18886412436899	2.42891133650297	0.738464102602159	1.47163052129774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.389792489339861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0223652751675265	
87	9.19997978600898	1.77245352770269	1.59986826160835	1.03917222306758	0.541544801634038	1.26793130104374	1.16851329013862	2.71079380433297	1.84922409430303	0.788029787336755	4.41464155815473	1.57243760237494	2.11180771984718	2.6581707048398	1.60778370121748	1.33649089924294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0919449418247741	0	0	0	0	0	0	0	
88	9.19998283447711	1.61966050355458	1.57671185806077	1.46155174571924	0.143325586768253	2.1597416068697	0.766527016771604	1.31657641977242	0.877642643583176	0.654450150922879	0.533104920080085	0.615470274013608	1.22491987283147	0.605963608811503	0.77593537669931	0.366218928268301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12778151463717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.747618779200679	0	0	0	0	0	0	0	0	
