sample	height&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar	height&neo_bri:neo_gra	height&neo_oli:neo_pul	Ne&met_zeb	Ne&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	Ne&neo_bri:neo_gra:neo_mar	Ne&neo_bri:neo_gra	Ne&neo_bri	Ne&neo_gra	Ne&neo_mar	Ne&neo_oli:neo_pul	Ne&neo_pul	Ne&neo_oli	Ne&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri	mig&met_zeb&neo_gra	mig&met_zeb&neo_mar	mig&met_zeb&neo_oli	mig&met_zeb&neo_pul	mig&met_zeb&neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra	mig&met_zeb&neo_bri:neo_gra:neo_mar	mig&met_zeb&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_gra:neo_mar&met_zeb	mig&neo_bri:neo_gra:neo_mar&neo_oli:neo_pul	mig&neo_bri:neo_gra&met_zeb	mig&neo_bri:neo_gra&neo_mar	mig&neo_bri:neo_gra&neo_oli:neo_pul	mig&neo_bri&met_zeb	mig&neo_bri&neo_gra	mig&neo_bri&neo_mar	mig&neo_bri&neo_oli	mig&neo_bri&neo_pul	mig&neo_bri&neo_oli:neo_pul	mig&neo_gra&met_zeb	mig&neo_gra&neo_bri	mig&neo_gra&neo_mar	mig&neo_gra&neo_oli	mig&neo_gra&neo_pul	mig&neo_gra&neo_oli:neo_pul	mig&neo_mar&met_zeb	mig&neo_mar&neo_bri	mig&neo_mar&neo_gra	mig&neo_mar&neo_oli	mig&neo_mar&neo_pul	mig&neo_mar&neo_oli:neo_pul	mig&neo_mar&neo_bri:neo_gra	mig&neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&neo_bri	mig&neo_oli:neo_pul&neo_gra	mig&neo_oli:neo_pul&neo_mar	mig&neo_oli:neo_pul&neo_bri:neo_gra	mig&neo_oli:neo_pul&neo_bri:neo_gra:neo_mar	mig&neo_pul&met_zeb	mig&neo_pul&neo_bri	mig&neo_pul&neo_gra	mig&neo_pul&neo_mar	mig&neo_pul&neo_oli	mig&neo_oli&met_zeb	mig&neo_oli&neo_bri	mig&neo_oli&neo_gra	mig&neo_oli&neo_mar	mig&neo_oli&neo_pul	
89	9.19994111257111	1.85152647966574	1.50410382912111	1.37693658321118	0.890000032717562	2.01521665683286	1.21122894257482	3.1363791377057	1.25906688043658	0.916343594556241	0.557262925268481	1.07775057627579	1.23972488147856	1.6062749662658	2.63490407472872	1.61126939118979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00567828848132417	0	0	0	0.0889736759593401	0	0	0	0	0	0	0	0	
90	9.19997297795162	1.88331200181925	1.87866048784482	1.78570065885585	0.740245423271147	1.90935846295442	1.02427779009673	1.32890234270179	1.14012509282354	0.533269169454366	0.840953496986464	1.45557540133954	1.064651005986	2.25653708615284	1.01959744919931	1.2040300777649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0487357239407229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204842333148406	0	0	0	0	0	0	0	0	
91	9.19999972342653	1.77346333807755	1.71343286715236	1.56418558305032	0.492150007596456	0.893321093192459	1.21890224416361	0.987264931511539	0.628700728679618	0.695441008051142	0.810826742145398	1.45746812752791	1.20854805553577	1.0513880616496	1.01906755903307	1.38765065626214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0802475687861761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.423067044036363	0	0	0	0	0	0	0	0	
92	9.19991284166143	1.5584860850308	1.4752963660969	1.42324209857739	0.680555749336073	0.553452155000674	1.01561726112438	0.917224415363877	0.51769076871989	0.672353466839729	1.06743003453558	0.941286969233351	0.757875800229742	1.39826892539027	0.445117499573896	0.944896123491483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258908480864573	0	0	0	0	0	0	0	0	
93	9.19998273772304	1.83772816949616	1.56841043422359	1.33046304745476	0.495730744935522	0.697345264218519	1.1350169241862	2.74111412112128	0.856465173383873	0.699788487335173	0.985684961090964	1.28720890993472	1.35927274371418	3.98372377296109	1.40924012871247	1.65361473910954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.410469552308337	0	0	0	0	0	0	0.316395533455588	0	
94	9.19998611349266	2.1680390154543	1.30892984332726	1.01756587378375	0.867015623812491	2.14455671244922	1.49444943057089	4.4498602709154	1.39669286687073	1.34125810809101	3.33781193703646	2.55195475646904	1.20133554505027	0.966830492455125	0.685147741645987	2.42444430331539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30318615849378	0	0	0	0	0	0	0	0	0	0	0.103122394970512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
95	9.19994768000948	1.93646734446366	1.43990376496154	1.20586259109945	0.909444953733403	1.44921759990268	1.11684384557707	2.81302235242538	2.43096753010143	0.999212744492839	1.98654913287205	2.20338977566295	1.03276226812637	0.834057495166657	2.91165638161947	1.66642005286534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212435108229853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144093785683563	0	
96	9.19998517767322	1.98684878880601	1.88148175840306	1.59126019413681	1.10342306719657	0.994415051691222	1.02347663266984	1.14185239174979	0.700145162912742	1.18280745194369	1.18865336828564	0.703513562592681	0.68424448787035	0.601078423767049	1.4898856734378	1.00730665498239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195196443334067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0843409676868483	0	
97	9.19993205570624	1.45570304444398	1.20522825516315	1.13755311044175	0.737781209964547	0.802719264082174	1.09578594369211	1.76545422579581	0.595616987469217	0.458240098762306	1.20126737280436	1.24762170976414	1.14736362681293	0.965405467853386	1.5555008096477	0.719293924034584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0817205160468147	0	0	0	0	0	0.350487890128841	0	0	0	0	0	0	0	0	
98	9.19997589715089	1.66852543508879	1.62737524403526	1.07701391041797	0.751958856720174	1.67386457606913	1.20129699519895	1.3495489453512	2.70899178827208	0.403763372053721	0.836534104429677	1.64882459717207	0.534189577849565	0.816879065313411	1.22345425978701	1.04290641087556	0	0	0	0	0	0	0	0	0	0	0	2.29527045485035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.348020180930564	0	0	0	0	0	0	0	0	
99	9.1999095651399	1.94728118649055	1.09486491433188	0.96414554886514	0.703626507345813	2.29135780716288	1.31003195989438	3.14092976631685	1.21809753404544	2.62253967813379	2.88336336675931	2.2372238711835	1.58613429365404	2.70831148511671	1.2953426097318	1.70424259508072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.397490445421619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100	9.19991979430729	1.8086862955975	1.56186845062672	1.24245038768851	0.767480977944269	0.485857371762876	1.17395962847386	1.17514157079261	1.37287679667089	0.781130269615103	0.780874850204301	1.11595148813223	0.774653921621099	0.373010659461324	0.766135650980974	1.13247634614718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.239549448912349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.698334553051788	0	0	0	0	0	0	0	0	0	0	
101	9.19998139369889	2.01184743244869	1.70317822328758	1.11281156109928	0.617368226176179	1.74080261484821	1.11285646564372	1.29650444807457	1.70137311733585	0.701118399603878	1.80706827486428	0.941983100766259	0.75516413051825	1.30614840374012	1.876195660978	2.04116187019114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174792031820496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.607539167089525	0	0	0	0	0	0	0.188144125664289	0	
102	9.19996489527108	1.80954145163706	1.46251478165719	1.43197203061241	0.483578481904402	1.07673996407549	1.22559728347825	2.2845646794907	0.92297103638233	0.623531679588509	0.388368277510639	0.532875639916031	0.927639489875423	1.29484485670415	1.45196293820939	1.92237621235982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.677798677085506	0	0	0	0	0	0	0.284842001728171	0	
103	9.19998982673183	2.20515958224898	1.19322688227482	1.17501586767605	0.609469860899203	0.710870714491617	0.864323696749006	2.12269879783507	0.626056035077201	0.696049872744424	0.254806504066656	0.643421666509364	0.697213925020133	1.26958725234092	0.839224439384401	1.23077784112801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.318738836460018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0648897985749508	0	0	0	0	0.570950020746168	0	0	0.242317126891219	0	0	0	0.0763831911114314	0	
104	9.19993772713509	1.91929465472798	1.82800571634776	1.70050383475621	0.61174370326383	0.582076504564628	1.02321814254963	1.7022565275102	1.16551411304982	0.671452647745913	1.11633803249255	0.817097398125354	1.04730441936446	0.551493038118556	0.691013481025228	1.50166707812612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.483116240482007	0	0	0	0	0	0	0	0	
105	9.19998951720625	1.77967955116963	1.40404268660532	1.05316409579205	0.250590714566272	1.44909453859489	0.8819035768482	2.72640430360193	2.39224985593723	0.619747629342891	1.71696786979556	2.29186107276802	1.51823583266688	0.714099970429412	1.54791674929385	1.0663259426105	0	0	0	0	0	0	0	0	0	0	0	0	0	0.245737070591588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67871696278379	0	0	0	0	0	0	0	0	
106	9.19997966844973	2.01856318346558	1.75334192535902	1.30208228114225	0.500407221808149	1.28808126663665	1.06723945732222	3.4763107975575	2.5781517540467	0.915794511762605	1.21774946218618	1.92009232320473	1.56021099973286	1.32395000908985	1.06693010246732	1.57651124876558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.528239719962825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
107	9.199916801564	2.05980683763824	1.84943779523759	1.81551931486157	0.885695167709069	1.09442983705564	1.09387084398175	0.838352700312517	0.693716150254683	1.1805978695536	1.16862459895791	0.534595916915705	1.0475853208902	0.646900398334471	1.43190197847347	3.03679489153727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.543282654210358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
108	9.19999920456977	2.12177436580859	1.61099772588831	1.40467899709636	1.28102732610041	0.525626590238108	0.951010733281854	1.68858476187667	0.683264252362139	0.447849739470157	0.392742568905903	0.201850608823862	0.859615049999374	0.562875964185156	0.594309167163428	1.21005851386836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.291535226300983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
109	9.19990997818965	1.96936602386097	1.56148922460036	1.3312760416671	0.92866023415443	2.50987381928692	1.02612027507684	2.65441078356686	1.85254158425969	1.3725536530088	1.45735725229616	0.999385875757166	1.22287952724631	1.20598801475255	2.15219701224016	1.75548942561518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.306540498827334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0223795454472348	0	0	0	0	0	0	
110	9.19993348009248	1.83710701021359	1.75803516820037	1.64538519157178	0.754351674734358	1.04320740684876	1.02088512449612	1.08230318489688	1.97129832769788	0.549026625289543	2.35310401959026	0.959834441779385	0.716062104992895	3.35342421540862	0.876041618844124	1.0651639563598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160389493094849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.417938124927111	0	0	0	0	0	0	0	0	
111	9.19993113665184	1.84837514917474	1.49603879529038	1.33553284778697	0.712522748378601	0.881556063079964	0.965300461866978	1.1077727862632	0.914447311610113	0.334663092749533	0.176885271170851	0.303130375717848	0.701910957359458	0.637788584936385	0.409579301971005	0.348332302974503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138454469985682	0	0	0	0	0	0	0	0	0	0	0	0	0.368560038228454	0	0	0	0	0	0	0	0.39757017815031	0	0	0	0	0	0	0.131982943831473	0	
112	9.1999758154013	1.78081587164556	1.72284749145937	1.200290587109	0.650097856570108	0.314949874195596	1.20403080552443	2.84461563265158	0.959272341394205	0.872763421360312	1.28579512691658	1.32260639484953	0.810194745601933	0.686649229064699	0.774462122962304	1.30174550283985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.551890753242879	0	0	0	0	0	0	0.105114410080412	0	
113	9.19994445426366	1.82218947435865	1.09198733403112	1.03859940011808	0.50678302151796	0.820056766300112	1.22444234441029	3.32279424566217	1.61080215921571	1.1621576816039	0.683907902236906	1.72762029090614	0.694688174115188	0.195455665174094	1.85428999548218	1.39572279550012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225192957963122	0	0	0.246540961608758	0	0	0.376923267157669	0	0	0	0	0	0	0.170272773059356	0	
114	9.1999866833908	1.93317696560049	1.68120425019236	1.47093243493268	0.742120701728604	1.28593905782552	1.09594096703173	2.46722202941596	1.0106448307427	0.865931793137683	0.97094641303848	1.21047259925168	0.765753316284566	0.410778152370128	0.710252643501632	1.08801976465409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257799180879206	0	0	0	0	0	0	0.0643100257632335	0	
115	9.19991225561911	1.89420349905941	1.82519103005131	1.71167203150274	1.07801906576191	1.17745887709609	0.882426865166813	2.20275642924547	1.6603475786025	0.584824579483409	0.463586193569273	0.529043770231314	0.764045368077738	0.260203019231367	0.740396019735096	1.1376995715472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110154900230052	0	0	0	0	0	0	0.0551253667264148	0	
116	9.19991189329617	1.97726584552711	1.56445654516256	1.51034109303115	0.744679779039069	1.11321183506498	0.772297557351264	1.41209932288173	0.418548576805544	0.549090812250848	0.23790896351014	1.21470848699412	0.570567273510364	0.280361356543051	0.266404087097396	0.756428055994854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0816629597867	0	0	0.0485201178152981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.335475346444528	0	0	0	0	0	0	0.104627323380086	0.329777283555209	
117	9.19995227613571	1.95362312465184	1.70282356648045	1.21569686689688	0.941117437654513	1.56826213457185	0.893967939668357	2.02292464611223	1.07637509786731	0.997258220153865	0.689801860255536	0.555864659967423	0.592900969380138	1.99067911400669	0.364344887821887	1.08709951765018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0396928348971093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14722620305205	0	0	0	0	0	0	0.0928531025270172	0	
118	9.19993641562502	1.62437562050659	1.60547066057958	0.763286644068344	0.437872810658199	0.910747499998237	0.996136150811493	1.2650484990006	1.7513475024005	1.7994945065192	1.48860311357143	0.664677189717844	0.959874057882739	1.01422619621537	0.691058356108708	0.689751657393543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.414747940552253	0	0	0	0	0	0	0	0	0	0	0	0	0.0310020909678785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125346708068275	0	
119	9.1999850094225	1.62802283423749	1.43676846903197	1.22518036993811	0.701081924900718	0.359349739913086	0.819513847198708	1.00036030439976	0.423938147887734	0.151363716928073	0.806104576562059	0.27607006408838	1.29087599427322	0.406934201357938	0.283099287984131	0.240693397013331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.477877411573796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110149766835791	0	
120	9.19996255656288	1.62772841538101	1.52504389588313	0.784311237149013	0.534100143556548	0.589934080944192	0.935895307411596	0.314306441829735	1.22894216747329	1.02091204326386	0.575681251987175	0.712791510348189	0.967354283311817	0.40593573429229	0.638928070737674	0.784729018139404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.375315852949751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233675552306134	0	0	0	0	0	0	0	0	0	0	0	0.191151030086178	0	
121	9.19995961003121	1.80758366371571	1.73808498903827	1.28713274524057	0.957748903380677	0.587382613246547	0.899724312227227	2.39248754471316	0.76124548901498	0.5220903775805	0.721114460393623	0.564146121034222	0.544728806049558	0.314712789919211	1.04784612569933	0.598766434252733	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0390158716227895	0.0361516704550663	0	0	0	0.017975734610748	0.39390808198757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0740229769034988	0	0	0	0	0	0.0702338194488265	0	
122	9.19998888424629	1.92670412362968	1.3007841485731	1.24764587241281	0.695278258081814	0.854789465828839	0.809074190851862	1.81821585567371	0.574453736588459	0.831575638904269	0.135724231762462	0.42622117672288	0.914799042441853	0.652632464067783	1.60137056700566	0.830763507961146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249131524790466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221865037161391	0	0	0	0	0	0	0	0	0	0	0	0.144625560222134	0	
123	9.19991926825296	1.85182382765607	1.69639474883875	1.13130336069566	0.80321099558395	0.360965668392249	0.865522564680282	0.54847993569579	1.27454492484202	0.357309212726237	0.608744095074227	0.489179514657502	0.536885202913318	0.195034528872611	0.829940565399276	0.788403189603056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.373882964903207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32975870328583	0	0	0	0	0	0	0	0	0	0	0	0.16987070047696	0	
124	9.19995239112699	1.94925490824287	1.34460888584226	0.792685698549822	0.722902369906694	1.06690168766757	1.35951564505562	2.28784476573073	5.00730142299963	1.12860407766003	0.658357324463234	1.75231443172282	1.26672493154161	1.07169410626411	2.31452565154234	1.52032072683306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.601636618652389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217685272401294	0	
125	9.19991016448989	1.75839475164329	1.41138576792774	1.23008411241179	0.821109874932212	0.338839137529006	0.991823239945903	1.98215122104789	0.555096168120289	0.459737345478098	0.572448403610962	0.838868807480555	0.612767545930951	0.477889460567687	0.468246747008666	0.814061402332135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.506256323199199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.292533012118436	0	
126	9.19996990198053	2.21467846396035	1.70485410462975	1.56369424382202	0.414472044144172	0.501548313372441	0.910479397441488	1.59704890640323	0.852458577715946	0.867888053672389	0.855982973787561	0.217882488152871	1.28568260167258	1.64490928639436	0.230251016323064	1.15778604035238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11667961506227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0679842694655534	0	0.0366037468953876	0	0.473726159932918	0	0	0	0	0	0	0	0	
127	9.19993950511006	2.14368786141842	2.01090141819607	1.7037665441028	0.639189910879911	1.92801749958209	1.17030765541989	0.956672055830287	1.51968660756661	0.882976976615618	1.48713731859904	1.51962942978282	1.11837384317072	0.520599427008861	1.00254506970265	2.49565879532953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00970963358079409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.452986896602518	0	0	0	0	0	0	0	0	
128	9.19998333155894	1.86547450492387	1.83800153276678	1.5307648199463	0.207688500402814	1.91806461708445	1.25791962146174	2.09340511302979	3.91880617257577	2.11240324239141	1.50796590577518	1.80663141169187	2.32075333824597	3.61405022287603	1.43438093769186	2.7971110863301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51663462145807	0	0	0	0	0	0	0	0	
129	9.1999085843383	1.62227040561113	1.5770175704244	1.53302616701926	0.496111859607002	0.653248258638471	0.987119833022843	2.03377320465815	0.843845708564923	0.919202956515095	1.49261664852251	0.930932525237826	1.31912215026485	2.42648384768076	2.30036404650355	1.1410954279972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0477962625653987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323382354867346	0	0	0	0	0	0	0	0	
130	9.19998159423777	1.84556819242448	1.13477631394684	0.98980838598559	0.905832077563283	0.828316738581213	1.039265873231	1.71288801100568	1.01964782789684	0.648418967368858	2.15280589484194	0.125552575359094	0.451098731878734	0.290420531923197	0.602068388348592	1.09129598350659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238030848716024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.753551028048839	0	0	0	0	0	0	0	0	0	0.0554967212294954	0	0	
131	9.19996990780867	1.67042231805867	1.05546866124641	0.97061347537057	0.875633410584537	0.514594767437324	0.845906062809324	1.88983317316546	0.569016112306366	0.746116724210342	0.518910869248233	0.144516506385561	0.409076300409238	0.226310641261042	0.87280535365865	0.3202340087666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168540790744409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56371497509805	0	0	0	0	0	0	0	0	0	0	0	0	
132	9.19994551091354	1.74854508804183	1.42669504196528	1.0620364070799	0.857295545258258	0.336551944318462	0.89582182206733	1.95451082300519	1.08069690057079	1.16879209940163	0.919554871947048	0.320817153192189	0.838989396227397	0.773027937028513	0.417486483026053	0.704152532688241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.472006125526465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.315646090553449	0	0	0	0	0	0	0	0	0	0	0	0	
133	9.19996485049955	1.9982821185624	1.93631171893409	1.85189058477822	0.593002441738397	0.5207252604076	1.11473286236975	0.285447975886341	0.778845621905065	0.48746038950399	0.670954072732493	0.953312359953868	0.754157257512091	0.394535710444399	0.250594421036757	1.72341548328441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15952237889108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321595725135927	0	0	0	0	0	0	0	0	
134	9.19998797672249	1.86892938657049	1.68252288373746	1.57669932679136	0.513766161592975	0.50320697220843	0.934808950026753	1.04604942605719	0.606108791743272	0.401826862234122	0.960331547430547	0.612131593412184	0.981725878738503	1.81726487945716	0.549298221055965	1.4568563391078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124476021008901	0	0	0	0	0	0	0	0	0	0	0.257564491742071	0	0	0	0	0	0	0	0	
135	9.199951002833	2.01070111677764	1.28585966311144	1.21138952883024	1.00989456045417	0.415570797402114	1.05884455224679	1.68451762748463	0.578934454524297	0.576428516142005	0.456913370387543	0.896790422496717	0.576446379350997	0.593140133559057	1.35500177377025	0.97060181417136	0	0	0	0	0	0	0	0	0	0	0	0.547363253492749	0	0	0	0	0	0	0	0.311592409356014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0939871245811076	0	
136	9.19997171527744	1.9849858572821	1.73336191963457	1.45774706715707	0.826704451023232	1.08998360506533	1.17481671231877	1.47757319007364	1.04115916493144	2.33877251019614	0.739312266014247	0.690846033463543	1.45462271451289	0.691986103563025	0.968187042569674	1.68653968397728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.541576237533902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
137	9.19993175820887	2.18027352386282	1.87379058716232	1.00262775832986	0.953400307558922	1.20073174871508	1.04075169335182	1.14033785594061	1.66783334891909	0.749221711963204	0.307208863027953	0.910411262623499	0.76840824793476	0.536424953882492	0.989318427029355	0.932464147198943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.343928041882897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153351593828736	0	
138	9.19994562167223	1.78713618985573	1.31649813186561	0.905037630051741	0.702195611367032	0.487419439469279	1.0967187974133	1.11841559091898	1.5041105256907	0.622225105369148	0.777347272198082	0.449728643972315	1.1883826551442	0.579608419518557	0.838559307314718	0.706486264033598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.488311469135056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160059854938909	0	
139	9.19996639784529	1.73217434471233	1.41143201159181	1.30128906167181	0.810426768502935	0.332767110547758	0.948532383933094	1.63423768826599	0.820868745564177	2.05376461742157	0.619979668884855	0.600882773425423	0.53034140238859	0.310758665572055	1.03702163573418	0.348622263555992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14655858030187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22033214068618	0	0	0	0	0	0.323368054806753	0	
